# _root_ Du Pont , unlike companies hurt badly by sharp price declines for basic chemicals and plastics , is benefiting from its broad range of businesses .
#goldHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
#predictedHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
(8,18),(18,18),(18,2),-0.130554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,1),-0.130554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,-1),-0.154513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,17),(18,16),0.0966533 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,15),0.11716 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,14),0.0966533 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,13),0.116367 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,12),0.119284 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,11),0.0966533 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,10),0.0966533 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,9),0.116367 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,8),0.119294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,17),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,6),-0.125599 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,4),-0.125736 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,-1),-0.142918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,16),(18,15),0.122444 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,14),0.106855 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,13),0.113662 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,12),0.123146 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,11),0.106855 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,10),0.106851 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,9),0.113662 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,8),0.124412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,16),(18,7),-0.124959 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,6),-0.125079 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,4),-0.128063 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,-1),-0.122872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,15),(18,14),-0.0867127 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,13),-0.00413682 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,12),0.0595337 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,11),0.070504 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,10),0.118355 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,9),0.137778 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,8),0.191691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,15),(18,7),0.0566497 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,6),0.0184617 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,5),0.0972033 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,4),0.0471406 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,3),0.115243 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,2),0.0455291 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,1),0.0650369 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,-1),-0.123749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,14),(18,13),0.113662 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,12),0.123146 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,11),0.106855 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,10),0.106851 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,9),0.113662 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,8),0.124412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,14),(18,7),-0.124959 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,6),-0.125079 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,4),-0.128063 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,-1),-0.122872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,13),(18,12),0.116852 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,11),0.118953 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,10),0.118953 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,9),0.119137 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,8),0.117572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,13),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,-1),-0.143011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,12),(18,11),0.119461 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,10),0.119461 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,9),0.118552 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,8),0.118101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,12),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,-1),-0.134922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,11),(18,10),0.106851 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,9),0.113662 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,8),0.124412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,11),(18,7),-0.124959 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,6),-0.125079 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,4),-0.128063 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,-1),-0.122889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,10),(18,9),0.113661 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,8),0.124412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,10),(18,7),-0.124959 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,6),-0.125079 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,4),-0.128063 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,-1),-0.120004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,9),(18,8),0.117572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,9),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,-1),-0.143011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,8),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,4),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,-1),-0.132545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,7),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,4),-0.124894 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,-1),-0.0917993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,6),(18,5),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,4),-0.125243 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,2),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,1),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,-1),-0.127376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,5),(18,4),-0.128063 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,5),(18,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,5),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,5),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,5),(18,-1),-0.122935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,4),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,4),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,4),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,4),(18,-1),-0.131194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,3),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,3),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,3),(18,-1),-0.142918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,2),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,2),(18,-1),-0.11938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,1),(18,-1),-0.122872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,20),(20,21),-0.0163699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,22),-0.0222673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,23),-0.111179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,24),-0.0180936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,25),-0.111292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,27),-0.00560163 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,20),(20,21),(20,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,23),-0.0276337 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,25),-0.0276337 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,27),-0.0378992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,22),(20,23),-0.0384707 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,22),(20,24),-0.0421764 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,22),(20,25),-0.0384707 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,22),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,22),(20,27),-0.0203938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,23),(20,24),-0.0381036 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,23),(20,25),-0.0388382 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,23),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,23),(20,27),-0.0703933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,24),(20,25),-0.0469327 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,24),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,24),(20,27),0.0051358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,25),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,25),(20,27),-0.0705101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,26),(20,27),-0.0424096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,20),(20,-1),-0.0623713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,8),0.113335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,14),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,15),-0.128821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,16),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,18),-0.125444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,20),-0.126359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,27),-0.032229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.125084 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,20),-0.125084 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,27),-0.138851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,14),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,16),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,27),-0.127697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,27),-0.128465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,27),-0.128465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,20),-0.125084 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,27),-0.139134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,14),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,27),-0.128465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,15),(7,16),-0.042161 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,17),0.0677798 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,18),0.194002 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,20),0.0745557 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,27),-0.13168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,16),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,27),-0.128465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,17),(7,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,27),-0.0950097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,18),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,18),(7,27),-0.131372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,20),(7,27),-0.139124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,5),-0.0534181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,4),-0.0501437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,3),-0.0203115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,2),-0.053418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,1),-0.053418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),0.00899081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,5),(7,4),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,3),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,2),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,1),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,-1),-0.054331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,4),(7,3),-0.0424398 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,2),-0.0425466 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,1),-0.0425466 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,-1),-0.0464427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,3),(7,2),-0.0421483 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,1),-0.0421483 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,-1),-0.0141106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,2),(7,1),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,2),(7,-1),-0.0543309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,1),(7,-1),-0.0543309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,10),-0.128995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,11),-0.128995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,12),-0.125339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,14),-0.128995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,15),-0.126229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,16),-0.128995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,18),-0.125129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,20),-0.125339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,27),-0.0414406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
