# _root_ Many investors , trying to outperform the market 's major indexes , have flocked to these small issues in recent weeks .
#goldHeads=2,13,2,2,4,5,8,11,8,11,6,13,0,13,14,18,18,15,14,21,19,13,
#predictedHeads=2,13,2,2,4,5,8,11,8,11,6,2,0,13,14,18,18,15,14,21,19,13,
(13,12),(13,14),0.0196403 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0176825 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0995362 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0814119 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0753785 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0312706 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0911991 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0788231 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.361771 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.256713 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.318285 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.491052 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.340913 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.479842 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.109018 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.122337 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.141292 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.264464 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.053553 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.258782 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.00849861 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0306478 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.185695 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0546384 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.166157 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0287346 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.348381 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0294268 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.336177 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.12407 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.142006 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.484552 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0562725 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.147806 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0510241 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.060563 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0339181 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0061393 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.143889 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.360081 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0339181 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0123798 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.044715 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.029097 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0429765 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0206614 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0228592 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0265153 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.192571 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0796957 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0676658 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.121991 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.095891 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00775989 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0135394 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0931831 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0578182 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.00568015 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0629881 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0142673 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.137109 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.00644887 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00672844 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.349228 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0302907 # DEPENDENCYPART_SIBL
(14,4),(14,16),7.80235e-05 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0367522 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0212914 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0889369 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0353501 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0165999 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0415744 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.118266 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.102772 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0385694 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00452006 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00383717 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0176267 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0522225 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0266725 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0247053 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.12679 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0263107 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0453625 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0283563 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00604438 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.03512 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0416118 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0122822 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0178476 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.13481 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00775989 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0135394 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0931831 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0578182 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00568015 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0629881 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0142673 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.137109 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0978622 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.135869 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.191894 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00655461 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.135853 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.191678 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0262791 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0133539 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.114385 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0167187 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0133464 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0985076 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.000817537 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.168518 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0558752 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.119154 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.159974 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0504572 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.144438 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.063682 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.305953 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.109266 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0835214 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0957641 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00527198 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.170584 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0296429 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0830285 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.262829 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0257123 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0390101 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0464889 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0465318 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0452633 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0555126 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0251102 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0242154 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.037582 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.141226 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00534185 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00740238 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.106108 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0798127 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.108362 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.320434 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0452477 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.108364 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.312414 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0680613 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.459905 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.104131 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.286518 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.459218 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.164976 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.129377 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.189929 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.71566 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.108886 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.200129 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.363025 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.177539 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.457238 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.13156 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.125311 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0620253 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.068585 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0325067 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0154726 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0150106 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0128394 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.00147911 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.176118 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0269077 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0686785 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0151574 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0692916 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0207359 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0473346 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0555101 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0261841 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0237976 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.39146 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0877499 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0804795 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.106036 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0322912 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.115455 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0474856 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0201121 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.141373 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.364668 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0211781 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.310758 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.120982 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0145352 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.198055 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0728624 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.132026 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.182401 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0645281 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00313485 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0485522 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0432151 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.00284569 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.016052 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.208823 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0141714 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0025745 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0693003 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0712374 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0118051 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.114227 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0245824 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.076392 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0766153 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0146997 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0147484 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.117248 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.271568 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.22184 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.14188 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.176582 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0496945 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0775328 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0214894 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.158621 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00286128 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0656135 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0275155 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0070166 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00940283 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0167825 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0643049 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.13646 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.219006 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0256424 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0712383 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.193469 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0064709 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.567476 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00548937 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.020792 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.377583 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.104341 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0722715 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.111322 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0750158 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0925005 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.094568 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0500413 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.143195 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0715587 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.117536 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.15809 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.105673 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0182903 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.15018 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.142736 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.273376 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.333735 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0293768 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.5539 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-1.00747 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.133386 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.490886 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.187228 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.196472 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.211407 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.397314 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.972139 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.474837 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.616039 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.623595 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.289352 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.172319 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.396953 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.753958 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.800369 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.85119 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.132856 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.140667 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.381435 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.348848 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.29369 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-1.32392 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.388833 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.160571 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.0914397 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),1.40975 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.784457 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.812312 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.34494 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.416388 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0903564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0480499 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.210129 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.233073 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-1.24247 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.426962 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.00942027 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.935357 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.150414 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),1.21162 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.0728903 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.147785 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.22822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.172484 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.524439 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.340689 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.313003 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.713714 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.763458 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.107918 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.443201 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.755552 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.43667 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.498646 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.279508 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.678583 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),-0.0208445 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.585869 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.300915 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.150618 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.738606 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.777405 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.0331248 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.436447 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.956538 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.70522 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.985514 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.766942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.255259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.410391 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.797141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.475394 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.214717 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.520531 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.481411 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-1.1818 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.139161 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.377905 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.628583 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.407565 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.599303 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.25168 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.823798 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.862996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.47083 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.351658 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.387115 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.639429 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-1.24149 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0346217 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.471716 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.623801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.313126 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0763265 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.48566 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.503815 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.300355 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-1.3386 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.568588 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.135511 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.287257 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.587412 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.439654 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.713739 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.257295 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.959796 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.786413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.413427 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.23864 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.0863798 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.432292 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.714667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.3632 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.129618 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.523669 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.235415 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.560251 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.285168 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.269694 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.191044 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.524135 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.401976 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.687606 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.129561 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.861774 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.508821 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.973243 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.34261 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.605698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.406053 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.113088 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.384441 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.438094 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.629853 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.718452 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.380932 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0369828 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.420018 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.260503 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.627661 # DEPENDENCYPART_GRANDPAR
