# _root_ Money funds invest in such things as short-term Treasury securities , commercial paper and certificates of deposit , all of which have been posting lower interest rates since last spring .
#goldHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,14,20,22,20,14,22,23,27,27,24,24,30,28,3,
#predictedHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,17,20,22,20,17,22,23,27,27,24,24,30,28,3,
(13,22),(22,28),(22,30),-0.0118338 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,28),(22,31),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,28),(22,32),-0.0242751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,30),(22,31),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,30),(22,32),-0.0364993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,31),(22,32),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.186471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.194339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,19),0.0798265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,18),0.113806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,17),0.131756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,16),0.194339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,15),0.131756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,14),0.13303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,12),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,11),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,10),-0.193528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,9),-0.193414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,8),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,7),-0.172174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,6),-0.193414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,4),-0.1766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,3),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,2),-0.193414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),-0.0555842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.10756 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,19),0.109539 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,18),0.114896 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,17),0.109043 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,16),0.10756 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,15),0.109043 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,14),0.109539 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.0277887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,19),0.108728 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,18),0.154317 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,17),0.100489 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,16),0.113818 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,15),0.100489 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,14),0.10637 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,12),-0.144734 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,10),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,8),-0.144734 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,7),-0.145076 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,4),-0.14545 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,3),-0.144987 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,-1),-0.21952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,19),(22,18),0.114087 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,17),0.107943 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,16),0.1048 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,15),0.107943 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,14),0.109042 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,11),-0.144726 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,10),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,9),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,7),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,6),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,4),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,3),-0.144756 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,2),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,-1),-0.169605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,17),0.119158 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,16),0.136197 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,15),0.119158 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,14),0.110384 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,12),-0.144776 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,8),-0.144776 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,7),-0.145222 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,4),-0.145241 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,-1),-0.208877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,16),0.0809553 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,15),0.0937097 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,14),0.102025 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,12),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,11),-0.144936 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,7),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,-1),-0.0700497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,16),(22,15),0.100489 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,14),0.10637 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,12),-0.144734 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,10),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,8),-0.144734 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,7),-0.145076 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,4),-0.14545 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,3),-0.144987 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,-1),-0.21952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,14),0.102025 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,12),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,11),-0.144936 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,7),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,-1),-0.071567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,14),(22,12),0.022947 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,11),0.0344577 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,10),-0.0547972 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,9),-0.0454636 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,8),0.0319141 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,7),-0.0803448 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,6),-0.0531359 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,4),-0.0747672 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,3),-0.0688603 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,2),-0.0486986 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,-1),-0.1385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,12),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,10),-0.144961 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,9),-0.144961 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,7),-0.144881 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,6),-0.144961 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,4),-0.144877 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,2),-0.144961 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,-1),-0.225601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,11),(22,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,8),-0.144776 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,7),-0.145222 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,4),-0.145241 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,-1),-0.208877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,10),(22,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,7),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,-1),-0.0719677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,9),(22,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,7),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,-1),-0.0701016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,8),(22,7),-0.144881 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,6),-0.144961 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,4),-0.144877 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,2),-0.144961 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,-1),-0.225601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,7),(22,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,4),-0.14545 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,-1),-0.207186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,6),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,6),(22,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,6),(22,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,6),(22,-1),-0.0700492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,4),(22,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,4),(22,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,4),(22,-1),-0.228088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,3),(22,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,3),(22,-1),-0.15776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,2),(22,-1),-0.0734347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,1),(1,2),0.0391113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,3),0.0954216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,4),0.182493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,6),0.0391935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,7),0.168848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,32),-0.0176898 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,1),(1,2),(1,3),0.0862575 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,4),0.0960329 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,6),0.177976 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,7),0.0968834 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,32),-0.159891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,3),(1,4),0.0927794 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,6),0.120626 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,7),0.0924641 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,32),-0.171914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,4),(1,6),0.113133 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,7),0.0856228 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,32),-0.0214596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,6),(1,7),0.0968838 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,6),(1,32),-0.15989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,7),(1,32),-0.0411329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,1),(1,-1),0.184626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,2),(2,2),(2,3),0.0947825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,4),0.180888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,5),0.0750211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,6),0.0414541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,7),0.167243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,10),0.0379317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,11),0.230717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,14),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,18),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,19),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,23),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,32),-0.0105291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,2),(2,3),(2,4),0.0927781 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,5),0.126668 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,6),0.120625 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,7),0.0924628 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,10),0.120625 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,11),0.120519 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,18),-0.153774 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,19),-0.145144 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,31),-0.144761 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,32),-0.170815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,4),(2,5),0.0962688 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,6),0.113133 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,7),0.0856228 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,10),0.113133 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,11),0.0831054 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,18),-0.145054 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,19),-0.144772 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,23),-0.147335 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,32),-0.022973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,5),(2,6),0.115599 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,7),0.095217 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,10),0.115599 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,11),0.095063 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,14),-0.145024 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,18),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,19),-0.145803 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,23),-0.144727 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,32),-0.19543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,6),(2,7),0.0968838 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,10),0.177976 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,11),0.0988774 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,18),-0.152592 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,19),-0.14585 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,23),-0.144804 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,31),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,32),-0.15964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,7),(2,10),0.110195 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,11),0.0837086 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,18),-0.145015 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,19),-0.144772 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,23),-0.147284 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,32),-0.0426463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,10),(2,11),0.0988772 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,18),-0.152592 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,19),-0.14585 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,23),-0.144804 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,31),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,32),-0.16853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,11),(2,14),-0.149799 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,11),(2,18),-0.144766 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,11),(2,19),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,11),(2,23),-0.147613 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,11),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,11),(2,32),-0.149314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,14),(2,18),0.12717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,14),(2,19),-0.0141618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,14),(2,23),0.132523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,14),(2,31),-0.0951134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,14),(2,32),-0.174786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,2),(2,18),(2,19),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,18),(2,23),-0.147613 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,18),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,18),(2,32),-0.149314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,19),(2,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,19),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,19),(2,32),-0.132512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,23),(2,31),-0.144761 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,23),(2,32),-0.171718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,31),(2,32),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,2),(2,1),-0.0262867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,-1),0.174057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
