# _root_ Often , Mr. Dinkins 's procrastination prevented him from having a say in the way things turned out , critics claim .
#goldHeads=7,7,4,6,4,7,21,7,7,9,12,10,10,15,13,17,15,17,21,21,0,21,
#predictedHeads=21,21,4,6,4,7,21,7,7,9,12,10,10,16,16,13,12,17,21,21,0,21,
(12,9),(9,9),(9,21),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,23),-0.121674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,11),0.108701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,12),-0.144786 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,16),-0.144786 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,23),-0.155918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,17),-0.144871 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,19),-0.145875 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,21),-0.144871 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,23),-0.161909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,13),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,23),-0.200371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,13),(9,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,13),(9,23),-0.145898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,16),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,23),-0.200373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,17),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,23),-0.155918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,19),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,23),-0.148056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,21),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,21),(9,23),-0.155918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,22),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,6),0.0942228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),-0.369188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,6),(9,-1),0.0256802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.0890173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.195262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,13),-0.174482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,14),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.195765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.195262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,17),-0.189951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,19),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,20),-0.195262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,21),-0.189773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,23),-0.035818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,13),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,17),-0.144756 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,19),-0.144726 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,20),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,21),-0.144756 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,23),-0.15917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),-0.147692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,14),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,17),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,19),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,20),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,21),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,22),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,23),-0.0462882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,14),-0.145129 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,15),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,17),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,20),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,21),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,23),-0.236909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,14),(10,15),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,17),-0.144811 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,19),-0.144738 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,20),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,21),-0.144811 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,23),-0.158336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,19),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,20),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,21),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,22),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,23),-0.0482658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,19),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,20),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,21),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,22),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,23),-0.0462673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,17),(10,19),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,23),-0.147034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,19),(10,20),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,21),-0.145093 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,23),-0.220116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,20),(10,21),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,20),(10,22),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,20),(10,23),-0.0462748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,21),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,21),(10,23),-0.148138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,22),(10,23),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),0.0136029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,8),-0.0337037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0336308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,6),-0.0120249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),0.0409949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.0195473 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,7),-0.00921111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,6),-0.0160219 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.00100118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,7),-0.0119126 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,6),-0.0222764 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,-1),-0.0561916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,6),-0.0218585 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.0156291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,6),(10,-1),-0.0178579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,13),-0.14642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,23),0.0703022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,23),-0.155912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,-1),0.192736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,14),-0.0240396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),0.10966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),0.126615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),-0.000348578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,19),-0.0458136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,20),0.121011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,21),-0.000567154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,23),-0.365565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.0201302 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,19),-0.0198635 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,20),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,21),-0.0201302 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,23),-0.00551664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.0588859 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,17),-0.024267 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,19),-0.00287246 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,20),-0.0588859 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,21),-0.024267 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,22),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,23),0.0427173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.024267 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),-0.00287529 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,20),-0.0588859 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,21),-0.024267 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,22),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,23),0.0592881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,19),-0.0220085 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,20),-0.0212902 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,21),-0.0195349 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,22),-0.0206805 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,23),0.000350046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,20),-0.0422402 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,21),-0.0186513 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,22),-0.0209278 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,23),-0.00549295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,20),(13,21),-0.024267 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,22),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,23),0.0536797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,21),(13,22),-0.0206805 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,21),(13,23),0.00013147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,22),(13,23),-0.0238712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.0393732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,10),-0.148812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.154088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.196745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.144871 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.164087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,-1),-0.156259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.0195882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),0.214725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,23),-0.0195744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,-1),0.0917743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,16),-0.134595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),0.0414964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),0.0415005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),0.0900829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),0.0223412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,21),-0.0240453 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,23),-0.00330608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,23),-0.00330158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.0886992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0320798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,-1),-0.180951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),0.039471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),0.133889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.130914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),0.039475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),0.0795837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,19),-0.0272408 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0234115 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0240453 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.00539833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),0.135102 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),-0.0676664 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.0201681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,21),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),0.0256437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,23),-0.00539383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.144766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.0884352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.174209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.14727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,10),-0.172277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.0439839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.12891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.110607 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.0911064 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,11),-0.145184 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,10),-0.14473 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.187761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.10493 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.129835 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,10),-0.144713 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.183451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.103971 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,10),-0.144823 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.0922084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.185163 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.144724 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.113063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,-1),-0.204636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0197762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.0409502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0106624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.0258408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),0.042993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0197703 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0247953 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.031838 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,22),-0.0205145 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.0233807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0281663 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0139211 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.0259615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0356018 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,22),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0165012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,21),(17,22),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,23),-0.00688872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,22),(17,23),-0.0610327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.142604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,15),0.142768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,14),0.0904698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.158983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,12),0.143106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,11),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,10),-0.189769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,9),-0.17052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,8),-0.14477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,7),-0.189769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,6),-0.195262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
