# _root_ The Financial Times 100-share index shed 47.3 points to close at 2082.1 , down 4.5 % from the previous Friday and 6.8 % from Oct. 13 , when Wall Street 's plunge helped spark the current weakness in London .
#goldHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,21,16,14,14,20,20,17,10,23,16,17,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
#predictedHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,10,16,14,14,21,21,21,17,23,21,14,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
(24,27),(27,27),(27,41),-0.0387909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,27),(27,-1),-0.164648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,29),(29,29),(29,30),-0.14243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,31),-0.070141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,34),-0.011361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,37),-0.142429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,41),0.2035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,29),(29,30),(29,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,30),(29,34),-0.029254 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,30),(29,37),-0.0291854 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,30),(29,41),-0.0973068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,31),(29,34),-0.0207063 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,31),(29,37),-0.0177195 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,31),(29,41),-0.109144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,34),(29,37),-0.0210549 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,34),(29,41),-0.015166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,37),(29,41),-0.0973068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,29),(29,-1),-0.1788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,30),(30,30),(30,31),-0.070141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,34),-0.0138634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,37),-0.142561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,41),0.214436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,30),(30,31),(30,34),-0.0207063 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,31),(30,37),-0.0177195 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,31),(30,41),-0.109144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,34),(30,37),-0.0210549 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,34),(30,41),-0.0176287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,37),(30,41),-0.0980375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,30),(30,29),0.155576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,26),0.115907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,25),0.163336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,19),-0.145587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,-1),-0.173035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,30),(30,29),(30,26),0.0931169 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,29),(30,25),0.115334 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,29),(30,19),-0.144706 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,29),(30,-1),-0.135758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,26),(30,25),0.121763 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,26),(30,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,26),(30,-1),-0.175377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,25),(30,19),-0.144706 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,25),(30,-1),-0.144122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,19),(30,-1),-0.103687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,32),(32,33),-0.0064593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,34),-0.0111832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,37),-0.142511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,38),-0.0867475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,41),0.208627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,32),(32,33),(32,34),-0.0195964 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,33),(32,37),-0.0210549 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,33),(32,38),-0.0248376 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,33),(32,41),-0.012627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,34),(32,37),-0.0210549 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,34),(32,38),-0.0248376 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,34),(32,41),-0.0170925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,37),(32,38),-0.0153985 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,37),(32,41),-0.0976791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,38),(32,41),-0.00468726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,32),(32,31),0.118683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,30),0.15931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,29),0.158396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,26),0.115907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,25),0.166156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,23),-0.150185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,18),-0.148478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,-1),-0.172914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,32),(32,31),(32,30),0.115984 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,29),0.115984 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,26),0.109081 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,25),0.115984 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,-1),-0.155215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,30),(32,29),0.124557 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,26),0.0905498 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,25),0.124052 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,23),-0.149595 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,18),-0.148572 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,-1),-0.134798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,29),(32,26),0.0926452 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,25),0.119429 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,23),-0.149595 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,18),-0.148572 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,-1),-0.133434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,26),(32,25),0.121763 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,-1),-0.175847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,25),(32,23),-0.149595 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,18),-0.148572 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,-1),-0.141799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,23),(32,18),-0.148572 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,23),(32,-1),-0.128528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,18),(32,-1),-0.0612662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,33),(33,34),-0.0379665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,37),0.0366325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,38),-0.0227004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,40),-0.0227869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,41),-0.0106966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,33),(33,34),(33,37),-0.0204828 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,34),(33,38),-0.0266461 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,34),(33,40),-0.0197471 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,34),(33,41),-0.0559266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,37),(33,38),6.00426e-05 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,37),(33,40),-0.0229976 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,37),(33,41),-0.070726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,38),(33,40),-0.0194477 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,38),(33,41),-0.0025925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,40),(33,41),-0.0264462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,33),(33,32),0.109435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,30),0.108884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,29),0.109435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,28),0.106192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,27),0.094173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,26),0.0941858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,25),0.109435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,24),0.120242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,23),-0.153779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,22),-0.144716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,21),-0.145716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,20),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,19),-0.144871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,18),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,17),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,16),-0.153779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,14),-0.144764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,11),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,10),-0.124644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,8),-0.15369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,6),-0.124644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,3),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,2),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,33),(33,-1),-0.173362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,33),(33,32),(33,30),0.101465 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,29),0.101463 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,28),0.119412 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,27),0.100536 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,26),0.109034 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,25),0.101464 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,24),0.104055 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,23),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,21),-0.144975 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,20),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,17),-0.147411 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,11),-0.147408 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,32),(33,-1),-0.13083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,30),(33,29),0.101462 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,28),0.119412 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,27),0.100536 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,26),0.109034 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,25),0.101462 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,24),0.104055 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,23),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,21),-0.144975 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,20),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,17),-0.147411 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,11),-0.147408 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,30),(33,-1),-0.131381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,29),(33,28),0.119412 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,27),0.100536 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,26),0.109034 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,25),0.101464 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,24),0.104055 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,23),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,21),-0.144975 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,20),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,17),-0.147411 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,11),-0.147408 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,29),(33,-1),-0.130831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,28),(33,27),0.109522 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,25),0.109463 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,28),(33,-1),-0.112369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,27),(33,26),0.109481 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,25),0.0876123 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,24),0.102495 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,17),-0.147192 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,11),-0.147192 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,10),-0.144943 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,6),-0.144943 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,27),(33,-1),-0.154024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,26),(33,25),0.108995 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,24),0.108414 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,26),(33,-1),-0.157499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,25),(33,24),0.104055 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,23),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,21),-0.144975 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,20),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,17),-0.147411 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,11),-0.147408 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,25),(33,-1),-0.13085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,24),(33,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,14),-0.144906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,10),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,6),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,33),(33,24),(33,-1),-0.161436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,33),(33,23),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,21),-0.144975 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,20),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
