# _root_ So any bearish indicator , such as Friday 's precipitous drop in the stock market , sends shivers through the oil markets as well .
#goldHeads=17,4,4,17,4,7,4,11,8,11,7,11,15,15,12,4,0,17,17,22,22,19,17,23,17,
#predictedHeads=17,4,4,1,17,7,4,11,8,11,7,11,15,15,12,17,0,17,17,22,22,19,17,23,17,
(11,12),(11,25),0.0794104 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0932344 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.066892 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0453295 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.164976 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.035093 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.105668 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.181985 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.00184606 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.0411029 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.0477722 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0178283 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0529189 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.158712 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.00746538 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0878687 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.175722 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0324715 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.0163367 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.0535331 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.484128 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.58197 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.303892 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.653291 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.586888 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.387484 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.362094 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.0619413 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0143246 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0379467 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0337051 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.00435393 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0220641 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0565878 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.0573018 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.00699189 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.118882 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.2863 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0485775 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0279311 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0727787 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.00781318 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.00972952 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.000690011 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0620175 # DEPENDENCYPART_SIBL
(11,19),(11,25),0.0948024 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.170019 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0350635 # DEPENDENCYPART_SIBL
(11,21),(11,24),0.00756368 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.0505892 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0557566 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.0206202 # DEPENDENCYPART_SIBL
(11,22),(11,25),-0.088669 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.157156 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.0492365 # DEPENDENCYPART_SIBL
(11,24),(11,25),-0.031648 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0105146 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0131511 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0682803 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0603294 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.13507 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0216524 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.144427 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0345985 # DEPENDENCYPART_SIBL
(12,14),(12,15),-1.07004 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.111691 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.535918 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.982861 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0372566 # DEPENDENCYPART_SIBL
(12,14),(12,22),-1.00936 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0571209 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.101454 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.526734 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.971385 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0385077 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.99788 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0659072 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.199272 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0492612 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.675039 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0396219 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.395117 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.498922 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0919232 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.511041 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.307966 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.108953 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.945794 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.0242658 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.282815 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.177755 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.00742911 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0215412 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0360379 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0950549 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0318611 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.066948 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.266524 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.00443978 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0157641 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0340597 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0744443 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.178873 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.087014 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0258422 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0556899 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0438223 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.140988 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.285405 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0854106 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.350912 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.324474 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.188168 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0352008 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.049026 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.172899 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.027267 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.292514 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.129932 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0418264 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.137295 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00579403 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.553278 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.160375 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.08263 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00585898 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0863054 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.219963 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0727118 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0293594 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0657515 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.102127 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0587279 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.764944 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.141946 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0524708 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0853328 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0208929 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.197028 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0426546 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.146025 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0223926 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00142103 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.615376 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0475989 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0563026 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0624974 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0126797 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.125914 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0130119 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0207598 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0171659 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.257014 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.116966 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0212607 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0146421 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0385838 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.114875 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0344212 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0254267 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0579031 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.51365 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0388687 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0929979 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.251452 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.489122 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.245903 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.130971 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.143525 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0878025 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0394517 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0972837 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.239097 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0976702 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.13621 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.118983 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.599665 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.643561 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.414314 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.648478 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.493549 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.443254 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0554484 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.103132 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0454775 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0479292 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.102293 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0328533 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.267526 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.000939772 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0512772 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.035061 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0113074 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.045209 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.00811887 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0439663 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.183215 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0271673 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.167068 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.109787 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.126833 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0672534 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0375541 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0963673 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0102599 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0989486 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0350975 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0280162 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.167068 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0705325 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0278166 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.078973 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0627464 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0667791 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0269143 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.04833 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.0949996 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0705395 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.351433 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0348478 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.506789 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.289441 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.331718 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.749696 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0302921 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.747038 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.734116 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0705395 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0738726 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0139293 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0644397 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0598055 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0666761 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.00486839 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0329883 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.0589606 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0108292 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.055676 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0413588 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0408644 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0610907 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0167966 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.153003 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0450813 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.00981001 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0218 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0451075 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.126638 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.109578 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.042898 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.025087 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.00823853 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.059865 # DEPENDENCYPART_SIBL
(17,5),(17,25),0.0545779 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0146712 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.125123 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0997759 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0770575 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0694238 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.00152763 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0331809 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0742908 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0390889 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0183977 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0701527 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0620704 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0398184 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0233509 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.204865 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.165689 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.0527335 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0274268 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0302181 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0111099 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.00497984 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.10973 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0143439 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0182973 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.480651 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0836768 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0286652 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.10265 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.00750369 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.0796765 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.229945 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0941495 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0586531 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.229628 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.232772 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.276607 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.00988128 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.258767 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.270696 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0140012 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0215307 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.103617 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.108167 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0367102 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0144777 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0178502 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0884 # DEPENDENCYPART_SIBL
(17,8),(17,25),0.0433318 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0298857 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0937671 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0480804 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0567751 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.110876 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0363639 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.00574704 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0435101 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.063703 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0135517 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.00496687 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0143343 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0527314 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.020487 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0586562 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0152053 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0216634 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.061939 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0583101 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0046257 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.162107 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0542942 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.034981 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.00958154 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.00538918 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.136952 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.0105045 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0037393 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.750621 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.737235 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.000218776 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0854291 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0316471 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0516255 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0767689 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0782326 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0106418 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0398619 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.101653 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0250273 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0158848 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.179071 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.130889 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0186032 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0248292 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.133177 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.12543 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0286289 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0137761 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.123178 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.670216 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00317709 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0700988 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0237953 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.057987 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0583172 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.062794 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0396502 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.05096 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.081253 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0397007 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0598757 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0812323 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0737871 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.00629405 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0525617 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0052137 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.061166 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0422156 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0451075 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.126638 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.109578 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.042898 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.025087 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.00823853 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.059865 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0545779 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.144366 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0207459 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0467238 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.300242 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0769097 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.143548 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.118475 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0996416 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.100157 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.202109 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0154122 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0234751 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0900627 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.164817 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.141862 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0606583 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0819282 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0936134 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.272635 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.125649 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.114247 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.042513 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.096017 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.162476 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.132032 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.014653 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0607919 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.000328793 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0222634 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.373175 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0396362 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0587024 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0575058 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.158269 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.110407 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0531769 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0470625 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0577178 # DEPENDENCYPART_SIBL
