# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,9,13,10,10,16,17,17,17,22,20,9,
(12,6),(12,14),-0.0996731 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0577423 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0655616 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.042807 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.126756 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.201622 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.141367 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00120562 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.17188 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0756107 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0175077 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0778931 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0445371 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.024178 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0481869 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00531965 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0259546 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.10137 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0345444 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0758114 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0724557 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.153203 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0533087 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0994393 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0362545 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.10569 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0772239 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.092083 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.125332 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.803702 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.337832 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0379759 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0197212 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0520711 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0614421 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.018952 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0437522 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0486197 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0417668 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0462822 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.052235 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.031643 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.03959 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0465811 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.66449 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.468488 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.738 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.364359 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0756362 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0583682 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.377865 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.600185 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.802301 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0210028 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0705501 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0343286 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.028902 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0329091 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.014423 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.017836 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.100908 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00345841 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.000678457 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0944006 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0189152 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0677155 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0180881 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0399096 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.58526 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.138665 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.496669 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.106031 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.383449 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.00426558 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0677724 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0281789 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0739038 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0197828 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0736259 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.167785 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.216562 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.124597 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.203033 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0165873 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.121336 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0683185 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.120971 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.139982 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0852826 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0469647 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0544385 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0719748 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.137932 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0383353 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.317413 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0517246 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0111451 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.040094 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.100012 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0377168 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0579148 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0768943 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.178086 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0372533 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0533974 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.107426 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.126038 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0452991 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00741224 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0146043 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0380647 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0172083 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.0199828 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.000686771 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0372578 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0521728 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.112054 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.105421 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0486672 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0112041 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0183961 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0169329 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0110906 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0200936 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.0103234 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0214284 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0384837 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0545957 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0685503 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.000857481 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00213143 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.00655632 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0369441 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.00203928 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0135931 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0623321 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.386279 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0494674 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0465607 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0322602 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.11505 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0369999 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.077793 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0180677 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.169824 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.018016 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0345758 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0439379 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0469706 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0531442 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0135155 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.102671 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0463211 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0272056 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0328728 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0220359 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0172735 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.00993527 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.144076 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00446935 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.032244 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0379971 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.198753 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.370201 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0255393 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0121216 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.142728 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.171587 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.298221 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0120522 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.115592 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.194832 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.291457 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.00736335 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0186637 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.169382 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0787272 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.425264 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0682654 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0467668 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0332365 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0339357 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.00721215 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0735428 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.000750153 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.217778 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0521827 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0315852 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0452562 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0341574 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0217898 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0530784 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0375089 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0271697 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0187465 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.222598 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0441214 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0942958 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0738728 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0295666 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.052266 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0147782 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0624202 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.00712798 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0655285 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.031477 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.11842 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.108323 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.122129 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0451054 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.11985 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0526827 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0645001 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0619545 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0116871 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0883964 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0278247 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.023526 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0762855 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0161528 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.104504 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.202999 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.150564 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0431681 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.107049 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.166883 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0403907 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.258864 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0464689 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.236587 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.249647 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.172465 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0931291 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.186998 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.211297 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0725714 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0518397 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.196115 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.280428 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.165045 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.114476 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.160356 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.188259 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0228387 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.117884 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.210232 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0325115 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0930311 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.111074 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.096193 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0821425 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.144888 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0710164 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0469395 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0692661 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.133073 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.250917 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00718087 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0630849 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0875625 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0181216 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0618217 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00419184 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0525913 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0384997 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.144722 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.102766 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.21581 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.226769 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.03505 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0152519 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00733861 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.024829 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0553651 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.181447 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0663906 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0415843 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0619773 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.00610881 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.100892 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0421231 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0380673 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0383946 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0513949 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.042969 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0860902 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0557311 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0998716 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.233962 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0518998 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.172247 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.102758 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0988631 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0197212 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0106646 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0486197 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0773948 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.03959 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.940146 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.1713 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0183821 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.15401 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0340653 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0813299 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0447268 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.100912 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0384435 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.056118 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.025885 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.050451 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0566922 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.053756 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0722733 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.00607836 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0450788 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0992477 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.121944 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0555658 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0290771 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.031076 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0340653 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0813299 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0447268 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.100912 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0384435 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.129168 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.079257 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.110588 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0296331 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.00713608 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0299149 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0562597 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0613584 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.03619 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0468154 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.162909 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.247523 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.296016 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0979248 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.685306 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0972059 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),1.19896 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.805175 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.172242 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.180393 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.212968 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.604643 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0537317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0183779 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.00857572 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.176449 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.0170317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.120669 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.46361 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),1.40568 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.679632 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.117932 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.648928 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.316465 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.642718 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0186598 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0787025 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.136874 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.218596 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.61577 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0210433 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.108893 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.357229 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),1.26658 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.788448 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0688939 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.197099 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),1.17221 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.22925 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0443935 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0166291 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.11486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0848659 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.116687 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.510732 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.40202 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),1.37781 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.855411 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.233055 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.50468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.206292 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.36664 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.936189 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.53076 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0408317 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.170908 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.351345 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.158387 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.186016 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.450715 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.252614 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.23412 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.323195 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.101144 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.0238621 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),1.61068 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.991568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0726614 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.470043 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0899317 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.101046 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.69193 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0963557 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.36499 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.416851 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.215786 # DEPENDENCYPART_GRANDPAR
