# _root_ When he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .
#goldHeads=3,3,17,3,4,9,9,9,5,11,5,11,14,12,17,17,0,17,
#predictedHeads=3,3,17,3,3,9,9,9,5,11,5,11,14,12,17,17,0,17,
(9,7),(7,11),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,19),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,19),-0.18714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,14),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,19),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,17),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,19),-0.14654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,18),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),-0.033377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,4),-0.0122615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,2),-0.0290092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),0.0422777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,4),-0.0197605 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),-0.0300347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,4),(7,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,2),(7,-1),-0.0289284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,11),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,12),-0.150127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,17),-0.153177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,19),-0.00689173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,19),-0.116614 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,11),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,19),-0.116614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,12),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,19),-0.18714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,17),(8,19),-0.14654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.0273261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,6),-0.0343341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,4),-0.0136468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),0.0481265 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,6),-0.0209697 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,4),-0.0134983 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),-0.0106851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,6),(8,4),-0.0197605 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,-1),-0.0309916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,4),(8,-1),0.0187374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,12),-0.0272097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,19),0.214463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,12),(10,19),-0.0348089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,-1),0.0952689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,12),0.00760936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,13),-0.0317568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.12857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,15),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,16),-0.0974521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,17),0.0450207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,18),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,19),0.132707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,13),-0.0194477 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,14),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,15),-0.0589335 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,16),-0.019489 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,17),-0.0119245 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,18),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,19),-0.00940097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,13),(11,14),-0.0160419 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,15),-0.0212778 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,16),-0.0208125 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,17),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,19),-0.0424118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,15),0.00445263 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,16),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,17),-0.0173455 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,18),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,19),0.0259137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,15),(11,16),-0.0167173 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,17),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,18),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,19),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,16),(11,17),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,18),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,19),-0.0958942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,17),(11,18),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,17),(11,19),-0.000389815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,18),(11,19),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.0980391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,9),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,8),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,7),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,6),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,5),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,3),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),-0.0183799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,9),0.129835 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,5),-0.144713 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,3),-0.144713 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,-1),-0.162591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,9),(11,8),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,7),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,6),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,5),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,3),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,8),(11,7),-0.14473 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,6),-0.144755 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,-1),-0.194177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,7),(11,6),-0.144755 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,6),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,-1),-0.143345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,5),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,-1),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,3),(11,-1),-0.197482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,13),-0.00751426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),0.124436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.0466071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),0.0899403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),-0.0092486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.376972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.0238164 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,15),-0.019846 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0207351 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,17),-0.0199798 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),0.010664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,15),0.00370542 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),-0.015099 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,17),-0.025092 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,18),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),0.0394844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.019518 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.018046 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.0209278 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.00126869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.0202269 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),0.0401366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,18),-0.0213882 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,19),-0.00360578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),-0.0246046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.0389522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.119157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.0389522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.0521678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.109378 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.109521 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.195162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.128566 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.169261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,-1),-0.195162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,13),(13,19),0.129746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,13),(13,-1),0.0119621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,14),(14,15),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.0974521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),0.0475388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),0.137871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.0167173 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0958942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),0.00212833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.0983353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,11),0.16103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,10),0.105971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,9),0.16103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,8),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,7),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,6),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,5),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.0177536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,11),0.120851 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,10),0.108374 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,9),0.120851 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,5),-0.144713 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.138515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,10),0.13127 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,9),0.0911065 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,8),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,7),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,6),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,5),-0.14473 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,10),(14,9),0.129532 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,5),-0.144713 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,-1),-0.156955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,9),(14,8),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,7),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,6),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,5),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,8),(14,7),-0.14473 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,8),(14,6),-0.144755 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,8),(14,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,8),(14,-1),-0.194177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,7),(14,6),-0.144755 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,7),(14,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,7),(14,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,6),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,6),(14,-1),-0.143345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,5),(14,-1),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,19),-0.0464173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,15),(15,-1),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,16),(16,17),-0.0344252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),-0.0195287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),0.158162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,19),-0.0386676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,19),-0.0207958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.121571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.172135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,13),0.10503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),-0.0441365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.130338 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,13),0.109535 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,-1),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,13),0.107763 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,-1),-0.082553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,13),(16,-1),-0.15958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,18),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,19),0.0555253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,18),(17,19),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,16),0.0598716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,15),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,14),0.130465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,13),0.0859717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,12),0.186426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,11),0.131129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,10),0.0896582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,9),0.131142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,8),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,7),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,6),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,5),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,4),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,3),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,2),-0.144805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,1),-0.149797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),-0.0173156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,16),(17,15),0.109103 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,14),0.108846 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,13),0.108401 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,12),0.106986 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,11),0.108846 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,10),0.107687 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,9),0.108846 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,8),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,5),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,4),-0.14471 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,3),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,-1),-0.195581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,15),(17,14),0.119952 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,13),0.109478 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,12),0.136343 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,11),0.119952 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,10),0.109456 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,9),0.119952 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,8),-0.144776 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,7),-0.144776 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,5),-0.145031 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,4),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
