# _root_ While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .
#goldHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,13,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
#predictedHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,20,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
(17,9),(9,19),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,19),(9,23),-0.14471 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,19),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,19),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,19),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,19),(9,32),-0.152352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,20),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,20),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,20),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,20),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,20),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,20),(9,32),-0.15937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,22),(9,23),-0.14471 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,22),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,22),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,22),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,22),(9,32),-0.152351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,23),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,23),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,23),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,23),(9,32),-0.144725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,25),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,25),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,25),(9,32),-0.152351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,30),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,30),(9,32),-0.152351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,31),(9,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,9),(9,8),-0.0259379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,6),-0.0257544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,5),-0.0401708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,4),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,3),-0.0259379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,2),0.0122335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,1),0.006602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,-1),-0.0398604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,9),(9,8),(9,7),-0.0217698 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,6),-0.00713576 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,5),-0.0195483 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,4),-0.0195561 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,3),-0.0229633 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,2),-0.0209487 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,1),-0.0194786 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,-1),-0.0480728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,7),(9,6),-0.019463 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,5),-0.019492 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,4),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,3),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,2),-0.0194592 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,-1),-0.0259298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,6),(9,5),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,4),-0.0205399 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,2),-0.0194762 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,1),-0.0195014 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,-1),-0.0288196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,5),(9,4),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,5),(9,3),-0.0196352 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,5),(9,2),-0.0219759 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,5),(9,1),-0.0195835 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,5),(9,-1),-0.0354199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,4),(9,3),-0.0191879 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,4),(9,2),-0.0241659 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,4),(9,1),-0.0160372 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,4),(9,-1),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,3),(9,2),-0.0209487 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,3),(9,1),-0.0194786 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,3),(9,-1),-0.0480728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,2),(9,1),-0.0195266 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,2),(9,-1),-0.0037497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,1),(9,-1),0.00110566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,13),0.109527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,14),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,32),-0.168745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,13),(12,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,32),-0.144715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,-1),-0.044521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,32),-0.181449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,-1),-0.0548743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,32),-0.164863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,-1),-0.0398207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,17),-0.145617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,23),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,32),-0.0954331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,17),(16,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,32),-0.145777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,23),(16,32),-0.13205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,-1),0.0308418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,14),(16,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,19),-0.030068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,20),-0.0278424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,22),-0.030068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,32),0.0275089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,20),-0.0194455 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,32),-0.0293678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,20),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,32),-0.0281753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,22),(18,32),-0.0293678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,17),0.108886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,9),-0.146118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,-1),-0.0733148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,17),(18,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,-1),-0.145435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,16),(18,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,-1),-0.14645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,15),(18,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,14),(18,9),-0.144713 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,-1),-0.146611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,9),(18,-1),-0.151215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),-0.0381861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),0.0177998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,25),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,26),-0.0224918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,27),-0.00155972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,32),-0.0404608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,22),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0195925 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,25),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,26),-0.0194431 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,27),-0.0197197 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,32),-0.0335374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,23),-0.0161361 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,25),-0.0201815 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,27),-0.0160373 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,32),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,23),(19,25),-0.0195317 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,26),-0.0204789 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,27),-0.0137957 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,32),0.0069901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,25),(19,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,25),(19,27),-0.0160373 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,25),(19,32),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,26),(19,27),-0.0194493 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,26),(19,32),-0.0263788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,27),(19,32),-0.00432229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,18),0.0940201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,17),0.0940157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,13),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,9),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,8),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),-0.0780522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,18),(19,17),0.107878 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,16),-0.144774 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,14),-0.144705 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,10),-0.144705 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,6),-0.144738 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,-1),-0.17027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,17),(19,16),-0.144774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,14),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,10),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,6),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,-1),-0.170278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,16),(19,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,-1),-0.14947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,15),(19,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,-1),-0.145394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,14),(19,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,14),(19,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,14),(19,9),-0.144756 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,14),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,14),(19,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,14),(19,-1),-0.147995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,13),(19,10),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,13),(19,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,13),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,13),(19,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,13),(19,-1),-0.158681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,10),(19,9),-0.144756 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,10),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,10),(19,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,10),(19,-1),-0.147995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,9),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,9),(19,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,9),(19,-1),-0.15236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,8),(19,6),-0.144738 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,8),(19,-1),-0.17027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,6),(19,-1),-0.138441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,21),-0.0159515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,22),-0.00486523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,23),-0.0401787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,24),-0.00393441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,25),-0.00486523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,26),-0.0108721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,27),-0.0423395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,30),-0.00486523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,31),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,32),0.115307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,21),(20,22),-0.0195693 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,23),-0.0197851 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,24),-0.0195693 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,25),-0.0195693 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,27),-0.02009 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,30),-0.0195693 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,32),-0.0152248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,22),(20,23),-0.0300006 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,24),-0.0259657 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,25),-0.0259657 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,26),-0.0220339 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,27),-0.021315 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,30),-0.0259657 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,31),-0.0227971 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,32),-0.0256516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,23),(20,24),-0.0178054 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,25),-0.017805 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,26),-0.0204695 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,27),-0.00595906 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,30),-0.017805 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,31),-0.0208459 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,32),-0.0483748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,24),(20,25),-0.0263091 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,24),(20,26),-0.0220339 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,24),(20,27),-0.0203628 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,24),(20,30),-0.0263091 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,24),(20,31),-0.0227971 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,24),(20,32),-0.0261044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,25),(20,26),-0.0220339 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,25),(20,27),-0.021315 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,25),(20,30),-0.0259657 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,25),(20,31),-0.0227971 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,25),(20,32),-0.0256516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,26),(20,27),-0.0212845 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,26),(20,30),-0.0196958 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,26),(20,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,26),(20,32),-0.0168553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,27),(20,30),-0.0122417 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,27),(20,31),-0.0208482 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,27),(20,32),-0.0366722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,30),(20,31),-0.0227971 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,30),(20,32),-0.0256516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,31),(20,32),-0.0262895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,19),0.0919078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,18),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,17),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,13),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,9),-0.145878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,5),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,1),-0.14498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,-1),-0.197326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,19),(20,18),0.109049 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,17),0.109049 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,13),-0.144732 # DEPENDENCYPART_GRANDSIBL
