# _root_ At the appointed exit , the family pulled over , and Mrs. Engelken went to get her papers .
#goldHeads=11,4,4,1,11,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
#predictedHeads=8,4,4,1,8,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
(14,4),(4,7),(4,13),0.104443 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,15),-0.144861 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,18),-0.139044 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,20),-0.117418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,8),(4,9),0.108341 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,10),0.160975 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,11),0.103813 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,12),0.112756 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,13),0.112756 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,14),-0.142049 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,15),-0.144768 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,16),-0.142049 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,18),-0.142064 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,20),-0.133406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,9),(4,10),0.0623226 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,11),0.105878 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,12),0.115488 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,13),0.115488 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,14),-0.145359 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,15),-0.144808 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,16),-0.145359 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,18),-0.144852 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,20),-0.109419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,10),(4,11),0.202382 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,12),0.186481 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,13),0.186457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,14),-0.159769 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,15),-0.144973 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,16),-0.159643 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,18),-0.16103 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,19),-0.144938 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,20),-0.138569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,11),(4,12),0.297156 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,13),0.314402 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,14),0.018416 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,15),0.063771 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,16),0.00643443 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,18),-0.0868879 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,19),-0.00495206 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,20),-0.144056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,12),(4,13),0.104443 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,15),-0.144861 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,18),-0.139044 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,20),-0.114148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,13),(4,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,15),-0.144861 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,18),-0.139044 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,20),-0.11509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,14),(4,15),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,16),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,18),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,19),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,20),-0.134296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,15),(4,16),-0.144823 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,15),(4,18),-0.144848 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,15),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,15),(4,20),-0.0583517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,16),(4,18),-0.142064 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,16),(4,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,16),(4,20),-0.134111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,18),(4,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,18),(4,20),-0.115809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,19),(4,20),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,4),(4,3),-0.00904712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,2),-0.0865811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,1),-0.0894626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,-1),0.0592788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,3),(4,2),0.00633674 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,3),(4,1),-0.0195122 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,3),(4,-1),-0.0176327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,2),(4,1),-0.0285645 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,2),(4,-1),0.0452231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,1),(4,-1),-0.0436293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,20),-0.109631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,5),(5,-1),0.0327714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,6),(6,7),0.107235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,8),0.110698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,20),-0.325252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,7),(6,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,20),-0.146366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,8),(6,20),-0.14963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,6),(6,5),-0.0239412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,-1),-0.0594574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,5),(6,-1),-0.0275409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,8),0.131906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,9),0.131044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,10),0.0486248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,11),0.117939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,14),-0.121602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,20),-0.191272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,8),(7,9),0.108341 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,10),0.160982 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,11),0.103813 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,14),-0.142049 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,20),-0.133402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,9),(7,10),0.0623226 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,11),0.105878 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,14),-0.145359 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,20),-0.109419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,10),(7,11),0.202381 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,14),-0.159769 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,20),-0.138576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,11),(7,14),0.018416 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,11),(7,20),-0.144071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,14),(7,20),-0.134292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,7),(7,6),-0.0843575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,5),0.0611536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,4),0.0372812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,3),-0.00904712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,2),-0.0843575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,1),-0.0911336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,-1),0.0613452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,6),(7,5),-0.00692303 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,6),(7,4),-0.042012 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,6),(7,3),-0.0311766 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,6),(7,2),-0.00945059 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,6),(7,1),-0.0285645 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,6),(7,-1),0.0474447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,5),(7,4),-0.0502646 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,5),(7,3),0.00524437 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,5),(7,2),-0.0281928 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,5),(7,1),-0.0252121 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,5),(7,-1),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,4),(7,3),-0.0188718 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,4),(7,2),0.0176159 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,4),(7,1),-0.0341701 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,4),(7,-1),-0.00402221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,3),(7,2),0.00633674 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,3),(7,1),-0.0195122 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,3),(7,-1),-0.017634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,2),(7,1),-0.0285645 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,2),(7,-1),0.0474447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,1),(7,-1),-0.0453004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,9),0.0528812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,10),0.113315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,11),0.0153954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,12),0.156755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,13),0.159791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,14),-0.135038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,15),-0.147169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,16),-0.135052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,18),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,20),-0.241998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,10),0.107745 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,11),0.131858 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,12),0.109806 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,13),0.109806 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,14),-0.145004 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,16),-0.145004 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,18),-0.145881 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,20),-0.180324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,11),0.122824 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,12),0.120038 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,13),0.120038 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,14),-0.160163 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,15),-0.144926 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,16),-0.160163 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,18),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,20),-0.116891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,12),0.286442 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,13),0.303688 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,14),0.0187792 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,15),0.0637513 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,16),0.00678617 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,18),-0.0868858 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,19),-0.00495206 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,20),-0.206131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,12),(8,13),0.0983298 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,14),-0.143839 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,15),-0.144971 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,16),-0.143839 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,18),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,20),-0.160031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,13),(8,14),-0.143839 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,15),-0.144971 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,16),-0.143839 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,18),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,20),-0.157273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,14),(8,15),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,16),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,18),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,19),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,20),-0.138713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,15),(8,16),-0.135886 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,18),-0.121778 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,20),-0.222553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,16),(8,18),-0.145197 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,19),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,20),-0.136675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,18),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,18),(8,20),-0.16003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,19),(8,20),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,7),0.0425105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,6),-0.0324471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,5),-0.105261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,4),0.0412224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,3),0.0230075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,2),-0.0324471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,1),-0.0643019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.08186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,7),(8,6),-0.0221721 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,5),-0.0558473 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,4),-0.00289769 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,3),-0.0154058 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,2),-0.0221721 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,1),0.0134714 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,-1),-0.0301462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,6),(8,5),-0.0196476 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,4),-0.0233035 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,3),-0.0252817 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,2),-0.0197937 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,1),-0.0130439 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,-1),-0.0356901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,5),(8,4),-0.0534234 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,3),-0.0296327 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,2),-0.0196221 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,1),-0.0190635 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,-1),0.108864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,4),(8,3),-0.0154058 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,2),-0.0221721 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,1),0.011402 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,-1),-0.0291211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,3),(8,2),-0.0211108 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,3),(8,1),0.00295968 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,3),(8,-1),-0.000919991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,2),(8,1),-0.0130439 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,2),(8,-1),-0.0356901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,1),(8,-1),0.0190655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,10),0.0812638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,11),0.109687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,12),0.103898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,13),0.103894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,14),-0.138208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,15),-0.14476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,18),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,20),-0.0578329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,10),(9,11),0.102843 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,12),0.125518 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,13),0.125518 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,14),-0.144714 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,18),-0.14632 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,20),-0.194445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,12),0.290364 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,13),0.307611 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,14),0.0188877 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,15),0.063772 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,18),-0.0868858 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,20),-0.165911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,12),(9,13),0.11074 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,15),-0.144716 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,18),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,20),-0.139661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,13),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,15),-0.144716 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,18),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,20),-0.139665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,14),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,18),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,20),-0.165495 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,15),(9,18),-0.144901 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,20),-0.148406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,18),(9,20),-0.139661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,7),0.0147597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,5),-0.0447229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,4),0.0147597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,1),-0.0186387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,-1),0.0770733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,7),(9,5),-0.0277782 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,4),-0.021495 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,1),-0.0483842 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,-1),0.0648418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,5),(9,4),-0.027509 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,1),-0.0310544 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,-1),-0.0635737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,4),(9,1),-0.0483842 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,4),(9,-1),0.0636209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,1),(9,-1),-0.0321501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,20),-0.109631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,10),(10,9),-0.0393229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),0.0327714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,-1),-0.0393229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.142798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.142933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
