# _root_ Complex cases , such as antitrust suits and many business disputes , would receive intense supervision by federal judges to keep pretrial proceedings moving .
#goldHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,16,19,17,21,14,23,24,21,13,
#predictedHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,14,19,17,21,19,23,21,23,13,
(8,13),(13,7),(13,5),-0.126271 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,3),-0.124917 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,2),-0.124947 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,-1),-0.189071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,6),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,-1),-0.131149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,5),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,3),-0.124911 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,2),-0.124929 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,-1),-0.150523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,4),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,4),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,4),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,4),(13,-1),-0.131149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,3),(13,2),-0.125104 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,3),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,3),(13,-1),-0.126942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,2),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,2),(13,-1),-0.187088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,1),(13,-1),-0.131149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,15),-0.0182309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,16),-0.0962931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,17),-0.0935459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,18),-0.018328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,19),-0.0963472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,20),-0.0621326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,21),0.0230312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,22),-0.0182309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,23),-0.0962934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,24),0.0262004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,25),-0.0525097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,26),0.17937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,15),(14,16),-0.0581692 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,17),-0.00494956 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,18),-0.0444489 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,19),-0.058204 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,20),-0.0515138 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,21),-0.0618572 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,22),-0.0444489 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,23),-0.0581692 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,24),-0.0618572 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,25),-0.0398114 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,26),-0.0390479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,16),(14,17),-0.101708 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,18),-0.0387148 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,19),-0.00636348 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,20),-0.042728 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,21),-0.0270583 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,22),-0.0386101 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,23),-0.00636348 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,24),-0.024423 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,25),-0.044558 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,26),-0.0144102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,17),(14,18),-0.0407166 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,19),-0.0467168 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,20),-0.0448722 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,21),-0.053367 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,22),-0.0407166 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,23),-0.0467168 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,24),-0.0529963 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,25),-0.0421437 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,26),-0.0676288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,18),(14,19),-0.0582071 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,20),-0.0515138 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,21),-0.061862 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,22),-0.0444489 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,23),-0.0581723 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,24),-0.061862 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,25),-0.0398114 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,26),-0.0392245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,19),(14,20),-0.042728 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,21),-0.0270583 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,22),-0.0386101 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,23),-0.00636348 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,24),-0.024423 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,25),-0.044558 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,26),-0.0144571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,20),(14,21),-0.0256602 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,22),-0.0443629 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,23),-0.0966368 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,24),-0.0256602 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,25),-0.022855 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,26),0.0378606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,21),(14,22),-0.0381197 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,21),(14,23),-0.0227711 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,21),(14,24),-0.0480276 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,21),(14,25),-0.0478554 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,21),(14,26),0.0307047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,22),(14,23),-0.0581692 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,22),(14,24),-0.0618572 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,22),(14,25),-0.0398114 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,22),(14,26),-0.0390479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,23),(14,24),-0.024423 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,23),(14,25),-0.044558 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,23),(14,26),-0.0144102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,24),(14,25),-0.0478554 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,24),(14,26),0.0368863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,25),(14,26),-0.0364107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,13),0.110339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,12),0.0933051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,11),0.253415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,8),0.249851 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,14),(14,5),-0.114845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,4),-0.12843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,3),-0.125268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,2),-0.0536697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,-1),-0.229058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,13),(14,12),0.102345 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,11),0.134048 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,8),0.118958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,13),(14,5),-0.124917 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,-1),-0.118992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,11),0.0684691 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,8),0.0805152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,5),-0.139193 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,4),-0.124952 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,3),-0.125215 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,2),-0.127276 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,-1),-0.109351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,8),0.112218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,5),-0.151794 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,4),-0.1252 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,3),-0.128646 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,2),-0.134953 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,-1),-0.0385706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,8),(14,5),0.309439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,4),0.221795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,3),0.292246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,2),0.204269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,-1),-0.120107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,5),(14,4),-0.124908 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,3),-0.131304 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,2),-0.124962 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,-1),-0.0807425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,4),(14,3),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,4),(14,2),-0.12561 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,4),(14,-1),-0.142856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,3),(14,2),-0.127276 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,3),(14,-1),-0.109351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,2),(14,-1),-0.0384892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,16),-0.0479858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,17),-0.0442505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,18),-0.05312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,19),-0.047986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,21),-0.067206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,26),-0.0101523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,16),(15,17),-0.0510034 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,18),-0.0420474 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,19),-0.0420666 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,21),-0.04207 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,26),-0.0337853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,17),(15,18),-0.0422976 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,19),-0.0434736 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,21),-0.0334754 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,26),-0.0514685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,18),(15,19),-0.0420094 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,21),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,26),-0.0558109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,19),(15,21),-0.04207 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,26),-0.0337854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,21),(15,26),-0.0423668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,-1),-0.198461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,16),(16,17),-0.0769427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,18),-0.0128867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,19),-0.0676845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,20),-0.0252923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,21),-0.167805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,22),-0.0148737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,23),-0.0540298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,24),-0.168637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,25),-0.0782078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,26),0.164081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,17),(16,18),-0.0501359 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,19),-0.0448198 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,20),-0.0263653 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,21),-0.0116306 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,22),-0.0501359 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,23),-0.0448198 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,24),-0.0116306 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,25),-0.04222 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,26),-0.111473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,18),(16,19),-0.0468738 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,20),-0.0435222 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,21),-0.0303897 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,22),-0.0248572 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,23),-0.0468738 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,24),-0.0303897 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,25),-0.0420044 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,26),0.0101838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,19),(16,20),-0.0274452 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,21),-0.0363628 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,22),-0.0466689 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,23),-0.0670621 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,24),-0.0363628 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,25),-0.031257 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,26),-0.0394821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,20),(16,21),-0.0391521 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,22),-0.043019 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,23),-0.0611938 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,24),-0.0391521 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,26),-0.014189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,21),(16,22),-0.0562842 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,23),-0.05643 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,24),-0.0359177 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,25),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,26),-0.0146563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,22),(16,23),-0.0446217 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,24),-0.0303897 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,25),-0.0420044 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,22),(16,26),0.0130558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,23),(16,24),-0.0363628 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,23),(16,25),-0.031257 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,23),(16,26),-0.0312597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,24),(16,25),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,24),(16,26),-0.0158243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,25),(16,26),-0.0773858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,16),(16,15),0.073596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,14),0.11158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,12),0.252037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,11),0.0273474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,9),0.0671574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,8),0.138664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,16),(16,6),-0.126855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,4),-0.126855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,2),-0.0965628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,-1),0.0193659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,15),(16,14),0.118306 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,12),0.0971967 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,11),0.140916 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,9),0.156971 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,8),0.121328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,15),(16,6),-0.125208 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,4),-0.125208 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,2),-0.126967 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,15),(16,-1),-0.172329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,14),(16,12),0.131775 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,11),0.128203 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,9),0.132859 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,8),0.116433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,14),(16,6),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,2),-0.126193 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,14),(16,-1),-0.118587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,12),(16,11),0.100479 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,9),0.0807805 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,8),0.127989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,12),(16,6),-0.125035 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,4),-0.125035 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,2),-0.137186 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,12),(16,-1),-0.129736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,11),(16,9),0.156545 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,11),(16,8),0.105283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,11),(16,6),-0.128165 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,11),(16,4),-0.128165 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,11),(16,2),-0.139305 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,11),(16,-1),-0.166544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,9),(16,8),0.121328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,9),(16,6),-0.125208 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,9),(16,4),-0.125208 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,9),(16,2),-0.126967 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,9),(16,-1),-0.175818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,8),(16,6),0.22365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,8),(16,4),0.221004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,8),(16,2),0.199569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,8),(16,-1),-0.150198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,6),(16,4),-0.125208 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,6),(16,2),-0.126967 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,6),(16,-1),-0.173376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,4),(16,2),-0.126967 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,4),(16,-1),-0.174891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,2),(16,-1),-0.166656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,18),-0.0262321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,19),0.0232414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,20),-0.0383915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,21),-0.0525116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,22),-0.0262318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,23),0.0231944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,24),-0.0530913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,26),-0.110302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,18),(17,19),-0.046741 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,20),-0.0420217 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,21),-0.0430121 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,22),-0.0341541 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,23),-0.046741 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,24),-0.0430121 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,26),-0.0200488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,19),(17,20),-0.045496 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,21),-0.0370574 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,22),-0.0432374 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,23),-0.0469389 # DEPENDENCYPART_GRANDSIBL
