# _root_ As the campaign hits the home stretch , however , voters still have very little idea what they can expect from him .
#goldHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
#predictedHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
(7,19),(19,9),(19,6),-0.124898 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,9),(19,5),-0.124993 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,9),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,9),(19,3),-0.124898 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,9),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,9),(19,-1),-0.151151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,8),(19,7),0.103563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,8),(19,6),-0.125175 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,8),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,8),(19,4),-0.125713 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,8),(19,3),-0.125175 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,8),(19,1),-0.125381 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,8),(19,-1),-0.147473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,7),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,7),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,7),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,7),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,7),(19,1),-0.125248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,19),(19,7),(19,-1),0.0056063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,19),(19,6),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,6),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,6),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,6),(19,1),-0.125248 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,6),(19,-1),0.0056063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,5),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,5),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,5),(19,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,5),(19,-1),-0.117288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,4),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,4),(19,1),-0.124891 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,4),(19,-1),-0.120387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,3),(19,1),-0.125248 # DEPENDENCYPART_GRANDSIBL
(7,19),(19,3),(19,-1),0.0056063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,19),(19,1),(19,-1),-0.173369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,23),(23,24),-0.00516484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,23),(23,-1),-0.0509473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,9),(9,10),-0.0487985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,11),-0.0494652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,12),-0.0455609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,13),-0.049547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.0455609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,16),-0.0494652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,21),-0.0566548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,24),-0.153259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,11),-0.0428651 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,12),-0.0423258 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,13),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,14),-0.0423258 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,16),-0.0428651 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,21),-0.042001 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,24),-0.0472937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,11),(9,12),-0.0420025 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,14),-0.0420025 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,21),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,24),-0.0503943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,12),(9,13),-0.042073 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,14),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,21),-0.042232 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,24),-0.0440219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,13),(9,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,21),-0.0420471 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,24),-0.0496596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,14),(9,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,21),-0.042232 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,24),-0.0440219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,16),(9,21),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,24),-0.0503943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,21),(9,24),-0.056985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,8),0.119164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,9),(9,7),-0.125149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,6),-0.125149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,3),-0.125149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,-1),-0.29037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,8),(9,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,7),(9,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,-1),-0.125149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,6),(9,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,-1),-0.125149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,5),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,3),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,3),(9,-1),-0.125149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,1),(9,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,1),(1,2),0.115835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,3),0.104151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,4),0.125726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,7),0.104151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,8),0.125259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,9),-0.124933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,1),(1,24),0.00376522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,2),(1,3),0.119126 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,4),0.119162 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,7),0.119126 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,8),0.118898 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,2),(1,24),-0.12956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,3),(1,4),0.119162 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,7),0.119018 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,8),0.117545 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,3),(1,24),-0.143344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,4),(1,7),0.119133 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,8),0.11915 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,4),(1,24),-0.118199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,7),(1,8),0.117545 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,7),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,7),(1,24),-0.143344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,8),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,8),(1,24),-0.120368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,9),(1,24),-0.16219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,1),(1,-1),0.0277699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,3),(3,4),0.124158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,7),0.129455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,8),0.0961034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,24),-0.174492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,4),(3,7),0.115514 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,8),0.117363 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,10),-0.124898 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,24),-0.12103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,7),(3,8),0.129263 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,10),-0.12584 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,24),-0.0794588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,8),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,24),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,10),(3,24),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,2),-0.0431356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,1),-0.0326144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,-1),-0.0827088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,2),(3,1),-0.0416582 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,2),(3,-1),-0.0921057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,1),(3,-1),-0.0214572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,6),0.118426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,8),0.119153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,24),-0.133065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,24),-0.125609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,8),(5,24),-0.124897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,-1),-0.032494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,7),0.129455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,9),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,13),-0.126274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,24),-0.169206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,7),(6,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,24),-0.0794588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,13),(6,24),-0.122225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.0431356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.0259181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),-0.0772965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0421404 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0921057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,-1),-0.00224275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.0961034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,13),-0.126274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,14),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,16),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,19),-0.125357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,24),-0.174492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.125398 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,13),-0.126146 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,14),-0.125398 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,15),-0.125025 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,16),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,24),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,16),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,12),-0.125398 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,13),-0.126146 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,14),-0.125398 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,15),-0.125025 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,16),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,24),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,24),-0.0794588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,16),-0.125065 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,24),-0.144695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,13),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,16),-0.124896 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,24),-0.122225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,14),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,16),-0.125065 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,15),(7,16),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,24),-0.112261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,16),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,24),-0.0794588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,19),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,19),(7,24),-0.126656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,23),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),-0.0586655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.0431356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,4),-0.0259163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,3),-0.0583059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,2),-0.0431356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,1),-0.0326144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),-0.0826998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,5),-0.0251369 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,4),-0.0430533 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,3),-0.036084 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,2),-0.0251369 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,1),-0.0433243 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),-0.0775919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,5),(7,4),-0.0421404 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,3),-0.0425107 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,2),-0.042295 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,1),-0.0416582 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,-1),-0.0921057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,4),(7,3),-0.03811 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,2),-0.045745 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,1),-0.0426517 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,-1),-0.00224097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,3),(7,2),-0.0251357 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,1),-0.0433243 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,-1),-0.0772351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,2),(7,1),-0.0416582 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,2),(7,-1),-0.0921057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,1),(7,-1),-0.0214572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,24),-0.142966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,24),-0.127553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,-1),-0.0504412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,24),-0.0504412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,9),0.116496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,-1),-0.142966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,9),(10,-1),-0.127553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,12),-0.0453437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,13),-0.0264314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.045028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,15),-0.0431136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,16),-0.0583059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,19),-0.050076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
