# _root_ In New York Stock Exchange composite trading yesterday , Bear Stearns shares closed at $ 13.625 , down 25 cents .
#goldHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
#predictedHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
(13,4),(13,11),-0.523224 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.23508 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.145076 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.106768 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0994537 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.157254 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.146573 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.12777 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0274468 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.150175 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.178489 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.209138 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0859385 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0156031 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.4406 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.478959 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.204957 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0230414 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0484366 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0178135 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0884817 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.058153 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0105073 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0681808 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0208017 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.564567 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.507978 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0703692 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.387343 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.399534 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.412538 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0334925 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0559487 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0919587 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00803256 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.026953 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0976412 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0747481 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0240506 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.555019 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.124102 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.425595 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.437787 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.433044 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0389923 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0578284 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0960722 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0244888 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.00598793 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.101754 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0842741 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.074976 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.356245 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0959222 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.108113 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.100394 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0061222 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.068463 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0926123 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0467259 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0152892 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0984154 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0502714 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.101784 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0132679 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0363098 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.230144 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0604445 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0817719 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0895238 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0108456 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00785575 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0594881 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0640063 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0837676 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.55954 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.212516 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0194186 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0433082 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0200196 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00600712 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0640668 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00830127 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0969374 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00325699 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.201004 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0400915 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0299048 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00650322 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.017884 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0771594 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0218176 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.047625 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00600049 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00723056 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0484058 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0384166 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0470537 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00176519 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0420431 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0463187 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0695478 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0283646 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0418532 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.390494 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.569133 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0426314 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0786193 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.175216 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0445208 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0192902 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.286241 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0377368 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.434975 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0563556 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0512331 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0271847 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.191785 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.385804 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.104546 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.755486 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0540431 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0159277 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0916117 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.184384 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.163092 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0579073 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.390954 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.107591 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.102101 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.165244 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.120777 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.137684 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.100568 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.121672 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.169325 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0202394 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.21472 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0568013 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0825389 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.20787 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.810604 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.1085 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.147743 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.210385 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.415605 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.741848 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.210023 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.597063 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0314487 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.103762 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0214683 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.274455 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.366554 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0584378 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.752214 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.214592 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0948518 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0546778 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.108538 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0541851 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0874136 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0680349 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0475702 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.118157 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.136787 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.132032 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0197095 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.000240829 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00225159 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00953216 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0290857 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0535189 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0071246 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0146074 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0253119 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.000165849 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0520648 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0902978 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0218529 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0227164 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0284699 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.118673 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0194255 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.618397 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0145894 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.246362 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0206467 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0677546 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0471888 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00101459 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.206271 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.104767 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0260321 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0526784 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0479265 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0343109 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0845097 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0381243 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0442742 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0518153 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0400435 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0186687 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00400619 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0256911 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00419541 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.742489 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.482649 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.106555 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00339924 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.028179 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.04812 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0678543 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0204263 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0964801 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0344505 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.205474 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0547193 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0957464 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.059358 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.131643 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.39619 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.033816 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.025651 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.101003 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.108694 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0190944 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00415794 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.381072 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.129621 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0456099 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.182568 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0403245 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.024436 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0252972 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.15082 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.130626 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0904598 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.227535 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.136336 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0166251 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.110518 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.193849 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.00110829 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.120437 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.157222 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0845439 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.114105 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0892612 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0842518 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0504917 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.286674 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.100341 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0236026 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.126755 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0275825 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.112938 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0272005 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0210195 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0490105 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.114702 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0407559 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0852555 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.115348 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0508647 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0391763 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.22192 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.231154 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.14825 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.157896 # DEPENDENCYPART_SIBL
(0,12),(12,1),0.547827 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.324107 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.0277554 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0745777 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.162998 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.346945 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.883857 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.245726 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),1.25608 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.186826 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.446157 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.136948 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.233816 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.280225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0741823 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.296749 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.201843 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),1.23287 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.962854 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.189615 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.131579 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.289247 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.038349 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.125687 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.582188 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.592607 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.909865 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0270064 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.26631 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.0788903 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.410829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.317839 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.210518 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.307315 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.603697 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.0452984 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.0952626 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),1.59678 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.392944 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0390643 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.877198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.820489 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0452835 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.13116 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.199063 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.406371 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.184265 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.846079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.707361 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.552931 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.251286 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.131975 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0450667 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.339249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.06483 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.600577 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.90659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.750939 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.574261 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.278116 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0158233 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.208889 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.197913 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0620319 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.787928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.681059 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.600107 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.240094 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.519525 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0888834 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.195092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.243665 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.562455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.962187 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.879029 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.503472 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.787544 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.475407 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.121203 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.40744 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.04783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.130256 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.0403972 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.31303 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0246329 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.383228 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.472869 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.291503 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.932433 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.78215 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.4767 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.102642 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-1.13679 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-1.23275 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.534746 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.584659 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.763651 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-1.36229 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.98023 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.29608 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.913335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.234705 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.199297 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.235514 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.48608 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.336409 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.29859 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.05724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.127506 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.224732 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.320677 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.419681 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.571223 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.399907 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.401966 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.521012 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.60235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.444789 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.875285 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.832874 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.891808 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.972153 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.930473 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.89512 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.72371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.5651 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.22777 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.18854 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.917794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.199105 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.389462 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.439073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.570319 # DEPENDENCYPART_GRANDPAR
