# _root_ Kellogg suspended work on a $ 1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
#goldHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
#predictedHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
(9,6),(6,16),(6,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,28),-0.184458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,19),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,28),-0.120879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,20),(6,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,28),-0.1249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,23),(6,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,23),(6,28),-0.143959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,24),(6,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,24),(6,28),-0.143959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,27),(6,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.050717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.0379057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.0433209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0899765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.042345 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0651624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),-0.0490602 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.0899773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,-1),-0.0450171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.103138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,15),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,19),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,28),-0.0392952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,10),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,28),-0.154983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,28),-0.0613227 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,28),-0.0613228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,12),-0.124905 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,15),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,19),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,28),-0.15054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,28),-0.134075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,15),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,28),-0.0613227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,19),(7,28),-0.0613227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),-0.129945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.0562855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,4),-0.0284573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,3),-0.0504761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),0.152236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,5),-0.0477584 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),-0.119268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,5),(7,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,3),-0.0420731 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,-1),-0.0893204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,4),(7,3),-0.0415713 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,-1),-0.0469457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,3),(7,-1),-0.0617109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,10),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,28),-0.0682605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,28),-0.0587122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,28),-0.0587123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,11),(8,28),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.00989967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,6),-0.128602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,5),-0.0562855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,3),-0.0507874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),0.121052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,6),-0.043907 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,5),-0.0443417 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,3),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),0.110914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,6),(8,5),-0.0477737 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,-1),-0.118224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,3),-0.0420731 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),-0.0902527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,3),(8,-1),-0.061479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),0.137929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),0.0484057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,15),-0.184063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,16),-0.048422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,19),-0.184652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,20),0.137929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,22),0.0465295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,23),0.048389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,24),0.0483989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,26),-0.177672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,27),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,28),0.082664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.116001 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,15),0.132891 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,16),-0.0283222 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,19),0.130771 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,20),-0.0496673 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,22),-0.117308 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,23),-0.117512 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,24),-0.117512 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,26),0.133105 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,27),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,28),-0.0437802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,15),-0.0484085 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,16),-0.0528687 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,19),-0.0484085 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,20),-0.0559906 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,22),-0.0458256 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,23),-0.0450758 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,24),-0.0450753 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,26),-0.0484132 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,28),-0.00974887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,15),(10,16),-0.0297776 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,19),-0.0133199 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,20),-0.052162 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,22),-0.0434787 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,23),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,24),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,26),-0.0142608 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,28),0.000973979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,16),(10,19),-0.041355 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,20),-0.0708476 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,22),-0.0445868 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,23),-0.044426 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,24),-0.0444238 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,26),-0.041423 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,27),-0.0454342 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,28),-0.0882767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,19),(10,20),-0.0523502 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,19),(10,22),-0.0435129 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,19),(10,23),-0.0430198 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,19),(10,24),-0.0430198 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,19),(10,26),-0.0144675 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,19),(10,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,19),(10,28),-0.00141417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,20),(10,22),-0.117308 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,20),(10,23),-0.117512 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,20),(10,24),-0.117512 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,20),(10,26),0.133105 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,20),(10,27),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,20),(10,28),-0.0437802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,22),(10,23),-0.0453665 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,22),(10,24),-0.045366 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,22),(10,26),-0.048418 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,22),(10,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,22),(10,28),-0.0124416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,23),(10,24),-0.0450753 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,23),(10,26),-0.0484132 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,23),(10,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,23),(10,28),-0.0114767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,24),(10,26),-0.04842 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,24),(10,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,24),(10,28),-0.0114561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,26),(10,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,26),(10,28),0.00760528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,27),(10,28),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,9),0.14336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,8),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,7),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,6),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,5),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,4),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,3),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,2),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,1),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,-1),0.0166394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,9),(10,8),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,7),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,5),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,4),-0.125038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,2),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,-1),-0.149334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,8),(10,7),-0.125415 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,4),-0.125047 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,3),-0.12492 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,1),-0.12492 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,-1),-0.125843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,7),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,4),-0.125047 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,3),-0.12492 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,1),-0.12492 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,-1),-0.117308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,6),(10,5),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,-1),-0.126714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,5),(10,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,5),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,5),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,5),(10,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,5),(10,-1),-0.102402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,4),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,4),(10,2),-0.125124 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,4),(10,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,4),(10,-1),-0.104101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,3),(10,2),-0.125545 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,3),(10,1),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,3),(10,-1),-0.149389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,2),(10,1),-0.124957 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,2),(10,-1),-0.174039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,1),(10,-1),-0.149368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,13),-0.0364422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),-0.0073572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.0211484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),0.061303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.0211803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.0211792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,20),-0.0734367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,22),-0.0441261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,23),-0.0625313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,24),-0.0414286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,26),-0.0378347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,27),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,28),0.0680081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.0402417 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,15),-0.0441227 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0519583 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0441227 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),-0.0441227 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,20),-0.042167 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,22),-0.0389933 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,23),-0.0389933 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,24),-0.0389933 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,26),-0.0441227 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,27),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,28),-0.0316334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,15),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),-0.0586087 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,18),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,20),-0.0349992 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,22),-0.055473 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,23),-0.0552518 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,24),-0.0552518 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,26),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,27),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,28),0.0348559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.00704406 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.0344008 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0342438 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,20),-0.0669008 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,22),-0.053799 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,23),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,24),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,26),-0.0350918 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,27),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,28),-0.0425054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,18),-0.0292585 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),-0.0292606 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,20),-0.00761031 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,22),-0.0165579 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,23),-0.0162925 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,24),-0.0162942 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,26),-0.0264345 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,27),-0.0530748 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,28),0.00678428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),-0.0342536 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,20),-0.0670799 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,22),-0.053799 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,23),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,24),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,26),-0.0351016 # DEPENDENCYPART_GRANDSIBL
