# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(2,1),(1,12),-0.571184 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.590886 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.786199 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.639656 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.06813 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.32784 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.912953 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.80412 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-1.30829 # DEPENDENCYPART_GRANDPAR
(2,1),(1,28),-1.5266 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.834852 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.781355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.401241 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.168722 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.290518 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.129549 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0172679 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0299107 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0297883 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.374237 # DEPENDENCYPART_GRANDPAR
(2,3),(3,28),-0.878983 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.128411 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.757656 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.689629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0818162 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.368778 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.355234 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.266358 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.158908 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0329084 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0286145 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.0553229 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.584258 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.757659 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.698871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0725668 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.328068 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.10795 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.291169 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.18372 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0506455 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.00328774 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.0268111 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.547295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.214559 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.287765 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.222339 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.702495 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.265197 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.18435 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.108808 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.218507 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.775058 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.546968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.214519 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.244719 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.223195 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.701846 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.627302 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.183831 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0544212 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.10422 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.212418 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.328291 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.606601 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.763296 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.652106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0718933 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.36896 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.00200553 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.501781 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.40549 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.316928 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0311459 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.154899 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.00436129 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.146664 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.0519511 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.256328 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.100509 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.534874 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.0841727 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.404712 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),-0.216017 # DEPENDENCYPART_GRANDPAR
(2,9),(9,26),-0.775029 # DEPENDENCYPART_GRANDPAR
(2,9),(9,28),-1.03785 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.349988 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.078471 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.111324 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0810852 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.763173 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.681577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.0734184 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.318321 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.180402 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.521293 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.367924 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.283661 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0826226 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.00450569 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.176517 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.142055 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0632404 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.150334 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.111348 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.433229 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.79256 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.375639 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.0936293 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.363056 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.0280202 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.995998 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-0.227864 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.673383 # DEPENDENCYPART_GRANDPAR
(2,11),(11,28),-0.888641 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.0806853 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.232388 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.301987 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.29873 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.699329 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.263219 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.763173 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.68502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),-0.319498 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.179701 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.520899 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.371188 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.286925 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.00507133 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.157349 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.0390002 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.34278 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.127746 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.109718 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.432621 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.792193 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.375272 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.091999 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.361446 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.027739 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.995642 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-0.226234 # DEPENDENCYPART_GRANDPAR
(2,14),(14,26),-0.672776 # DEPENDENCYPART_GRANDPAR
(2,14),(14,28),-0.88883 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.31783 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.339349 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.0496338 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.291838 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.443401 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.79256 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.375639 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.088891 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.362819 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.021107 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.996009 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.223126 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-0.683556 # DEPENDENCYPART_GRANDPAR
(2,16),(16,28),-0.89248 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.963031 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.376993 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.0337432 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.462139 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.0239264 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.175435 # DEPENDENCYPART_GRANDPAR
(2,17),(17,26),-0.822462 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-0.167627 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),0.521293 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.00800165 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.339337 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.0952879 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.741035 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.385051 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.362808 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.0280193 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.995998 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.226619 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-0.673132 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-0.217416 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.366663 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.63619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-1.04339 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.11805 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.421512 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.433908 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.450284 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.678319 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.940909 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.763813 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.03801 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.82694 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.12015 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.912139 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.20636 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.7384 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-1.31229 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.16601 # DEPENDENCYPART_GRANDPAR
(3,1),(1,26),-1.41907 # DEPENDENCYPART_GRANDPAR
(3,1),(1,28),-1.73558 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.279143 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.78064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-1.2759 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.20098 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.502139 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.602433 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.616215 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.762513 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.06308 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.882118 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.12692 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.945244 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.35266 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.03044 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.35763 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.05669 # DEPENDENCYPART_GRANDPAR
(3,2),(2,28),-1.81102 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.687679 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.635728 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.790463 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.22564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.593292 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.000819735 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0363151 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0632362 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.221718 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.400928 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.545215 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.72971 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.635732 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.790637 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.23488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.552582 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.667212 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0114993 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0384198 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.203978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.375599 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.516701 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.899605 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.07943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.51015 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.779467 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.347637 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0204959 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0947496 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.286084 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.3134 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.653132 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.89961 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.07947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.467104 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.780323 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.346987 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.372437 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0952684 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.505258 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.290673 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.319489 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.714063 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.773405 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.641368 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.784001 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.2405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.598415 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.56621 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.141267 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.135274 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.127242 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.464549 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.223832 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.499644 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.68292 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.287509 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.623835 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.372496 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.685251 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.40078 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.777346 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.437476 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-0.897958 # DEPENDENCYPART_GRANDPAR
(3,9),(9,28),-1.25219 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.641246 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.829035 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.24032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.549121 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.74595 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.159435 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0965855 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0928516 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.17607 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.43858 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.321344 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.674923 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.296848 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.5217 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.381385 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.583106 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-1.21188 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.783732 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.408286 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.735304 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.264599 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-1.26222 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-0.447373 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.795813 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),-1.10243 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.583398 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.284506 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.694562 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.612474 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.929715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.1337 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.00401606 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0125232 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.2473 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.176245 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.211401 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.0246476 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.247801 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.261476 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.209949 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.72776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.478662 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.540818 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.761146 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.776734 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.92172 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.925693 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.863489 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.993401 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.86827 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.04088 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.921647 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.11931 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.13397 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.02543 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-1.10012 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-1.21345 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.163263 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0160066 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0817691 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.72931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.477791 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.615623 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.833356 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.774828 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.96246 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.956624 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.851906 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.02433 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.01004 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.07181 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.974616 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.13233 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-1.20463 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.163264 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.22631 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.128804 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.72931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.477791 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.615809 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.833542 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.77483 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.956593 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.01004 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-1.20463 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.72773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.582167 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.697415 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.711087 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.619739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.25591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.105426 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.323191 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.31208 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.518066 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.377894 # DEPENDENCYPART_GRANDPAR
