# _root_ In New York Stock Exchange composite trading yesterday , H.H. Robertson closed at $ 11.625 , up 62.5 cents .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
(10,8),(8,8),(8,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,12),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,14),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,16),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,17),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,19),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,20),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,21),0.025547 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,9),(8,11),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,12),-0.127045 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.125395 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.124905 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,16),-0.125325 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,17),-0.126135 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,19),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,21),-0.00355487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,12),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,16),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,19),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,20),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,21),-0.14521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,13),-0.125035 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,15),-0.125238 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,21),-0.145356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,12),(8,13),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,16),-0.125503 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,19),-0.124957 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,21),-0.174448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,16),-0.124891 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,17),-0.125162 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,21),-0.107366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,14),(8,15),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,21),-0.126714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,16),-0.125133 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,19),-0.12492 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,21),-0.123514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,16),(8,17),-0.126135 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,19),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,21),-0.00355487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,17),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,17),(8,21),-0.121547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,19),(8,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,19),(8,21),-0.147113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,20),(8,21),-0.144996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.183152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0648797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),-0.183989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),-0.175716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),-0.180504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,2),-0.196479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,1),-0.0449406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),0.0928773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0479565 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,5),-0.0133087 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),-0.0133184 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0166096 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,2),-0.0137867 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,1),-0.0314956 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),0.0024035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,5),-0.060555 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,4),-0.0605766 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.060592 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,2),-0.0602717 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,1),-0.0431745 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.0496714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,4),-0.0133188 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,3),-0.01661 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,2),-0.0137871 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,1),-0.0314944 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,-1),0.00123574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,4),(8,3),-0.0184672 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,2),-0.0156443 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,1),-0.0314944 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,-1),0.0100418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,2),-0.0114132 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,1),-0.0314944 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,-1),-0.00136582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,2),(8,1),-0.0314944 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,2),(8,-1),-0.00402167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,1),(8,-1),-0.13108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,21),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,-1),-0.00626238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,12),0.0455891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),-0.0286962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.04682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.147135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),0.138961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.07202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),-0.18358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,21),0.0998102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0521075 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,14),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0559391 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.042131 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,21),-0.0134423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,14),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,15),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.0679473 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,21),-0.0489112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0422826 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,16),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0424516 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.0454103 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,21),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.0358216 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,17),-0.0434696 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,21),-0.148356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),0.134194 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,21),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,19),-0.0448653 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,20),-0.0427916 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,21),-0.0732811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,21),0.0057734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,21),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.15216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,9),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,7),-0.141415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,6),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,5),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,4),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,3),-0.141492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.141316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),0.0243567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,7),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,6),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,5),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,4),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.143133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,7),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,6),-0.12731 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,5),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,4),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,3),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,2),-0.129532 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,7),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,6),-0.125126 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,5),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,4),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,-1),-0.144622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,7),(11,6),-0.125126 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,5),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,4),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,-1),-0.14423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,6),(11,5),-0.124914 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,4),-0.124914 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,3),-0.124914 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,-1),-0.158951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,5),(11,4),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,-1),-0.143265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,4),(11,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,-1),-0.143928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,3),(11,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,3),(11,-1),-0.144412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,2),(11,-1),-0.131247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,14),-0.00199999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,15),0.0262036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,16),-0.0855493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,17),-0.0873204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,18),0.0262036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,19),0.0864382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,20),-0.0531667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,21),-0.343025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,14),(13,15),-0.046123 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,16),-0.0421588 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,17),-0.0489862 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,18),-0.046123 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,19),-0.0496127 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,21),0.0323802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,15),(13,16),-0.0440313 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,17),-0.0162678 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,18),-0.0523394 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,19),-0.0504683 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,21),-0.0032766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,16),(13,17),-0.0346902 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,18),-0.0440781 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,19),-0.0597677 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,21),-0.0366775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,17),(13,18),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,19),-0.0468156 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,21),-0.0414795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,18),(13,19),-0.0504683 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,21),-0.0032766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,19),(13,20),-0.0425555 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,19),(13,21),0.0408266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,20),(13,21),-0.0543487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,-1),-0.0653831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,16),-0.0636333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.0885081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.0234141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),-0.0522135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,21),0.146317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.031264 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.0503241 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),-0.0611546 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,21),-0.04084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,19),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,21),-0.0747801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,19),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,21),0.0947642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,21),-0.0612769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,20),(15,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.14696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.0818817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.0463513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.11848 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.0609521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,-1),-0.164177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,19),(19,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,21),0.0800085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,20),(19,21),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,19),(19,18),0.205222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,17),0.100832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,16),0.165794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,15),0.205222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,14),0.101072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,13),0.191663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,-1),0.0129655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,18),(19,17),0.125392 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,16),0.141675 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,15),0.107879 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,14),0.117664 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,13),0.113671 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,-1),-0.116284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,17),(19,16),0.115286 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,15),0.122616 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,13),0.129063 # DEPENDENCYPART_GRANDSIBL
