# _root_ The Soviet Union has purchased roughly eight million tons of grain this month , and is expected to take delivery by year end , analysts said .
#goldHeads=3,3,15,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
#predictedHeads=3,3,4,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
(13,9),(9,9),(9,17),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,18),-0.14732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,19),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,20),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,21),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,24),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,28),-0.042303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,10),(9,11),0.101963 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,12),0.108893 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,13),-0.145255 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,16),-0.144927 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,17),-0.144927 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,18),-0.145653 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,19),-0.144927 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,20),-0.145255 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,21),-0.147072 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,28),-0.082965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,11),(9,12),0.128272 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,13),-0.145195 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,14),-0.145732 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,15),-0.14471 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,16),-0.14473 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,17),-0.14473 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,18),-0.144731 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,19),-0.14473 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,21),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,24),-0.145732 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,27),-0.144801 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,28),-0.178367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,12),(9,13),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,16),-0.144724 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,17),-0.144713 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,19),-0.144713 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,20),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,28),-0.156121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,13),(9,14),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,15),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,16),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,17),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,18),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,19),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,20),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,21),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,24),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,27),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,28),-0.178983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,14),(9,15),-0.150847 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,16),-0.146638 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,17),-0.146635 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,18),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,19),-0.146635 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,20),-0.14942 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,21),-0.14486 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,28),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,15),(9,16),0.0427704 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,17),0.0488652 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,18),0.0589062 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,19),0.0560278 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,20),-0.248312 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,21),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,24),-0.0279282 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,27),-0.016401 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,28),-0.226206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,16),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,21),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,24),-0.14597 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,28),-0.198832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,17),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,21),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,24),-0.145956 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,28),-0.19652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,18),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,18),(9,20),-0.144785 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,18),(9,21),-0.145904 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,18),(9,24),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,18),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,18),(9,28),-0.1075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,19),(9,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,19),(9,21),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,19),(9,24),-0.145956 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,19),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,19),(9,28),-0.197013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,20),(9,21),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,20),(9,24),-0.145732 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,20),(9,27),-0.144801 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,20),(9,28),-0.178367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,21),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,21),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,21),(9,28),-0.119018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,24),(9,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,24),(9,28),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,27),(9,28),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,8),-0.107905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,7),-0.102483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,6),-0.0301922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,5),0.0476483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,3),-0.135331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,2),-0.136919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,1),-0.0080603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,-1),0.116158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,8),(9,7),-0.0139718 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,6),-0.021266 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,5),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,3),-0.0270962 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,2),-0.0270962 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,1),-0.0208819 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,-1),-0.102361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,7),(9,6),-0.021266 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,7),(9,5),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,7),(9,3),-0.0270604 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,7),(9,2),-0.0270604 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,7),(9,1),-0.020324 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,7),(9,-1),-0.100964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,6),(9,5),-0.022225 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,6),(9,3),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,6),(9,2),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,6),(9,1),-0.0203208 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,6),(9,-1),-0.0377043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,5),(9,3),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,5),(9,2),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,5),(9,1),-0.0196988 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,5),(9,-1),0.0022379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,3),(9,2),-0.00311253 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,3),(9,1),-0.00903293 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,3),(9,-1),0.0202982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,2),(9,1),-0.00982741 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,2),(9,-1),0.020116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,1),(9,-1),-0.00976891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,11),0.0389515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,12),0.118535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,13),-0.162051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,15),-0.15972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,28),-0.0438985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,11),(10,12),0.109378 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,28),-0.195162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,28),-0.164927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,13),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,28),-0.195162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,15),(10,28),-0.169476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,8),0.0931943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),-0.367302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,8),(10,-1),0.0404715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.102331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,14),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.1512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,16),-0.17322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,28),-0.041859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,16),-0.144724 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,28),-0.155733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,16),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,27),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,28),-0.178974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,15),-0.150847 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,16),-0.146638 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,28),-0.033439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,15),(11,16),0.0427704 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,27),-0.016401 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,28),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,16),(11,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,28),-0.198828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,27),(11,28),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),0.00492749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,9),-0.137062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,8),-0.107899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,7),-0.102476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,6),-0.0301868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.117151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,9),-0.0176729 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,8),-0.019489 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,7),-0.019489 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,6),-0.0206715 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),-0.0118414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,9),(11,8),-0.0237275 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,7),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,6),-0.0145043 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,-1),0.0207254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,8),(11,7),-0.0139718 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,6),-0.021266 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,-1),-0.102355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,7),(11,6),-0.021266 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,-1),-0.100957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,6),(11,-1),-0.0376989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,28),0.00539601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,-1),0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,28),-0.0608839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,-1),-0.201312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,16),0.00639353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),0.00777657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,18),-0.0169274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),0.00941571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,20),-0.0677173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,21),-0.0114132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,23),-0.0683781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,24),-0.0291468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,26),0.0107296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,27),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,28),-0.253316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.0253455 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,18),-0.0213542 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.025499 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,20),-0.000450139 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,21),-0.0271643 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,23),-0.000450139 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,24),0.00466609 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,26),-0.0253455 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,27),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,28),-0.0267345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,17),(15,18),-0.0213536 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,19),-0.0246366 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,20),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,21),-0.0264412 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,23),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,24),0.00161855 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,26),-0.0244831 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,27),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,28),-0.0215523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,18),(15,19),-0.020236 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,20),-0.0216532 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,21),-0.0201227 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,23),-0.0216532 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,24),-0.0196687 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,26),-0.020233 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,28),-0.0283501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,19),(15,20),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,21),-0.0264351 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,23),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,24),0.00151681 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,26),-0.024446 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,27),-0.0229848 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,28),-0.0159043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,20),(15,21),-0.0069118 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,23),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,24),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,26),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,27),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,28),-0.0100401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,21),(15,23),-0.0173352 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,24),-0.0195657 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,26),-0.0276478 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,28),0.0447614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,23),(15,24),-0.0746565 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,23),(15,26),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,23),(15,27),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,23),(15,28),-0.01088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,24),(15,26),-0.0415054 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,24),(15,27),-0.0195141 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,24),(15,28),-0.059271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,26),(15,27),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,26),(15,28),-0.0184435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,27),(15,28),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,14),0.131482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,13),0.19462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,12),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,11),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,10),-0.150883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,9),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,8),-0.145751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,7),-0.145673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,6),-0.146121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,5),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,4),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,3),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,2),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
