# _root_ Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .
#goldHeads=2,8,2,5,3,7,5,14,8,12,12,14,12,0,16,14,19,19,21,21,16,21,21,23,14,
#predictedHeads=2,14,2,5,3,7,8,14,8,12,12,14,12,0,16,14,19,19,16,21,16,21,21,23,14,
(12,14),(14,15),(14,25),-0.0208034 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,26),-0.000216204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,18),-0.0528517 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0529062 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0168462 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0378313 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0312689 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),0.000979635 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,25),-0.0281647 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,26),-0.0806474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),0.0820521 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0407541 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0423731 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),0.022003 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.0510993 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,25),-0.0208034 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,26),-0.000216204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0407541 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,21),-0.0423731 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),0.0219816 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,23),-0.051552 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,25),-0.0208034 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,26),9.59339e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0247515 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,22),-0.0196481 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),-0.0262463 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,26),0.0251645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,22),-0.0312689 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,23),0.00132147 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,25),-0.0281647 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,26),-0.0779056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,22),(14,23),0.0128422 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,25),-0.021425 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,26),-0.0509957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,25),-0.0195828 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,23),(14,26),-0.0337474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,25),(14,26),-0.0303247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.0672855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.208945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,11),-0.144734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.150411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.163143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,7),-0.155066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,6),-0.144735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,5),-0.155066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,4),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,3),-0.151117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,2),-0.155066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,1),-0.155066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.165701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.150447 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,11),-0.144724 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,10),-0.144866 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.145147 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,8),-0.165879 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,7),-0.151698 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,6),-0.145063 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,5),-0.151712 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,4),-0.14506 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,3),-0.158811 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,2),-0.151698 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,1),-0.151698 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.187244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),-0.144808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,10),-0.145694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,9),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,8),-0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,7),-0.150855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,6),-0.144966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,5),-0.1503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,4),-0.144736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,3),-0.155057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,2),-0.1503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,1),-0.1503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.104358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,10),-0.144769 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,8),-0.144771 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,3),-0.145533 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.153062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,9),-0.145147 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,8),-0.165879 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,7),-0.151698 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,6),-0.145063 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,5),-0.151712 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,4),-0.14506 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,3),-0.158811 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,2),-0.151698 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,1),-0.151698 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.187244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,8),-0.144723 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,7),-0.144751 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,6),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,5),-0.144751 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,2),-0.144751 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,1),-0.144751 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,-1),-0.132858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,7),-0.150739 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,6),-0.144966 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,5),-0.150185 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,4),-0.144736 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,3),-0.154775 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,2),-0.150185 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,1),-0.150185 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.0988284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,7),(14,6),-0.145871 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,5),-0.147103 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,3),-0.150404 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,2),-0.147103 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,1),-0.147103 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,-1),-0.164188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,6),(14,5),-0.144724 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,2),-0.144724 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,1),-0.144724 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,-1),-0.162303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,5),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,3),-0.150404 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,2),-0.147104 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,1),-0.147104 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,-1),-0.169905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,4),(14,3),-0.144865 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,-1),-0.204734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,3),(14,2),-0.144766 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,3),(14,1),-0.144766 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,3),(14,-1),-0.116212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,2),(14,1),-0.147103 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,2),(14,-1),-0.162342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,1),(14,-1),-0.160826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0518817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),0.0399034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,26),-0.00776769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,19),-0.0292212 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,26),-0.0489084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,26),-0.00967587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,-1),-0.181629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,18),0.036849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),0.0491214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),0.0858915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.030152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),0.0406277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0716931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,26),0.0533219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,18),(16,19),-0.00616045 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.0179955 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0627722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0163051 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0191067 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,25),-0.0108557 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,26),0.0111327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0162244 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),-0.0653952 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.0163349 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.0206968 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,25),-0.0113007 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,26),0.0212961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,21),-0.0132248 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,22),-0.0267048 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),0.0496918 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,25),-0.0195046 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,26),-0.0355735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,22),-0.0229142 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,23),-0.0227513 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,25),0.00761166 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,26),0.0139797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,22),(16,23),-0.0166546 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,25),-0.0200755 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,26),0.0258404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,25),-0.0341897 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,26),0.0227093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,25),(16,26),-0.0264376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.185021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.0339879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.0944932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.168055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.162739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,10),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,9),-0.159031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,8),-0.136073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,7),-0.193214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,6),-0.138476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,5),-0.193377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,4),-0.145993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,3),-0.0222125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,2),-0.193365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,1),-0.193351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.304825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.0851795 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.0893126 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.0947487 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,11),-0.145141 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,10),-0.148815 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.145005 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,8),-0.140509 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,7),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,5),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,3),-0.19274 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,2),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,1),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.0968687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.11262 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.182956 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,11),0.106748 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,10),0.279088 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,9),0.0922399 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,8),-0.0529151 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,7),-0.0011211 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,6),-0.113534 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,5),-0.125202 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,4),0.0587822 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,3),-0.119137 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,2),-0.150775 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,1),-0.218955 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.197621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.136304 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,11),-0.144723 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,9),-0.145199 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,8),-0.161698 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,7),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,5),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,3),-0.172453 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,2),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,1),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.148004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.145245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,8),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,7),-0.14523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,6),-0.144716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,5),-0.145204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,3),-0.152074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,2),-0.145204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,1),-0.145206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.139783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.145543 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,8),-0.145544 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,7),-0.144825 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,5),-0.144825 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,3),-0.158816 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,2),-0.144825 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,1),-0.144825 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.159318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,9),-0.145199 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,8),-0.161698 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,7),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,5),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,3),-0.172453 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,2),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,1),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.148004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,8),-0.145601 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,7),-0.145006 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,5),-0.145006 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,3),-0.145973 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,2),-0.145006 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,1),-0.145006 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,-1),-0.124002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,8),(16,7),-0.14523 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,6),-0.144716 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,5),-0.145204 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,3),-0.151985 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,2),-0.145204 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,1),-0.145206 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,-1),-0.132123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,7),(16,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,5),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,3),-0.192829 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,2),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,1),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,-1),-0.103145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,6),(16,5),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,3),-0.144779 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,2),-0.144737 # DEPENDENCYPART_GRANDSIBL
