# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(10,14),(10,24),0.25801 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0873518 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.23091 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.108513 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.1113 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.091701 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0964408 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0915834 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0434457 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.0289043 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.112788 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.123372 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0240823 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.0551986 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.21409 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.0401108 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0936591 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0608788 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0207201 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0282412 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0867171 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0164793 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.182602 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.1587 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.161091 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.121181 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0599143 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.10934 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0792724 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00547399 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0530091 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0340621 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0642227 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0119209 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0841364 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00365439 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0625853 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0535199 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0998678 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0594659 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.177178 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.264548 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.164056 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0707137 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.00824829 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.138119 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0229616 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0242122 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0315993 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0049839 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0111669 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.029897 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0296281 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0156433 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.177265 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0208347 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0762114 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.109539 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.238365 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0100478 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.108634 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.298492 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0848697 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.165161 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.035733 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0303203 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0493826 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.168901 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0474591 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.211043 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0734688 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0839225 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0276889 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.282809 # DEPENDENCYPART_SIBL
(12,2),(12,23),0.00374655 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.136421 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00576184 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0245262 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0119703 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0832268 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0453217 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0310429 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0991279 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.163665 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0204033 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0572946 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0182775 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0786995 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0048109 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0695439 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0259922 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.322084 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.000156553 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.00391458 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0823438 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0072372 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.383314 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0193709 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0432189 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0388068 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0516167 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.103974 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.145886 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0125203 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.035434 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.024747 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0197705 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0605297 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0972565 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.000178498 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0159236 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0337848 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.542544 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.214678 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0161609 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0953941 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.140155 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0567653 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.176951 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00316677 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0122052 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0210548 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.013298 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0166635 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0769037 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0112765 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.00482487 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.193438 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.132674 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0925126 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00408497 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0128562 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0716033 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0105278 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0214341 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0529188 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0430283 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00295668 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.00303588 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.342725 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0312669 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.111358 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0717543 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0483013 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.116018 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.128036 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0639338 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.162798 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0239603 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.191758 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0270994 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.20308 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0134067 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.188018 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0271778 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.10701 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0219081 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0837155 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.138295 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00859848 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0573596 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00157335 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0158784 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0150302 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0124636 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0100421 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0840891 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.00273663 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0229489 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0803571 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0259244 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0282229 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.10675 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0260695 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0213234 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00851989 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0668811 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0407653 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.166498 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.000447149 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0174142 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.142224 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0368756 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.102125 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0134552 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0658438 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0308592 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.111029 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0492711 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.344019 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0293543 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0149823 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.114613 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.165698 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0192649 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.137702 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0594086 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0684946 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0107097 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.249902 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0360147 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0956142 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0976061 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.311516 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.608041 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.59842 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.495901 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.531896 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0276776 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.537785 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0843929 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.283815 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.158956 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.141633 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0254575 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0580408 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.115706 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.111194 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.146489 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.035705 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0699533 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0190389 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0121227 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0765865 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.00947302 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0112482 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.00428608 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00298398 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.00490756 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0746217 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.00748683 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.110516 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0718256 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0514142 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.111605 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0493305 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.015928 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0350288 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0863684 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.00644954 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0479429 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.166109 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0495873 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.00420602 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.228721 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.199373 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0176875 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0327285 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.35404 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0188299 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0350699 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.100791 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.129745 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.245937 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0431129 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.024128 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.263767 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00572064 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0264196 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0990379 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0145509 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.141567 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0989975 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.00141431 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00991615 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0225694 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0823343 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0274701 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0858888 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00723416 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0798127 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0595627 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.592229 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.20642 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.395946 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.513981 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.202261 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.366853 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.1559 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.286674 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.355443 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0560121 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.232523 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.391808 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.537283 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.126758 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.196951 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.318387 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0894787 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.62036 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.237142 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.249151 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.305077 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.230905 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.331251 # DEPENDENCYPART_SIBL
(15,10),(15,14),1.19389 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.157818 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0608182 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.00223844 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0236322 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0729958 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.127777 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.381798 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.875905 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0490009 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0371838 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0120775 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0161742 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.196227 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.134747 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.284836 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0802959 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00770337 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0347516 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.000623412 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0468207 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.459384 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0283985 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0611631 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0697511 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0792177 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0398925 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.164505 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.128552 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0235806 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0368654 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.173285 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0725347 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0484469 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0460017 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0636683 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.110765 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0633976 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0525939 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00197591 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.00098976 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0104899 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00947216 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0765534 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.204627 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0849602 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0382058 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.118847 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.167913 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0349429 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0109298 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00326768 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0235614 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0788618 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00677145 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0238468 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0333168 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.694058 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.433669 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.661702 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.213369 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.392874 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.744438 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0544419 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0282231 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0845436 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.190803 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0352403 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.000663682 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.023773 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.181141 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0436675 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.025988 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0893272 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.00369809 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.159251 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0438975 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.226794 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0132462 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.044541 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0324695 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0323579 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.317425 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0735463 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0617638 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0427193 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0337801 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.017483 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.317425 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0128685 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0337801 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0423237 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0608688 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0939797 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0790538 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0775862 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0327711 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0338672 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.0880148 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0342147 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0980747 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.142895 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0337835 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0949465 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0809914 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.00783196 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.139655 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.214858 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0337835 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.307803 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.139655 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0719561 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.2099 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0663703 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0569203 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.131865 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0462322 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0936536 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.012171 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0625081 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0355717 # DEPENDENCYPART_SIBL
