# _root_ `` That suggests there is a little more inventory overhang than some people expected , '' said Edward Boss , senior financial economist at Continental Bank in Chicago .
#goldHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
#predictedHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
(17,5),(5,17),(5,30),-0.14045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,5),(5,20),(5,24),-0.173429 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,20),(5,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,20),(5,30),-0.171048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,5),(5,24),(5,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,24),(5,30),-0.146225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,5),(5,29),(5,30),-0.145022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,5),(5,5),(5,4),-0.0273878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,5),(5,5),(5,3),-0.053984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,5),(5,5),(5,2),-0.0587486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,5),(5,5),(5,1),0.0067693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,5),(5,5),(5,-1),0.0203602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,5),(5,4),(5,3),-0.0197463 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,4),(5,2),-0.0200428 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,4),(5,1),-0.0202911 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,4),(5,-1),-0.0311198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,5),(5,3),(5,2),-0.0219412 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,3),(5,1),-0.0632811 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,3),(5,-1),0.0190314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,5),(5,2),(5,1),-0.0175337 # DEPENDENCYPART_GRANDSIBL
(17,5),(5,2),(5,-1),-0.0556509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,5),(5,1),(5,-1),-0.0966805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,6),(6,6),(6,7),0.103264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,6),(6,6),(6,11),0.137039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,6),(6,6),(6,30),-0.335434 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,6),(6,7),(6,11),0.109531 # DEPENDENCYPART_GRANDSIBL
(17,6),(6,7),(6,30),-0.148684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,6),(6,11),(6,30),-0.105068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,6),(6,6),(6,-1),-0.0714776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,7),(7,8),0.138379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,9),0.0967136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,10),0.0967136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,11),0.154451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,13),0.0967135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,14),0.0849752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,15),0.086738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,17),-0.138208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,30),-0.0668547 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,8),(7,9),0.108936 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,10),0.108936 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,11),0.101912 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,13),0.108936 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,14),0.10936 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,15),0.116301 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,17),-0.144751 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,30),-0.102549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,9),(7,10),0.110688 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,11),0.0982797 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,13),0.110688 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,14),0.108768 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,15),0.128694 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,30),-0.14699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,10),(7,11),0.0982797 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,10),(7,13),0.110688 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,10),(7,14),0.108768 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,10),(7,15),0.128694 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,10),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,10),(7,30),-0.14699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,11),(7,13),0.114863 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,11),(7,14),0.106378 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,11),(7,15),0.0864904 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,11),(7,17),-0.140503 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,11),(7,30),-0.105384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,13),(7,14),0.108768 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,13),(7,15),0.128694 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,13),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,13),(7,30),-0.147104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,14),(7,15),0.10458 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,14),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,14),(7,30),-0.165824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,15),(7,17),-0.144724 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,15),(7,30),-0.188751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,17),(7,30),-0.16604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,7),(7,6),-0.00748513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,5),-0.0345539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,-1),0.0508385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,6),(7,5),-0.0195595 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,-1),-0.0247381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,5),(7,-1),-0.037833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,10),(10,11),0.1475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,12),0.0732303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,13),0.0126854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,14),0.095468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,15),0.0773688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,16),0.103209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,17),-0.126123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,19),-0.0594993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,20),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,21),-0.156141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,23),-0.0594974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,24),-0.0682395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,27),-0.0800356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,30),-0.176745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,10),(10,11),(10,12),0.106272 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,13),0.116216 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,14),0.112893 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,15),0.082528 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,16),0.110483 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,17),-0.143829 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,19),-0.145642 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,20),-0.148976 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,21),-0.146327 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,23),-0.145642 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,24),-0.142764 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,27),-0.144208 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,29),-0.144742 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,11),(10,30),-0.0472816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,12),(10,13),0.118081 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,14),0.113892 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,15),0.109199 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,16),0.104748 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,17),-0.144724 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,19),-0.144795 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,23),-0.144795 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,24),-0.134399 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,27),-0.134399 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,12),(10,30),-0.241513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,13),(10,14),0.130097 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,15),0.152935 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,16),0.116969 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,17),-0.145086 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,19),-0.139044 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,20),-0.159232 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,21),-0.145686 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,23),-0.139044 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,24),-0.142225 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,27),-0.142174 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,29),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,13),(10,30),-0.113035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,14),(10,15),0.159828 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,16),0.119413 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,19),-0.142064 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,20),-0.163457 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,21),-0.144892 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,23),-0.142064 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,24),-0.14677 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,27),-0.146868 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,29),-0.144708 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,14),(10,30),-0.17474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,15),(10,16),0.0794023 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,17),-0.159674 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,19),-0.162803 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,20),-0.144818 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,21),-0.146717 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,23),-0.162803 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,24),-0.150511 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,27),-0.150492 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,29),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,15),(10,30),-0.124134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,16),(10,17),-0.145369 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,19),-0.145645 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,20),-0.145053 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,21),-0.144706 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,23),-0.145645 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,24),-0.145946 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,27),-0.145955 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,16),(10,30),-0.188754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,17),(10,19),-0.142066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,17),(10,20),-0.163469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,17),(10,21),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,17),(10,23),-0.142066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,17),(10,24),-0.147043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,17),(10,27),-0.147141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,17),(10,29),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,17),(10,30),-0.181852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,10),(10,19),(10,20),-0.159232 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,19),(10,21),-0.145686 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,19),(10,23),-0.139044 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,19),(10,24),-0.142046 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,19),(10,27),-0.141994 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,19),(10,29),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,19),(10,30),-0.110291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,20),(10,21),-0.146717 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,20),(10,23),-0.162803 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,20),(10,24),-0.150511 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,20),(10,27),-0.150492 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,20),(10,29),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,20),(10,30),-0.124134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,21),(10,23),-0.14492 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,21),(10,24),-0.145856 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,21),(10,27),-0.145414 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,21),(10,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,21),(10,30),-0.0930655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,23),(10,24),-0.142046 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,23),(10,27),-0.141994 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,23),(10,29),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,23),(10,30),-0.111068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,24),(10,27),-0.144204 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,24),(10,29),-0.144742 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,24),(10,30),-0.0540727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,27),(10,29),-0.144742 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,27),(10,30),-0.0465776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,29),(10,30),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,10),(10,9),0.042506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,8),-0.0391048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,7),-0.0364397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,6),-0.122996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,2),-0.0617948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,1),-0.0704349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,-1),-0.00268704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,10),(10,9),(10,8),-0.0130315 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,7),-0.0222087 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,6),-0.00785865 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,2),0.00653964 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,1),-0.0158978 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,-1),-0.00808193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,8),(10,7),-0.0315275 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,8),(10,6),0.0225855 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,8),(10,2),0.00360671 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,8),(10,1),-0.00806938 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,8),(10,-1),-0.0222112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,7),(10,6),-0.0396865 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,7),(10,2),-0.0369637 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,7),(10,1),-0.0195288 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,7),(10,-1),-0.0346444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,6),(10,2),-0.0145484 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,6),(10,1),-0.0186414 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,6),(10,-1),0.00773947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,2),(10,1),-0.0242628 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,2),(10,-1),0.0384427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,1),(10,-1),-0.0574375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,12),0.101646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,13),0.0809641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,14),0.129532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,15),0.0977212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,16),0.108853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,17),-0.138597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,19),-0.179556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,23),-0.179556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,30),-0.0358244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,12),(11,13),0.116273 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,14),0.109522 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,15),0.113966 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,16),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,30),-0.183171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,14),0.108064 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,15),0.111281 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,16),0.107002 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,19),-0.144707 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,23),-0.144707 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,30),-0.196216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,15),0.100609 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,16),0.109248 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,30),-0.101245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,16),0.102574 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,17),-0.145599 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,19),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,30),-0.151931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,16),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,19),-0.144703 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,23),-0.144703 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,30),-0.157425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,17),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,30),-0.0977799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,19),(11,23),-0.144707 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,19),(11,30),-0.191312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,23),(11,30),-0.191321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,10),-0.024979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,9),-0.025112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,8),-0.0561689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,-1),-0.0814254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,10),(11,9),-0.0529975 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,8),-0.0153672 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,-1),0.0376902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,9),(11,8),-0.0153672 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,-1),0.0375571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,8),(11,-1),-0.0105384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,13),0.106995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,14),0.105552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,30),-0.282552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,13),(12,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,30),-0.146543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,30),-0.15539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,-1),-0.0261757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,13),(13,14),0.0920707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,15),0.0761511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,16),0.103209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,17),-0.124618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,19),-0.0595794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,20),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,21),-0.156141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,23),-0.0595775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,30),-0.154974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,14),(13,15),0.157844 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,16),0.119413 # DEPENDENCYPART_GRANDSIBL
