# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(12,11),(12,22),0.0079332 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.01006 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.185547 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.055336 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0834348 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0201017 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0464282 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0601357 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0164891 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.00540514 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.290056 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.191028 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.230458 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.194434 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.230059 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.226846 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0709144 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.338637 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.291229 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.1527 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.286668 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.286114 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.237974 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.248085 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.280768 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.18808 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.243175 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0106588 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.149437 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0293632 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.274962 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0191198 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0337068 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.127446 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.08879 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.133704 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.105475 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0680305 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.454792 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.52429 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0156583 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.215268 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0923973 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.467144 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.441704 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.479922 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0156583 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.148217 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.421034 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0582692 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0524825 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.110606 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0578514 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0616241 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0667576 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.075191 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0578514 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.000901603 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0331118 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.529958 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0139903 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.207581 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.100048 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.472346 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.446937 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.485125 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0139903 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.153026 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.429915 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0339586 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0721058 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.117693 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.073392 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0771647 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0615596 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.102262 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.073392 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0181401 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0799538 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0574644 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.194472 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.103961 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.482535 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.455933 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.495227 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0574644 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.153154 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.428693 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.150836 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.247852 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.278843 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.265465 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.269238 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.267758 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.227654 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.265465 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.210723 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.492551 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0358868 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0312583 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0691165 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0768884 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.00411783 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0551382 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.00213968 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0145444 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.119675 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0725416 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0121123 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0223817 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.00136453 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0398212 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.00985223 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0223817 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0183252 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.118487 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.060181 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.415286 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.422736 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.456771 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.069858 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.215679 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.406296 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0491879 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0784002 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.118674 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0545609 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.05464 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0176535 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.12329 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0545609 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0687125 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0523066 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.00732432 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0229451 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0441946 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.177394 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0992382 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0209727 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0222352 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0961276 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0851245 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.054837 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0731547 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0203787 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00322717 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.054837 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0568623 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.00906405 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.407641 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.465401 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0231038 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.143453 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.42019 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00852795 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0768653 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.131109 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0748062 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0785789 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.120395 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0776632 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0748062 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0124443 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.082137 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.474485 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0468014 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.137663 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.413313 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0567868 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0335194 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0922157 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0404914 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0442641 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.037654 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0478043 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0404914 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0185773 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.00273155 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.117925 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.10386 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.378133 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.214248 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.238442 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.26274 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.242995 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.246768 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.300916 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.241074 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.242995 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.189307 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.411469 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00213968 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0145444 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.119675 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0725416 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0121123 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0223817 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00136453 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0398212 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00985223 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0223817 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0183252 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.118487 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0373813 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0551265 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.115863 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.1002 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00299031 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0152747 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.051574 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.07766 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.00299031 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0044653 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0173204 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.252103 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0284924 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.064554 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0348389 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0213872 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.134755 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.027967 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0348389 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0334287 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0603537 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.349242 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.245122 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.271485 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.276599 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.167272 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.332848 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.271485 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.271997 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0786571 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.168283 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.245814 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.250724 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.317586 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.262534 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.245814 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.246323 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0298685 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.176082 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.179707 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.201335 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.191866 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.176082 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.176592 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.217086 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.205822 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.105362 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0254889 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.19656 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.216408 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0208422 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.105996 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0172019 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.192302 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.212151 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.028094 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0607182 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0816491 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0846479 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.0264614 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.142333 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.161317 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0560517 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.216408 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0208422 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.103088 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0478817 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.16291 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.178499 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0173358 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.16291 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.168628 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.534572 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.540826 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.710294 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.534572 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.534583 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.546573 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.615692 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.53851 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.557859 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.62675 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.544676 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.564025 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.493559 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.496059 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.557859 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0128454 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0332484 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0929997 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.1336 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0763928 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0228926 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0315847 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0327005 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.0238699 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0228926 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.0339811 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0142681 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0456311 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.110493 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.112933 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.109866 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0500385 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0529579 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0527522 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0327933 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0500385 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0627608 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.018044 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0463526 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0163706 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.156914 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.11842 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.144889 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.10656 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0552862 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.11842 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.119033 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.0225189 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.13237 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0835798 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0226614 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0313534 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0182862 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00916652 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0226614 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0380292 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0593868 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0487443 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0350744 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0517995 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0558917 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0571704 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0350744 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0350752 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.161311 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.184303 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.168093 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.236363 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.151792 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.184303 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.184304 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.164561 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.21169 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.165998 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0200235 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.222341 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.241681 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0676944 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.180719 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0246805 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.225562 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.244902 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0332686 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0206149 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0590102 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0615002 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.000834975 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.239278 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.257753 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.207775 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.241681 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0676944 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.149939 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0332438 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.197885 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0177591 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0366031 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0220765 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0653887 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.148835 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0638552 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.00714734 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.140148 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.235267 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0175583 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.238458 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0625572 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.116921 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.039744 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0168511 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.064048 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.250159 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0561076 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00907867 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0394546 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0242365 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0467661 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0940876 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0538197 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.122821 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.499981 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0572838 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0570309 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.110626 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0104228 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0186333 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.140641 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.518838 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.094944 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0946911 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0668322 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.00786368 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.00346998 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.212851 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0372841 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0469071 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0651083 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0260917 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0211027 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.240248 # DEPENDENCYPART_SIBL
