# _root_ Mr. Shilling , who was Merrill Lynch 's chief economist from 1967 to 1971 , has heralded a recession for months .
#goldHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,17,20,16,
#predictedHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,19,20,16,
(16,1),(1,5),(1,15),0.183644 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,5),(1,22),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,5),(1,23),-0.0875474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,10),(1,15),0.169524 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,10),(1,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,10),(1,23),-0.0962551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,15),(1,22),-0.125335 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,15),(1,23),-0.128581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,22),(1,23),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,1),(1,-1),0.044755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,2),(2,3),0.0372718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,5),0.151538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,6),0.0437143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,7),0.0431527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,8),0.104746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,9),0.0375384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,10),0.0440968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,11),0.135254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,15),0.0372718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,16),-0.097869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,2),(2,19),-0.000273487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,20),-0.026073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,23),-0.201429 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,3),(2,5),0.139619 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,6),0.204128 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,7),0.207381 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,8),0.118158 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,9),0.204202 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,10),0.204914 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,11),0.056058 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,15),0.0858656 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,16),-0.141817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,3),(2,19),-0.142689 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,20),-0.133573 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,22),-0.125335 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,23),-0.128523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,5),(2,6),0.115122 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,7),0.115122 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,8),0.11746 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,9),0.113842 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,10),0.115122 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,11),0.110123 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,15),0.183671 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,16),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,5),(2,19),-0.127532 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,20),-0.12858 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,22),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,23),-0.0870071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,6),(2,7),0.120664 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,8),0.122047 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,9),0.117309 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,10),0.120069 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,11),0.122741 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,15),0.166879 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,16),-0.126022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,6),(2,19),-0.107638 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,20),-0.126731 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,23),-0.0954087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,7),(2,8),0.122047 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,9),0.117154 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,10),0.119914 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,11),0.123126 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,15),0.170146 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,16),-0.126022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,7),(2,19),-0.107638 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,20),-0.126731 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,7),(2,23),-0.0944229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,8),(2,9),0.117818 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,10),0.117818 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,11),0.115324 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,15),0.130772 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,8),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,20),-0.124916 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,23),-0.154713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,9),(2,10),0.122638 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,11),0.123123 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,15),0.16626 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,16),-0.126022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,9),(2,19),-0.107638 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,20),-0.126731 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,23),-0.104725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,10),(2,11),0.123126 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,10),(2,15),0.169598 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,10),(2,16),-0.126022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,10),(2,19),-0.107638 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,10),(2,20),-0.126731 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,10),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,10),(2,23),-0.0961437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,11),(2,15),0.0866848 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,11),(2,16),-0.118731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,11),(2,19),-0.128274 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,11),(2,20),-0.131754 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,11),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,11),(2,23),0.00161312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,15),(2,16),-0.141817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,15),(2,19),-0.142689 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,15),(2,20),-0.133573 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,15),(2,22),-0.125335 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,15),(2,23),-0.128523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,16),(2,19),-0.127528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,16),(2,20),-0.128726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,16),(2,22),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,16),(2,23),-0.107821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,19),(2,20),-0.126731 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,19),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,19),(2,23),-0.096827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,20),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,20),(2,23),0.00598062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,22),(2,23),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,2),(2,1),0.0433008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,-1),0.0504487 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,1),(2,-1),-0.00553931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,3),(3,23),-0.0768395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,3),(3,-1),0.0096874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,5),(5,6),0.169743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,7),0.169208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,9),0.168699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,10),0.169762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,11),-0.00887505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,13),0.179992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,15),0.0898421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,16),-0.0906492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,5),(5,17),-0.0899662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,20),0.037223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,23),-0.251489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,6),(5,7),0.106425 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,9),0.10641 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,10),0.106425 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,11),0.203701 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,13),0.114534 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,15),0.121979 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,16),-0.124221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,6),(5,17),-0.123201 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,20),-0.192674 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,23),-0.135964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,7),(5,9),0.10641 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,10),0.106425 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,11),0.20444 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,13),0.114534 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,15),0.121491 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,16),-0.124221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,7),(5,17),-0.123201 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,20),-0.192674 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,23),-0.136754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,9),(5,10),0.106422 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,11),0.203558 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,13),0.114534 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,15),0.121938 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,16),-0.124221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,9),(5,17),-0.123201 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,20),-0.192674 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,23),-0.137112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,10),(5,11),0.203714 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,13),0.114534 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,15),0.121974 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,16),-0.124221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,10),(5,17),-0.123201 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,20),-0.192674 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,23),-0.135995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,11),(5,13),0.0974276 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,15),0.0708715 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,16),-0.127314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,11),(5,17),-0.127247 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,20),-0.130829 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,23),-0.133164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,13),(5,15),0.0337101 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,16),-0.115049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,13),(5,17),-0.115049 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,20),-0.0692959 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,23),-0.242186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,15),(5,16),-0.150243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,15),(5,17),-0.149962 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,15),(5,20),-0.181123 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,15),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,15),(5,23),-0.101042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,16),(5,17),-0.125119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,16),(5,20),-0.137018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,16),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,16),(5,23),-0.102262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,17),(5,20),-0.136874 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,17),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,17),(5,23),-0.0964003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,20),(5,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,20),(5,23),-0.145243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,22),(5,23),-0.145307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,5),(5,4),-0.0733861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,3),-0.127842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,2),0.0590251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,-1),0.0343445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,4),(5,3),-0.0512116 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,4),(5,2),-0.0420482 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,4),(5,-1),-0.0803789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,3),(5,2),-0.0654032 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,3),(5,-1),0.0812725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,2),(5,-1),-0.0903612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,7),(7,8),0.104746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,9),0.0366416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,10),0.0432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,11),0.135171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,12),0.158214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,14),0.158214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,15),0.0346235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,16),-0.097869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,7),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,23),-0.200162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,8),(7,9),0.117818 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,10),0.117818 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,11),0.115324 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,12),0.119114 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,14),0.119114 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,15),0.130772 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,8),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,23),-0.154713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,9),(7,10),0.122638 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,11),0.122739 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,12),0.114167 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,14),0.114167 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,15),0.164561 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,16),-0.126022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,9),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,23),-0.105291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,10),(7,11),0.122741 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,12),0.11417 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,14),0.11417 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,15),0.1679 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,16),-0.126022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,10),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,10),(7,23),-0.0967095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,11),(7,12),0.115726 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,14),0.115726 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,15),0.0854599 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,16),-0.118731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,11),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,11),(7,23),0.00161198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,12),(7,14),0.109276 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,12),(7,15),0.141761 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,12),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,12),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,12),(7,23),-0.0574645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,14),(7,15),0.141761 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,14),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,14),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,14),(7,23),-0.0574645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,15),(7,16),-0.141817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,15),(7,22),-0.125335 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,15),(7,23),-0.131171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,16),(7,22),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,16),(7,23),-0.107821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,22),(7,23),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,7),(7,6),-0.0133436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,5),-0.00844706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,4),-0.0121397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,3),0.0321277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,2),-0.0107303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,1),0.0418779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,-1),0.0489613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,6),(7,5),-0.0116256 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,6),(7,4),-0.0473176 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,6),(7,3),-0.0598151 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,6),(7,2),-0.0419954 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,6),(7,1),-0.0504671 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,6),(7,-1),-0.0467014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,5),(7,4),-0.0416042 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,3),-0.0699138 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,2),-0.068795 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,1),-0.0689599 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,5),(7,-1),-0.0695018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,4),(7,3),-0.0421577 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,4),(7,2),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,4),(7,1),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,4),(7,-1),-0.0204008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,3),(7,2),-0.0951453 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,3),(7,1),-0.0951972 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,3),(7,-1),-0.0333778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,2),(7,1),-0.0504476 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,2),(7,-1),-0.0481052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,1),(7,-1),-0.00535605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,9),(9,10),0.0420185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,11),0.134957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,12),0.158214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,13),0.188209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,14),0.158214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,23),-0.206474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,10),(9,11),0.123126 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,12),0.11417 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,13),0.100617 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,14),0.11417 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,23),-0.0971684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
