# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,6,4,22,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(10,11),(10,13),-0.283929 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.417588 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.466682 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.580094 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.26973 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.21414 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.285618 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.464226 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0240273 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0489752 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0721286 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.119031 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0944979 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0267869 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.112975 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0759775 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.440133 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.458533 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.577236 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.271119 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.212348 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.275994 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.455318 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.344943 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.418326 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.104528 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0449313 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.168732 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.475107 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.569188 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0318914 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0164674 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.296591 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.487059 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.100703 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0685827 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.275484 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.509284 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0806639 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.146703 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.0338436 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0630892 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.298908 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.526017 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0311664 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.125655 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0521922 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0867421 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0167809 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0210992 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0892835 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.026205 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0513316 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.011969 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0363142 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0325955 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0217489 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0294192 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.058696 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.147372 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00305344 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0786087 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00979447 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0981774 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0481191 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0899722 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.00935979 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0802209 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0226338 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0481191 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0050311 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.064598 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0788466 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0043242 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.415532 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0291826 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0726566 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.137221 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0581411 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0124347 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0109975 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.071691 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0105235 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.010536 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.00516123 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.060626 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0300094 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0105235 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.255465 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.021103 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.157545 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.185935 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0580113 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0904015 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0137894 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.40733 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.145511 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.148396 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0381177 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.575764 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.145458 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0761659 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.549948 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.106577 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.575764 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0206681 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0637466 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.109712 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0369534 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0686671 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.051757 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0191526 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0482792 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0539555 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.107555 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.00446806 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.104063 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0825488 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0321424 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0448931 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00446806 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0256053 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0550686 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0357635 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0349928 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0278687 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0104291 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0516162 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0376098 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.165587 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0595093 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0121076 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0691271 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0516713 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0181792 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0595093 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0512905 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.100974 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0595735 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.211764 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0702463 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0883361 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0980999 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0292377 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0322173 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0132935 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00781924 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0610942 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0448541 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0322173 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0299635 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0582983 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0262695 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0193399 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00589654 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0176209 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.184038 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0719217 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.112641 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0576846 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.521912 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0789017 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.562975 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0911491 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0261993 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0404531 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0516466 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.152746 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0260143 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.00254914 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.105001 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0741501 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0208999 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0520744 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0157425 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0179451 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0504696 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0313297 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0395818 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0277905 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0155005 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.047653 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0133362 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.013341 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.04204 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0197211 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0626049 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0913056 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0756399 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.158131 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0561206 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0586337 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0494673 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0685998 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0837861 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.562251 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.157915 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00366637 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0536551 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.162291 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00930379 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0530227 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0207493 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0334159 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0793143 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0524446 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0628773 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0529181 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0916306 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0261544 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0477617 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0675205 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0158313 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0911491 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0261993 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0404531 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0516466 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.152746 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0260143 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00254914 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.105001 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.110284 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.242704 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0160085 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00807603 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.171028 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.194944 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0403134 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.125154 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.152898 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0703679 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0688213 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0976865 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.120014 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0387391 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0131945 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0355313 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0654996 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0539859 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.058105 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0815168 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.139981 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.133465 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0534986 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.150169 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.170576 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.120426 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0181939 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0818651 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0411253 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0430583 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0895064 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0181273 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0399955 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.00224485 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0411268 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0366934 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0966802 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.138161 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0708915 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0451149 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0462881 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0614531 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0803845 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0735983 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0584607 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0458648 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0878016 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0803917 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0238672 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0190116 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0148743 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.00830823 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.026926 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0289992 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0501037 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0730186 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0602924 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0459185 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0896599 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0788157 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0237397 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0189662 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0238483 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0140204 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0275259 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0295991 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.050612 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.046022 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0335253 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0507762 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0236492 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0701676 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.088935 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.133012 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0564968 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0639039 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0595157 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0756181 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0279577 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.253181 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00940406 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0490242 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.030244 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0094053 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0187183 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0472542 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0422438 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0369517 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.154711 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0522233 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00992482 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0355189 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00539489 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00765458 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0157261 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0144509 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0582009 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0085948 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.046796 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0111765 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.044545 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.096168 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0564833 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0512439 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0333914 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0237418 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0188763 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0228233 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0152517 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0292841 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0313572 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0497275 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.15461 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.11577 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0304623 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0886999 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.088627 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.089805 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0423475 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.118374 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0533343 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0532428 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0243097 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.154489 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.111492 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.151215 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.057625 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00187398 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0024208 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0827775 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.210084 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.112097 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.107584 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0352458 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.125918 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0246679 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0946133 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0737862 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0732541 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.073683 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0854349 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0385028 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0283171 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.010919 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0697154 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0685863 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0420099 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.101538 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.396896 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.568921 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.339677 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.186037 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.111658 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.045657 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.000514302 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.137628 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.376873 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0888966 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0420698 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0532324 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0534663 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.181488 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0065984 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0473422 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.132631 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00671631 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.319353 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.106073 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0047311 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0516773 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0516888 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.181439 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.134817 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0458112 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.133154 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.301102 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.312333 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.132881 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.330685 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.155681 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0347391 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.00931025 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0256307 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0925344 # DEPENDENCYPART_SIBL
(22,1),(22,7),0.0743268 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.180692 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.00436713 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.07472 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0967744 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0114256 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.180692 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.0133685 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0499399 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.00406242 # DEPENDENCYPART_SIBL
