# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(10,7),(10,14),-0.0711502 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0899618 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0210188 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.160439 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.164347 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.129112 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0100751 # DEPENDENCYPART_SIBL
(10,7),(10,29),0.024211 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0243312 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0938092 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0639367 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0685249 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0830461 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.085492 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.115764 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.129423 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.138931 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.11246 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0886397 # DEPENDENCYPART_SIBL
(10,8),(10,29),0.00377011 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0264913 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00873321 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00218683 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0583591 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0152985 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0342585 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0459639 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0862484 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.15985 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0582979 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.177038 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.265311 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.481802 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.199656 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.389287 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.254355 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0625121 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0749481 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.423621 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.227688 # DEPENDENCYPART_SIBL
(10,11),(10,29),-0.120785 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.446373 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0777099 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.330348 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.304345 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00633854 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00990076 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.444174 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0455666 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.00329974 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0582015 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.47497 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.472152 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.040795 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0448898 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.87414 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.123678 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.021387 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.152042 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0891216 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.099299 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00906716 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.135683 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.109595 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.077224 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.247598 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0210135 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0392115 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.74242 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.107404 # DEPENDENCYPART_SIBL
(10,15),(10,29),-0.0216058 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.00116182 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0859044 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.592359 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.00372182 # DEPENDENCYPART_SIBL
(10,17),(10,29),-0.0200628 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.949818 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.00777535 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.300878 # DEPENDENCYPART_SIBL
(10,18),(10,29),0.231532 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0493778 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.161826 # DEPENDENCYPART_SIBL
(10,19),(10,29),-0.0792626 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.0612082 # DEPENDENCYPART_SIBL
(10,21),(10,29),-0.0232087 # DEPENDENCYPART_SIBL
(10,25),(10,29),0.0083255 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.238452 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.10983 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.10916 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0595907 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0336285 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.187523 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0215222 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0580978 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0304957 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.00659531 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.330583 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.073388 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0127788 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0893494 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0792814 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0902533 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.043689 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0715764 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0398999 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0133119 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0902533 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0191004 # DEPENDENCYPART_SIBL
(13,1),(13,28),-0.0558531 # DEPENDENCYPART_SIBL
(13,1),(13,29),0.0786591 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.00131907 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.500334 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0567954 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0797649 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.000439212 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00996067 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.434175 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0165208 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0544591 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.103518 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0930787 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.121971 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.105704 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0854581 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0183473 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0319892 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.121971 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.0133836 # DEPENDENCYPART_SIBL
(13,4),(13,28),-0.00949468 # DEPENDENCYPART_SIBL
(13,4),(13,29),-0.0540242 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.100682 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0299047 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.120604 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0929261 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.244812 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0332402 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0389134 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.119533 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00904788 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0349061 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0378581 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0550649 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0167742 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00547362 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.031197 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0378581 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.042429 # DEPENDENCYPART_SIBL
(13,5),(13,28),-0.00438924 # DEPENDENCYPART_SIBL
(13,5),(13,29),0.0127476 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.324956 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.19127 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.436203 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0659253 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.852183 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.237034 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.396319 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.21768 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.165172 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0202725 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.126252 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.170494 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.00496984 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0683945 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0202725 # DEPENDENCYPART_SIBL
(13,6),(13,25),0.000331456 # DEPENDENCYPART_SIBL
(13,6),(13,28),-0.0296253 # DEPENDENCYPART_SIBL
(13,6),(13,29),-0.1614 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0355295 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0733501 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0168732 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.120617 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0947901 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0209553 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0406527 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0301975 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0529297 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0219284 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0322262 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0126227 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0205701 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.0529297 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.216771 # DEPENDENCYPART_SIBL
(13,7),(13,28),-0.0270097 # DEPENDENCYPART_SIBL
(13,7),(13,29),0.020164 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0280076 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0071364 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.402268 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0491416 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00632306 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0888054 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0787712 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0384162 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0760968 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0700166 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0103068 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0564213 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0384162 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.0347746 # DEPENDENCYPART_SIBL
(13,8),(13,28),-0.032031 # DEPENDENCYPART_SIBL
(13,8),(13,29),-0.0447263 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.159565 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.306956 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0312483 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0297203 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.023183 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00828656 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0179829 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0446128 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.00550496 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0861588 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0338365 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0179829 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.106297 # DEPENDENCYPART_SIBL
(13,9),(13,28),0.00753989 # DEPENDENCYPART_SIBL
(13,9),(13,29),0.0746835 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0393377 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0356643 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0239528 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.052763 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0347948 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0846853 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0671601 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.04815 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0171974 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0405967 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0846853 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.0806807 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.077934 # DEPENDENCYPART_SIBL
(13,10),(13,29),-0.0142844 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.177754 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0706587 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.063147 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.086455 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.056494 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.126692 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0336985 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00531637 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0505726 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.056494 # DEPENDENCYPART_SIBL
(13,11),(13,25),0.0528376 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.0573629 # DEPENDENCYPART_SIBL
(13,11),(13,29),-0.0631264 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.211263 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.215888 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0377884 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.246629 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.038903 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0823134 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.221702 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.181221 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.246629 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.127317 # DEPENDENCYPART_SIBL
(13,12),(13,28),0.145376 # DEPENDENCYPART_SIBL
(13,12),(13,29),0.14441 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0161877 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0968768 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.006334 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0524569 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0758077 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.170754 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.080809 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.006334 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.283479 # DEPENDENCYPART_SIBL
(13,14),(13,28),0.116521 # DEPENDENCYPART_SIBL
(13,14),(13,29),-0.0137899 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.192951 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.10084 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.310712 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.234324 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.100467 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.202054 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.10084 # DEPENDENCYPART_SIBL
(13,15),(13,25),0.185869 # DEPENDENCYPART_SIBL
(13,15),(13,28),0.0905735 # DEPENDENCYPART_SIBL
(13,15),(13,29),0.0367269 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0258216 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0713371 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.046761 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.100711 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0208761 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0258216 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.0840595 # DEPENDENCYPART_SIBL
(13,17),(13,28),-0.0103326 # DEPENDENCYPART_SIBL
(13,17),(13,29),-0.075262 # DEPENDENCYPART_SIBL
(13,18),(13,19),1.0653 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.300491 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.592328 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.495885 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0623954 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0467231 # DEPENDENCYPART_SIBL
(13,18),(13,28),0.663773 # DEPENDENCYPART_SIBL
(13,18),(13,29),-0.088378 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.15396 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0199197 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.117122 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0111592 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.0798747 # DEPENDENCYPART_SIBL
(13,19),(13,28),-0.0921338 # DEPENDENCYPART_SIBL
(13,19),(13,29),-0.29076 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.109848 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0815205 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0156861 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.00860095 # DEPENDENCYPART_SIBL
(13,20),(13,28),0.0126326 # DEPENDENCYPART_SIBL
(13,20),(13,29),-0.0796681 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0286017 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.065372 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.0973926 # DEPENDENCYPART_SIBL
(13,21),(13,28),-0.00025408 # DEPENDENCYPART_SIBL
(13,21),(13,29),0.0238876 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.0862126 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.119435 # DEPENDENCYPART_SIBL
(13,23),(13,28),-0.155511 # DEPENDENCYPART_SIBL
(13,23),(13,29),-0.0644834 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.0467231 # DEPENDENCYPART_SIBL
(13,24),(13,28),0.663773 # DEPENDENCYPART_SIBL
(13,24),(13,29),-0.088378 # DEPENDENCYPART_SIBL
(13,25),(13,28),0.161152 # DEPENDENCYPART_SIBL
(13,25),(13,29),-0.00170982 # DEPENDENCYPART_SIBL
(13,28),(13,29),-0.0519494 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.349818 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.381796 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0624368 # DEPENDENCYPART_SIBL
(14,15),(14,21),-1.04124 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.846493 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.0818483 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.317458 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.106899 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.8549 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.740752 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.131129 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0693255 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.813308 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.768822 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.00258893 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0157452 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.116067 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.549432 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.862691 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0537748 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.222745 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.174768 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.265127 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0214868 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0559281 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0121925 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0104643 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0139384 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0288107 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.0114848 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.0121925 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0234076 # DEPENDENCYPART_SIBL
(15,1),(15,28),0.000939753 # DEPENDENCYPART_SIBL
(15,1),(15,29),-0.0417815 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.00378493 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0555658 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0731979 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0874136 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.141156 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0658083 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.118157 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0218879 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0874136 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0592245 # DEPENDENCYPART_SIBL
(15,5),(15,28),0.0194897 # DEPENDENCYPART_SIBL
(15,5),(15,29),-0.136787 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0495701 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0817012 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0519072 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0474693 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0598125 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0985607 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00430151 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0519072 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0550618 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.00776545 # DEPENDENCYPART_SIBL
(15,14),(15,29),-0.121812 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.269921 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0055716 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.335849 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0707411 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.10832 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.109171 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0055716 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.185156 # DEPENDENCYPART_SIBL
(15,16),(15,28),0.0473302 # DEPENDENCYPART_SIBL
(15,16),(15,29),-0.0099833 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0818435 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.554726 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0670937 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0457189 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.013037 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0818435 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.398089 # DEPENDENCYPART_SIBL
(15,17),(15,28),0.000306738 # DEPENDENCYPART_SIBL
(15,17),(15,29),0.0384997 # DEPENDENCYPART_SIBL
(15,18),(15,19),1.85856 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0634302 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.246362 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.141639 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.00239937 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0571826 # DEPENDENCYPART_SIBL
(15,18),(15,28),0.384702 # DEPENDENCYPART_SIBL
(15,18),(15,29),-0.0206467 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.247424 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0236622 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.187216 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.562062 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0966335 # DEPENDENCYPART_SIBL
(15,19),(15,28),-0.0691442 # DEPENDENCYPART_SIBL
(15,19),(15,29),-0.250618 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0818098 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.1332 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.08296 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.201045 # DEPENDENCYPART_SIBL
(15,20),(15,28),0.0713607 # DEPENDENCYPART_SIBL
