# _root_ Sales climbed to an estimated $ 245 million in fiscal 1989 , ended Aug. 31 , from $ 99.9 million in fiscal 1985 .
#goldHeads=2,0,2,6,6,3,6,6,3,11,9,11,11,13,14,11,2,17,18,18,17,23,21,2,
#predictedHeads=2,0,2,6,6,3,6,6,6,11,9,2,11,13,14,6,2,17,18,18,18,23,21,2,
(8,5),(8,7),0.171825 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0777413 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00642989 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0299807 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0763393 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.071975 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0391634 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0408319 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0576136 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0429377 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.260112 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.164451 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0172651 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0782932 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.098652 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0624337 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0459916 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.115746 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0827075 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0624337 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0028445 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.1165 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0838735 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0150718 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.111439 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0627857 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00738205 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0570205 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00730984 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0109721 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0115226 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0570205 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.080342 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0463124 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.00771328 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0114514 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0384991 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0240559 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0954709 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.050485 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0603425 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0327571 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0954709 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0441722 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0617684 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0278206 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0108778 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0124188 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0965805 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0302678 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0264789 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0210155 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0965805 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0594768 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0312047 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0155626 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.367755 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0491651 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.206988 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.381796 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.364352 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0491651 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.107071 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.349688 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.364632 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.18043 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.424792 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.571731 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.558414 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.18043 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.188352 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.438029 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.561027 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.376864 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0725911 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00733945 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0166881 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.45923 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00356853 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0257558 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.400455 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.283294 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0116036 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0363498 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.307477 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.28329 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.534441 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.105173 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0355606 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.467763 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.533449 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.156526 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.184367 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.409384 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.492749 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.45923 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.00356853 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0257558 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.245201 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.204939 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.235046 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0573114 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.000812558 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0164701 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0753492 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0686735 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.000812558 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0436007 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0754198 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0701438 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0548065 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0722703 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0754198 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0568776 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.444332 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.416516 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.11659 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0291663 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0573431 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0247383 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00298632 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.120376 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0393477 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.000526927 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.121248 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0908962 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0770991 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0819521 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0573431 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.382497 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.221545 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.105898 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.157999 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.208169 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0842913 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.231155 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00185457 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0350662 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0825847 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0172679 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.186221 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0300727 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0360296 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0525543 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0579285 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0289222 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.030562 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0511363 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0833546 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0908935 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0443126 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00650196 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0360818 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0822822 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0270895 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0340714 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.368345 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.219655 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0276937 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0146646 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0152346 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00289318 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.138731 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0702816 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0387172 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0515286 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0818088 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0223252 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0323438 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0445739 # DEPENDENCYPART_SIBL
(11,10),(11,13),8.62381e-06 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0205537 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0517801 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0270643 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.534872 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.530485 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.552772 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.336868 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0224863 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.10885 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0870147 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0243646 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0970094 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0755343 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.00431966 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.103942 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.03617 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.00683256 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.221297 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0885622 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0875541 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00918733 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0215376 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0276254 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0291549 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0501445 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0573325 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0980037 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0436512 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00405575 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0239308 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.173843 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.084148 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0260567 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0327195 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0568651 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.120421 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0953505 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.00477138 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0206911 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.00144046 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.333087 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.138486 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.036089 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00375238 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0389627 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.100765 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.022623 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0222662 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0789431 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00318563 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.137225 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.12814 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.130575 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00911948 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0877739 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.015727 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.15849 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0851551 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0284903 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0492749 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.14327 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0854212 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0188038 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0924094 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00134307 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.110449 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.056341 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.0211932 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0824284 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0229861 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0739537 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.102554 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.121433 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.155096 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.00488177 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.225351 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.14467 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.180003 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.268026 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.147075 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.24334 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.135281 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0528273 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.124847 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.326796 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.106031 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.19058 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.161111 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0944833 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0723503 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0826311 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.11582 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.295602 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.188997 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.104204 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0280376 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0159582 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.204458 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0346516 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0801387 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0538458 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0508245 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.17042 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0432049 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.101497 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0869525 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00399122 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0215205 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0441608 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.071664 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0739995 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0292835 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0492814 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0603405 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.036965 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0454727 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.100908 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.187765 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.26213 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0900417 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0649667 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0290582 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0564955 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0442675 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.112807 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0320981 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0373902 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0687515 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0133259 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0227135 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0997737 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00534085 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00794683 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0802187 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0615261 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0125491 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0302933 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0457443 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.00351714 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0390408 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0797303 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0429379 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.000270894 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0879425 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0503827 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0488959 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0622571 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0729686 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0425233 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.118355 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0390275 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0605751 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0150827 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00194141 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0338788 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0642444 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0200856 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0369419 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0427367 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.169978 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0970529 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0712314 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.13395 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0337402 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0582418 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.042865 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.081388 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.231444 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.156064 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.539428 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.243722 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.34483 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.60782 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0212048 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0350361 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0299246 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.130157 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00247082 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0405379 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0549898 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.180535 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.272572 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00337172 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.224826 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.202567 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.139676 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0612212 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0210311 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0655092 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0282044 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0184049 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.00216807 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.00511765 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0173647 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0402282 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0767028 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0378312 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0646152 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00584073 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0532948 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.195787 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00991827 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00297912 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.101105 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0997772 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0169671 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0389915 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.180872 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.321388 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0237065 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.270069 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.163349 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.181117 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.121982 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.083713 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.166787 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0171898 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0629944 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0983079 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.348928 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.12295 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0635989 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.068756 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.158761 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0255138 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.208803 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.265873 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0337184 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.19818 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.142097 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.218923 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0351117 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.244283 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.296172 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.142773 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.332556 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.115365 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.048296 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.306779 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.570567 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0952748 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.137211 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.208691 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0933778 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0290749 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0577309 # DEPENDENCYPART_SIBL
