# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(4,5),(5,19),-0.588517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.62972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),-1.01959 # DEPENDENCYPART_GRANDPAR
(4,5),(5,32),-0.923467 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.134972 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0871688 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.118216 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.06153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,18),-0.766654 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.209571 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0348327 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.131385 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.06153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.222815 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.393731 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.396364 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.618622 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.22932 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.852886 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.766655 # DEPENDENCYPART_GRANDPAR
(5,2),(2,32),-1.12611 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.147002 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.119675 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0931137 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.06153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.222832 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.393745 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.396393 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.618651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.766654 # DEPENDENCYPART_GRANDPAR
(5,3),(3,32),-1.12611 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0946912 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.05518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,3),-0.436495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.452089 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.451774 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.366779 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.261017 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0387595 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0169971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.269459 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.570366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.0638704 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),0.324256 # DEPENDENCYPART_GRANDPAR
(5,6),(6,32),-0.614729 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0490894 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.503106 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.572869 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.667041 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.514479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.42447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.00392467 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.226182 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.801057 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0148775 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.366431 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.48003 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.651511 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.460446 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.129531 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.0718434 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),0.330891 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.785853 # DEPENDENCYPART_GRANDPAR
(5,8),(8,32),-0.633923 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.458683 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.572289 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.143084 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.163364 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.888549 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.14931 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.366424 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.466265 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.770366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.531851 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.181859 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.196921 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.37669 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0279297 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.888549 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.14931 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.366424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.466265 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.770366 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.531851 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.37669 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.41101 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.480712 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.525336 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0537606 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.11358 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.335837 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-1.03424 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.350509 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.482729 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.667953 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.582469 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.55196 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.110737 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.0935355 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),0.30672 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.686123 # DEPENDENCYPART_GRANDPAR
(5,12),(12,32),-0.681113 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.52851 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.00958391 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.414492 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.467687 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.484134 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.531851 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.181859 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.196921 # DEPENDENCYPART_GRANDPAR
(5,16),(16,27),-0.37669 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.411478 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.43696 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.50651 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.514091 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.595955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.16216 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.00145265 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.0580722 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.280329 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.913893 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.0747173 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.468906 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.546871 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.797866 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.514594 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.624826 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.320131 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.225796 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.147705 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.0607852 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),0.393902 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.749382 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-1.12312 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.674068 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.400579 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.697755 # DEPENDENCYPART_GRANDPAR
(5,19),(19,31),-0.233103 # DEPENDENCYPART_GRANDPAR
(5,19),(19,32),-0.779475 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.270132 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.309162 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.615709 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-1.09303 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.699686 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.366525 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.753273 # DEPENDENCYPART_GRANDPAR
(5,23),(23,31),-0.249102 # DEPENDENCYPART_GRANDPAR
(5,28),(28,27),-0.442625 # DEPENDENCYPART_GRANDPAR
(5,28),(28,29),-1.55543 # DEPENDENCYPART_GRANDPAR
(5,28),(28,30),-0.758933 # DEPENDENCYPART_GRANDPAR
(5,28),(28,31),-0.0733365 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.350864 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.297021 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.689237 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0922444 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.32273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),0.0377511 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.638102 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.619771 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.976611 # DEPENDENCYPART_GRANDPAR
(6,3),(3,32),-1.83921 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.439649 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.349094 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0872491 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.24631 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.22716 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.46877 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.993085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.853178 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.170472 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.188803 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.192244 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.118469 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.375055 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.199191 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0328617 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.0211797 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.268996 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.0257083 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.563359 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-1.16054 # DEPENDENCYPART_GRANDPAR
(6,8),(8,32),-1.50198 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.29066 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.431751 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.551707 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.16618 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.335191 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0706615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.45827 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.262108 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.159618 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.822696 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.225088 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-1.1817 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.372824 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.383995 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.335191 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0706615 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.45827 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.262108 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.159618 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.822696 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.372824 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.09763 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.07838 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.27473 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.845011 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.136106 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.117774 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.427922 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.554561 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.391951 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.189981 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.265357 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.953406 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.412764 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.179325 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.554552 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-1.33693 # DEPENDENCYPART_GRANDPAR
(6,12),(12,32),-1.67925 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.38851 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.843368 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0962355 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0563179 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.321342 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.272312 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.392932 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0554429 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.703895 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.15192 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.0720715 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-1.02095 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.811553 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-1.27304 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.279582 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-1.12225 # DEPENDENCYPART_GRANDPAR
(6,14),(14,32),-1.39292 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.843372 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.233771 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.185572 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.779369 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.636963 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.117955 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.778206 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.245698 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0661304 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-1.04768 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-1.26885 # DEPENDENCYPART_GRANDPAR
(6,15),(15,32),-1.42469 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-1.15223 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.10989 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-1.09049 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-1.26472 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.858002 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.817912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),0.51816 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.289676 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),-0.271344 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.538541 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.0416426 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.630964 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.493203 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.592323 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.438968 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-1.06109 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.585606 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-1.10132 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.638287 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.86859 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.422562 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.90951 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-1.23927 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.771753 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.218261 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-1.14982 # DEPENDENCYPART_GRANDPAR
(6,19),(19,31),0.0859437 # DEPENDENCYPART_GRANDPAR
(6,19),(19,32),-1.70166 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-1.07667 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-1.17472 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.634869 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-1.02412 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.65634 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),0.059388 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-1.01872 # DEPENDENCYPART_GRANDPAR
(6,23),(23,31),0.337849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.1295 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.62934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.226784 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.434335 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.669435 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.713004 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.743808 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.689444 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.780712 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.892617 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.960023 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.530452 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.876955 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.318242 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.149843 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.202473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.13221 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.127591 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.25004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.502242 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.854841 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-1.02638 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.986299 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.931497 # DEPENDENCYPART_GRANDPAR
(8,2),(2,32),-1.38186 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.41584 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.44516 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.271957 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.143506 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.151589 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.25005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.502271 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.85487 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.931496 # DEPENDENCYPART_GRANDPAR
(8,3),(3,32),-1.38186 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.441621 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.201544 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.543078 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.584634 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.360785 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.409817 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.273237 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.228327 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.30346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.653766 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-1.00636 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.631034 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.766373 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.13782 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.862191 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.686445 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.06022 # DEPENDENCYPART_GRANDPAR
(8,5),(5,28),-1.54055 # DEPENDENCYPART_GRANDPAR
(8,5),(5,32),-1.43823 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.501712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.899199 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.542205 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.841561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0227386 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.252753 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.151562 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.12224 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.151008 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.490171 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.252446 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.217111 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.0857584 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),0.277116 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0402858 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.252753 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.151562 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.12224 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.151008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.490171 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.252446 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),0.277116 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.203107 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.067253 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.06979 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.848277 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.951041 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.827234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0169719 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.335627 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.514144 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.287831 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.341489 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.576354 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.338995 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.440379 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.354934 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.268887 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.304757 # DEPENDENCYPART_GRANDPAR
