# _root_ Other credit houses , such as Credit Exchange and Solo Credit Service Corp. , are suggesting that their clients study each order before shipping .
#goldHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
#predictedHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
(6,11),(11,13),(11,26),-0.0848445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),0.0369308 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,26),-0.0205781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,26),-0.02907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.157152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.223397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.158257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.158977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.168928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.121666 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.125546 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.12746 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.144551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),-0.0351736 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.0861197 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.03573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.133314 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),-0.141435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,-1),-0.144511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),-0.128566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,14),-0.0535719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,15),-0.00994808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,19),-0.125534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,26),0.111021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,14),-0.0454647 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,15),-0.031939 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,19),-0.0365438 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,26),-0.0850058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,14),(12,15),0.0369284 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,19),-0.0642509 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,26),-0.0205819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,15),(12,19),-0.01369 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,26),-0.0314353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,19),(12,26),-0.088382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,11),0.160492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,10),0.158667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,9),0.223384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,8),0.159773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,7),0.160492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,-1),-0.169971 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,11),(12,10),0.129164 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,9),0.120562 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,8),0.128388 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,7),0.130302 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,-1),-0.140315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,10),(12,9),0.121666 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,8),0.12523 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,7),0.127144 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,-1),-0.140356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,9),(12,8),-0.0351744 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,9),(12,7),0.086119 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,9),(12,-1),-0.0357306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,8),(12,7),0.132998 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,8),(12,-1),-0.137239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,7),(12,-1),-0.140315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,14),-0.048557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,15),-0.0112106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,16),-0.0112278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,17),-0.0591939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,19),-0.130451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,22),-0.130475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,25),-0.04381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,26),0.101652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,14),(13,15),0.0342394 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,16),0.0250334 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,17),0.0236238 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,19),-0.0576241 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,22),-0.0576241 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,25),-0.021676 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,26),-0.0265712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,15),(13,16),-0.019606 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,17),-0.0255544 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,19),-0.01369 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,22),-0.01369 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,25),-0.0204111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,26),-0.0348629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,16),(13,17),-0.0248384 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,19),-0.013558 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,22),-0.013558 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,25),-0.0204111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,26),-0.0333131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,17),(13,19),-0.0286452 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,17),(13,22),-0.0286452 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,17),(13,25),-0.0218945 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,17),(13,26),-0.00958576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,19),(13,22),-0.0365899 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,19),(13,25),-0.020953 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,19),(13,26),-0.0843693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,22),(13,25),-0.020953 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,22),(13,26),-0.0843693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,25),(13,26),-0.0414693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,12),0.162153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,11),0.155436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,10),0.153612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,9),0.22371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,8),0.154717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,7),0.155436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,5),-0.14559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,-1),-0.169823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,12),(13,11),0.130734 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,10),0.129596 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,9),0.1224 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,8),0.12882 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,7),0.130734 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,-1),-0.138361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,11),(13,10),0.127156 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,9),0.121299 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,8),0.12638 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,7),0.128294 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,-1),-0.138921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,10),(13,9),0.122403 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,8),0.123222 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,7),0.125136 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,-1),-0.138962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,9),(13,8),-0.0343251 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,7),0.0869683 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,5),-0.0219357 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,-1),-0.0355303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,8),(13,7),0.13099 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,-1),-0.135845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,7),(13,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,-1),-0.138921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,5),(13,-1),-0.121623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,6),0.109359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,26),-0.188911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,6),(4,26),-0.144883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,-1),-0.0484765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,5),(5,6),0.100255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,7),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,8),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,9),-0.147163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,10),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,11),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,20),-0.153177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,26),-0.0186888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,6),(5,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,26),-0.17865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,7),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,26),-0.122996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,8),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,26),-0.122996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,9),(5,10),-0.0426344 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,11),-0.0761239 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,20),0.1797 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,26),-0.134013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,10),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,26),-0.122996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,11),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,26),-0.122996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,20),(5,26),-0.146541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,5),(5,4),0.0388282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,3),-0.0146144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,2),-0.0146144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,1),-0.0372547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,-1),0.0487867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,4),(5,3),0.0442932 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,2),0.0442932 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,1),-0.0281225 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,-1),-0.0458261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,3),(5,2),0.00247454 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,3),(5,1),-0.0195305 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,3),(5,-1),0.0174172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,2),(5,1),-0.0195305 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,2),(5,-1),0.0174172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,1),(5,-1),-0.0212066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,10),-0.133487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,13),-0.137237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,14),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,26),0.126747 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,10),(8,13),-0.00204924 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,14),0.00445263 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,26),0.0244334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,13),(8,14),0.00414266 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,26),0.0177251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,14),(8,26),-0.0201591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,7),0.158699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,6),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,5),-0.14796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,4),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,3),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,1),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,-1),-0.0218882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,7),(8,6),-0.144791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,5),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,4),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,3),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,1),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,-1),-0.175484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,6),(8,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,3),-0.14498 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,-1),-0.119584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,5),(8,4),-0.144778 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,1),-0.14473 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,-1),-0.19581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,4),(8,3),-0.14942 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,4),(8,1),-0.145105 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,4),(8,-1),-0.0334295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,3),(8,1),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,3),(8,-1),-0.175157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,1),(8,-1),-0.195338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,14),0.130094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,15),0.0480894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,16),0.0476981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,17),-0.016525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,19),-0.125997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,22),-0.125997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,25),0.0757661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,26),0.127626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,14),(13,15),-0.0661906 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,16),-0.0677562 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,17),0.003523 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,19),0.131315 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,22),0.131305 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,25),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,26),-0.0216544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,15),(13,16),-0.0238798 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,17),-0.024014 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,19),-0.0233562 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,22),-0.0233562 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,25),-0.0195617 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,26),0.00312085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,16),(13,17),-0.0237755 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,19),-0.023322 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,22),-0.023322 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,25),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,26),0.00202327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,17),(13,19),-0.0211844 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,22),-0.0211844 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,25),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,26),-0.0275954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,19),(13,22),-0.010482 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,25),-0.0111729 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,19),(13,26),0.0284069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,22),(13,25),-0.0111729 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,22),(13,26),0.0283972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,25),(13,26),0.0744285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,12),0.160061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,11),0.160408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,10),0.160599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,9),0.0300742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,8),0.160366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,7),0.160408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,5),-0.14796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,-1),-0.0298276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,12),(13,11),0.0917288 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,10),0.0918903 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,9),0.098038 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,8),0.091852 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,7),0.0917288 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,-1),-0.171441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,10),0.0923431 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,9),0.0980351 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,8),0.0923048 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,7),0.0921816 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,-1),-0.171685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,9),0.098038 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,8),0.0923107 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,7),0.0921875 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,-1),-0.171347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,9),(13,8),0.20768 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,7),0.162395 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,5),0.00230163 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,-1),-0.223633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,8),(13,7),0.0916502 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,-1),-0.171399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,7),(13,5),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,-1),-0.171685 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,5),(13,-1),-0.195784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,2),0.12515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,3),0.12515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,4),0.114984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,5),0.100861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
