# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(3,10),(10,16),-0.188395 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.561754 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.317848 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.574206 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.546835 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.858755 # DEPENDENCYPART_GRANDPAR
(3,10),(10,31),-1.04418 # DEPENDENCYPART_GRANDPAR
(3,10),(10,36),-2.1289 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.816882 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.726034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.343102 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0667453 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.295308 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.67993 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.282457 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.429777 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.265607 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.536675 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.417093 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.116653 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.459776 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.310209 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.640687 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.251036 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.573986 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-1.24789 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-1.20063 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.6343 # DEPENDENCYPART_GRANDPAR
(3,11),(11,27),-0.815126 # DEPENDENCYPART_GRANDPAR
(3,11),(11,30),-1.40305 # DEPENDENCYPART_GRANDPAR
(3,11),(11,31),-0.994173 # DEPENDENCYPART_GRANDPAR
(3,11),(11,35),-0.906613 # DEPENDENCYPART_GRANDPAR
(3,11),(11,36),-2.08131 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.22963 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.14495 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.125049 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.147315 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.476768 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.350655 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.34775 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.0475665 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.587988 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.270087 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.602769 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-1.38067 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.888134 # DEPENDENCYPART_GRANDPAR
(3,14),(14,31),-1.10153 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.977169 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.24902 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.84221 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.262505 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-1.09454 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.781003 # DEPENDENCYPART_GRANDPAR
(3,19),(19,4),-0.336825 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.0306366 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.247784 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.11346 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.559915 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.336092 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.163489 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.488736 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.182498 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.484335 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.219941 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.478906 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-1.13218 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-1.20215 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.498103 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.762361 # DEPENDENCYPART_GRANDPAR
(3,19),(19,30),-1.29138 # DEPENDENCYPART_GRANDPAR
(3,19),(19,31),-0.997924 # DEPENDENCYPART_GRANDPAR
(3,19),(19,35),-0.79368 # DEPENDENCYPART_GRANDPAR
(3,19),(19,36),-2.19862 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.351082 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.309238 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.375947 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.627625 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.43677 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.888855 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.24636 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.43723 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.464629 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.517284 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.346341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.87427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.70753 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.42892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.14634 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.823091 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.21744 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.03946 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.48508 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.49328 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.4864 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.39237 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.0338 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.19191 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.15447 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.09659 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.16362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.980543 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.679529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.372015 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.782199 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-1.04139 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.968382 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.02193 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.984489 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.857333 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.39407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.139047 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.481688 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.350668 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.546532 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.417814 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.81546 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.566472 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.766565 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.76937 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.645431 # DEPENDENCYPART_GRANDPAR
(5,7),(7,36),-1.85307 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.913376 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.09498 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.05652 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.974943 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.37675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.141287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.797075 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.417634 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.700539 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.487542 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.83801 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.747145 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.00361 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.05359 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.01615 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.824692 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.44473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.251563 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.965117 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.590493 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.195315 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.374085 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-1.3292 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.864179 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.821909 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.711093 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.842062 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.897199 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.874597 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.884088 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-1.16913 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-1.11549 # DEPENDENCYPART_GRANDPAR
(5,10),(10,31),-1.13719 # DEPENDENCYPART_GRANDPAR
(5,10),(10,36),-1.96024 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.27144 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.148562 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.277559 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.46365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.857656 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.526664 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.863381 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-1.18223 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.071621 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.54468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,10),-0.835096 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.302814 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.436408 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.243025 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.504789 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.54355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.849808 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.873787 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.4609 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.834465 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.842058 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.19824 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.21484 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.23141 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.07214 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.366951 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.509036 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.161771 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.58567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.89303 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.535751 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.883676 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.801715 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.942541 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.824068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.759417 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.04266 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.977619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.215134 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.000611723 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.170606 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.227397 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.534623 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.366397 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.493124 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.51855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.329858 # DEPENDENCYPART_GRANDPAR
(6,7),(7,36),-1.53502 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.845265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.180321 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0737114 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.329299 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.252265 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.572298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.647691 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.746709 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.01559 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.896102 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.877027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.07559 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.973006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.217934 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.144834 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.317339 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.289854 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.5499 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.466449 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.836945 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.9742 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.855727 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.726775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.05089 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.08332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.386002 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.317719 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.167156 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.176499 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-1.10811 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.583269 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.5339 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.499184 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.483022 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.616605 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.616622 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.561344 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.898786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.872011 # DEPENDENCYPART_GRANDPAR
(6,10),(10,31),-0.965935 # DEPENDENCYPART_GRANDPAR
(6,10),(10,36),-1.63502 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.127893 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.225776 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.398353 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.378577 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.41343 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.455241 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.644856 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.627753 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.454023 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.684946 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.778153 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-1.37763 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.829438 # DEPENDENCYPART_GRANDPAR
(6,14),(14,31),-0.932505 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.144002 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.241179 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.228138 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0525754 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.34282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.268963 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.270138 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.0215581 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0593264 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.103277 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.249374 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0107095 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0114508 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.136766 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.39444 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0764166 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.31646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.141462 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.186635 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.248932 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.471051 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.465928 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.357013 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.0744419 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.0866088 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0731055 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0531977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.178696 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.112506 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.35877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.257175 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.289179 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0749872 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0355879 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0628451 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.180776 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.956098 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.35868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.113074 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.257093 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.289103 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.494309 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.685343 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.811768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.283399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0681411 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0440674 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0811059 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.283795 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.219901 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.425543 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.357774 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.624965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.1573 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.574758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.799087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.735338 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0172144 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.112557 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0244146 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.144008 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.111163 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.21144 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.144686 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.19123 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.0771194 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.340362 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.798996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.767959 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.489755 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.363468 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.731852 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.16195 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.39555 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.017322 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0334273 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.339219 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.521975 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.643144 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.129847 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.280939 # DEPENDENCYPART_GRANDPAR
(7,10),(10,31),-0.798231 # DEPENDENCYPART_GRANDPAR
(7,10),(10,36),-0.0347932 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.155195 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.24226 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.427335 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.444375 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.879458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.8532 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.362099 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.823101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.255354 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.131644 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.149653 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.120522 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.393686 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.204111 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.433486 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.253145 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.0665663 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.747642 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.8745 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-0.897915 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.466378 # DEPENDENCYPART_GRANDPAR
(7,11),(11,30),-0.501405 # DEPENDENCYPART_GRANDPAR
(7,11),(11,31),-0.979993 # DEPENDENCYPART_GRANDPAR
(7,11),(11,35),-1.28276 # DEPENDENCYPART_GRANDPAR
(7,11),(11,36),-0.105808 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.19931 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0794317 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.830149 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.354262 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.22184 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.116494 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.368383 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.0883781 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),0.374887 # DEPENDENCYPART_GRANDPAR
