# _root_ Cineplex traded on the New York Stock Exchange at $ 11.25 a share , up $ 1.125 , before trading was halted .
#goldHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,11,11,17,15,2,21,21,2,21,2,
#predictedHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,2,2,17,15,2,21,21,2,21,2,
(19,22),(22,22),(22,24),-0.0374353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,23),(22,24),-0.0447631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,20),0.145403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,19),0.10894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,13),-0.130305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,9),-0.129099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,3),-0.129099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,2),-0.105802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.180351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,20),(22,19),0.117591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,20),(22,14),-0.12503 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,9),-0.127649 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,3),-0.127648 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,2),-0.125038 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,-1),-0.0961436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,19),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,9),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,3),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,-1),-0.139818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,14),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,9),-0.125736 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,3),-0.125736 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,2),-0.125492 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,14),(22,-1),-0.142759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,13),(22,9),-0.127649 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,13),(22,3),-0.127648 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,13),(22,2),-0.125038 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,13),(22,-1),-0.0959954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,9),(22,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,-1),-0.14136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,3),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,3),(22,-1),-0.139829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,2),(22,-1),-0.124769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,11),(11,12),0.108057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,13),0.198729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,14),0.128029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,15),0.117469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,17),0.104993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,18),0.128029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,19),0.0826616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,20),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,11),(11,21),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,24),-0.0539456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,12),(11,13),0.118828 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,15),0.117198 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,17),0.118926 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,19),0.119138 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,12),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,24),-0.147953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,13),(11,14),0.119069 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,15),0.118716 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,17),0.119107 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,18),0.119069 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,19),0.118931 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,13),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,24),-0.0535264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,14),(11,15),0.11836 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,17),0.1174 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,18),0.119139 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,19),0.11786 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,20),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,14),(11,21),-0.124905 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,24),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,15),(11,17),0.119114 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,19),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,15),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,24),-0.129945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,17),(11,18),0.119075 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,17),(11,19),0.119057 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,17),(11,20),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,17),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,17),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,17),(11,24),-0.153109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,18),(11,19),0.11786 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,18),(11,20),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,18),(11,21),-0.124905 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,18),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,18),(11,24),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,19),(11,20),-0.124891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,19),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,19),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,19),(11,24),-0.163407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,20),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,20),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,20),(11,24),-0.0584464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,21),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,21),(11,24),-0.134073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,23),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,11),(11,10),-0.128575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,8),-0.0504758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,3),-0.0285333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,-1),0.138869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,10),(11,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,-1),-0.118223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,8),(11,3),-0.0428023 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,-1),-0.0611712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,3),(11,-1),-0.0469454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,12),(12,24),0.119383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,12),(12,12),(12,-1),0.168371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,17),0.199303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,18),0.119164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,19),0.122922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,20),-0.125257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,21),-0.124942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,22),-0.124942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,24),-0.257778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,17),(16,18),0.117753 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,19),0.0925184 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,20),-0.125499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,17),(16,21),-0.127856 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,22),-0.127856 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,24),0.0111087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,20),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,24),-0.1249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,24),-0.185429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,20),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,24),-0.120881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,21),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,21),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,21),(16,24),-0.143959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,22),(16,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,22),(16,24),-0.143959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,23),(16,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,15),-0.0601321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,13),-0.0433601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,12),-0.050717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,-1),0.0904523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,15),(16,13),-0.0426939 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,12),-0.043159 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,-1),-0.081337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,13),(16,12),-0.042068 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,13),(16,-1),-0.0468841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,12),(16,-1),-0.0651624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,18),0.128029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,19),0.0826616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,20),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,21),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,22),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,24),-0.054503 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,18),(17,19),0.11786 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,18),(17,20),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,18),(17,21),-0.124905 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,18),(17,22),-0.124905 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,18),(17,24),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,19),(17,20),-0.124891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,19),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,19),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,19),(17,24),-0.163407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,20),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,20),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,20),(17,24),-0.0584464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,21),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,21),(17,24),-0.134073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,22),(17,24),-0.134073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,16),-0.128575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,15),-0.0885093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,13),-0.0508764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,12),-0.0562855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,-1),0.138312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,16),(17,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,12),-0.0477481 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,-1),-0.118223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,15),(17,13),-0.0420408 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,-1),-0.0748005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,13),(17,12),-0.0420008 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,13),(17,-1),-0.0628869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,12),(17,-1),-0.0893101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,20),-0.144854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.126093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,22),-0.126093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,24),-0.0895901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,24),-0.151083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,24),-0.123299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,22),(19,24),-0.123732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),-0.0810881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),0.0118281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,16),0.00815135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),-0.363502 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0440781 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,16),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.0325576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,16),-0.0425711 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),-0.0163377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,16),(19,-1),0.040866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,23),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,24),0.0626528 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,23),(22,24),-0.0872477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,20),0.154737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,19),-0.154988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,14),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,13),-0.175387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,9),-0.156555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,3),-0.155123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,2),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,-1),0.0421074 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,20),(22,19),-0.126281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,14),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,13),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,9),-0.126289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,3),-0.126312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,2),-0.12547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,-1),-0.0351341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,19),(22,14),-0.124887 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,13),-0.125063 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,2),-0.124989 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,-1),-0.181964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,14),(22,13),-0.125259 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,14),(22,9),-0.125601 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,14),(22,3),-0.125601 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,14),(22,2),-0.127089 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,14),(22,-1),-0.188084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,13),(22,9),-0.126289 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,13),(22,3),-0.126312 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,13),(22,2),-0.125471 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,13),(22,-1),-0.0336087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,9),(22,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,9),(22,2),-0.124989 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,9),(22,-1),-0.198667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,3),(22,2),-0.124989 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,3),(22,-1),-0.171119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,2),(22,-1),-0.146787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,1),(1,2),0.195766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,3),0.147028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,6),0.0317787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,8),0.0437108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,9),0.137491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,10),0.137033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,14),0.0500378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,18),0.0500378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,24),-0.188236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,1),(1,2),(1,3),0.10805 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,6),0.116935 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,8),0.115431 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,9),0.105082 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,10),0.116891 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,14),0.175942 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,18),0.175942 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,23),-0.124894 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,24),-0.0658708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,3),(1,6),0.119079 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,8),0.118854 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,9),0.0909311 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,10),0.118159 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,14),0.0977331 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,18),0.0977331 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,3),(1,24),0.016772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,6),(1,8),0.13857 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,9),0.128638 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,10),0.145389 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,14),0.144187 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,18),0.144187 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,6),(1,24),-0.0957229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,8),(1,9),0.128012 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,8),(1,10),0.145389 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,8),(1,14),0.14394 # DEPENDENCYPART_GRANDSIBL
