# _root_ These firms , which often have acquired a local brokerage firm , are calling the shots when it comes to deciding in which market to transact a trade .
#goldHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,19,20,26,24,22,26,21,28,26,13,
#predictedHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,21,19,26,22,26,26,21,28,26,13,
(13,7),(7,3),(7,-1),0.0676842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,2),(7,-1),-0.0957236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,9),0.124638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,10),0.114324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,12),0.102267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,30),-0.304105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,9),(8,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,12),0.119143 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,30),-0.115743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,12),0.118655 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,30),-0.123822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,30),-0.141325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,-1),-0.107202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,9),(9,10),0.143532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,12),0.0718072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,30),-0.193929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,10),(9,12),0.128893 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,30),-0.0230438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,12),(9,30),-0.119008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,8),-0.0471918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,5),-0.0469213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,-1),-0.0769927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,8),(9,5),-0.033362 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,8),(9,-1),-0.0256642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,5),(9,-1),-0.0744156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,11),0.0308046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,12),0.0301767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,13),-0.0889802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,30),-0.206345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,11),(10,12),0.147957 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,13),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,11),(10,30),-0.0896821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,13),-0.141194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,30),-0.133557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,13),(10,30),-0.0656268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,9),-0.0585962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,8),-0.13932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,5),-0.0618762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,4),0.0114457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),0.0603448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,9),(10,8),0.00440623 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,5),-0.0526251 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,4),-0.0556985 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,-1),-0.0515485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,8),(10,5),-0.0209201 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,4),-0.0467802 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,-1),0.00289876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,5),(10,4),-0.0420536 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,-1),-0.0749247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,4),(10,-1),0.0143764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.0293678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.0889822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.0864229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,16),0.00476927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,19),-0.0864229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,30),-0.211295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.141293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.141292 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,16),-0.142269 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,19),-0.141293 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,30),-0.135734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.122563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,16),-0.121324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,19),-0.122563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,30),-0.0669111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,16),-0.121205 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,19),-0.122563 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,30),-0.0607182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,16),(11,19),-0.125993 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,30),-0.0894242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,19),(11,30),-0.0667447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),-0.0161636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,9),-0.0561292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,8),-0.135988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,7),-0.0417905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,6),-0.0475938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,5),-0.0620943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,3),0.0356108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,2),-0.0246773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,1),-0.0924077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.0387397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,9),-0.0609647 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,8),-0.0708357 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,7),-0.0132537 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,6),-0.0133157 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,5),-0.0379938 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,3),-0.0621482 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,2),-0.045891 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,1),-0.0377593 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),-0.0585279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,9),(11,8),0.00835558 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,7),-0.0411598 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,6),-0.0418181 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,5),-0.0531337 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,3),-0.0501879 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,2),-0.0316338 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,1),-0.0138101 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,-1),-0.0529602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,8),(11,7),-0.0467512 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,6),-0.0467572 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,5),-0.0209203 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,3),-0.0338899 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,2),-0.0576668 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,1),-0.0398647 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,-1),0.00926448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,7),(11,6),-0.010023 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,5),-0.0381747 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,3),-0.0729884 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,2),-0.0574755 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,1),-0.0250035 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,-1),-0.0566337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,6),(11,5),-0.0381911 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,3),-0.0683373 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,2),-0.0585202 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,1),-0.0250772 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,-1),-0.077715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,5),(11,3),-0.0385712 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,2),-0.0525838 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,1),-0.0609318 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,-1),-0.0709339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,3),(11,2),-0.096416 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,3),(11,1),-0.036533 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,3),(11,-1),-0.0296589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,2),(11,1),-0.0379127 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,2),(11,-1),-0.062676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,1),(11,-1),0.0543788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,30),-0.0757592 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,-1),0.0136167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,15),-0.0193888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,16),0.0125402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),-0.123081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,19),-0.0597325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,20),0.0688718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,21),-0.0583846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,22),-0.0651771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,24),0.0243161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,25),0.0688718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,26),-0.0595567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,28),0.0122756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,29),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,30),0.071869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,16),-0.0459733 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,17),-0.039745 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,19),-0.0502272 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,20),-0.0405347 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,21),-0.0502272 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,22),-0.0364135 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,24),-0.0459751 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,25),-0.0405347 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,26),-0.0502272 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,28),-0.0460156 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,29),-0.0425819 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,30),-0.0385466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,16),(14,17),0.013518 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,19),-0.0662441 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,20),-0.046046 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,21),-0.0659961 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,22),-0.0502148 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,24),0.00190469 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,25),-0.046046 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,26),-0.0659497 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,28),0.00109079 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,30),-0.107208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,19),-0.0430979 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,21),-0.0430979 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,22),-0.0472764 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,24),-0.0456569 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,26),-0.0430979 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,28),-0.0456569 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,30),0.0073165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,20),-0.0520311 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,21),-0.0165455 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,22),-0.0436342 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,24),-0.067723 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,25),-0.0520311 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,26),-0.0165455 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,28),-0.0676844 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,29),-0.028115 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,30),-0.0304941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,20),(14,21),-0.0350962 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,22),0.00589702 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,24),-0.0549966 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,25),-0.0552565 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,26),-0.0350962 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,28),-0.0549966 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,29),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,30),-0.028415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,21),(14,22),-0.0436342 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,24),-0.067714 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,25),-0.0520295 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,26),-0.0165455 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,28),-0.0676754 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,29),-0.028115 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,30),-0.0249285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,22),(14,24),-0.011915 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,25),-0.0797531 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,26),-0.0848721 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,28),-0.0162699 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,29),-0.0509477 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,30),-0.0188498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,24),(14,25),-0.0454133 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,26),-0.0671347 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,28),0.000823992 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,29),-0.0376732 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,30),-0.0981932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,25),(14,26),-0.0350962 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,25),(14,28),-0.0549966 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,25),(14,29),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,25),(14,30),-0.028415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,26),(14,28),-0.0676754 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,26),(14,29),-0.028115 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,26),(14,30),-0.0296632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,28),(14,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,28),(14,30),-0.10176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,29),(14,30),-0.0555125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.0986901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,12),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.180888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,6),-0.107975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,2),-0.180888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.19781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.127406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,6),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,2),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.140811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),-0.126165 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,6),-0.150162 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.12431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,6),-0.123307 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.135775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,6),(14,2),-0.125594 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,-1),-0.124073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,2),(14,-1),-0.125142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,30),-0.0973251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,-1),-0.302464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,18),-0.0734729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,19),-0.0458419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,20),-0.124671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,21),-0.0470449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,22),-0.109523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,24),-0.0100998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,25),-0.124671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,26),-0.0461517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,30),0.0594193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,18),(16,19),-0.0432144 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,20),-0.0486084 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,21),-0.0432144 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,22),-0.0469584 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,24),-0.0445411 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,25),-0.0486084 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,26),-0.0432144 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,30),0.00656316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,19),(16,20),-0.0434093 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,21),-0.00919013 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,22),0.00239847 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,24),-0.0572866 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,25),-0.0434093 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,26),-0.00919013 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,30),-0.0653638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,20),(16,21),-0.0263341 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,22),-0.081314 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,24),-0.0538311 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,25),-0.0483914 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,26),-0.0263341 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,30),-0.0106164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,21),(16,22),0.00239895 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,24),-0.0572866 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,25),-0.0434093 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,26),-0.00919013 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,30),-0.0681787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,22),(16,24),-0.0883455 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,25),-0.0231132 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,26),-0.0364604 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,22),(16,30),-0.0599722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,24),(16,25),-0.0469214 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,26),-0.0131757 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,30),-0.0620994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,25),(16,26),-0.0263341 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,25),(16,30),-0.0106164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,26),(16,30),-0.0672851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.110414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,14),0.211065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.203368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,14),0.124989 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.192083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,-1),-0.0594337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,20),0.0722306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,21),-0.0624692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
