# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(14,4),(14,12),0.0510029 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.202352 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.119586 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0496737 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0666835 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0522599 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0634058 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0812817 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.186691 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.461205 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0905586 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00716741 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0147968 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0317707 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0592253 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0826473 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.295507 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.024401 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0104585 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0178226 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0468581 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0400768 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.919639 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.150757 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0327432 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.017092 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0207009 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0443428 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.287432 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.147713 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.106788 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.123712 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.124431 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0388846 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0815744 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0927917 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0445436 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0812084 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0756039 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0828321 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.102024 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.114089 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.11641 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.120971 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0114071 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0213857 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0516244 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0682341 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0880905 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0112863 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0361562 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.111768 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.211772 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.225852 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.370755 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.264858 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.680939 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.634816 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0168676 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0410196 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0224787 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0154238 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.340775 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.182591 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0391507 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.137276 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00199322 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0517093 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.92086 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.165027 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.274514 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.140949 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0266166 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0435342 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0995199 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0413344 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0386389 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.118732 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.124558 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.282313 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.146175 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0237001 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0285114 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0613015 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0398147 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0683648 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0205 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0554328 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.11641 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.878919 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0930432 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.167054 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0787276 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0977822 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0610278 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.125265 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0672553 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0414203 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.132391 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.153222 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.178688 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.08686 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0874119 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0431085 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0488653 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.145098 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0960167 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.170397 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0233778 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0399519 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0753635 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0965882 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0141876 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0151711 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0858214 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0173422 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0323806 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0826553 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0989119 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.245392 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.259841 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0900567 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.260601 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.372441 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.034171 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.176024 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.190016 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.126326 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.190798 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.226005 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.219156 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.142211 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0688352 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.144565 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.221248 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0515804 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.067764 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.173478 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.249115 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0874579 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.250967 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.36456 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0598271 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.254471 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0965422 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0382837 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.787053 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.961983 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.542757 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.114011 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0459335 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.285625 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.125816 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.171649 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),1.67133 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.946828 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.13147 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.663407 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.129153 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0447898 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0945969 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.239821 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0694596 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.156506 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.684046 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.102512 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.15754 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.207587 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0123971 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-1.19206 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.499333 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.340513 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),1.72844 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.613396 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.775523 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.361287 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.327655 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.243357 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.288795 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.0234432 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.384295 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0747947 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0423026 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0238505 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.275891 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0832537 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.270097 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-1.03546 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.528989 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.359531 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.327849 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),2.19881 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.877787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0993238 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.251148 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.204091 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.385198 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.551293 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.821375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.27755 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.207189 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.273305 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.428064 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.50426 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.395055 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.620507 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-1.01514 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.00669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.201579 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.0994935 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.268749 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.325864 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.65979 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.196411 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.166976 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.81194 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.301602 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.639779 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.75884 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.664439 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.701822 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.52296 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.902076 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-1.09359 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.227107 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.62037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.41089 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.980631 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.976547 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.37908 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.18429 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.75941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.132765 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.139877 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.469792 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.473507 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.517435 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.538324 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-1.04208 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.18208 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.692524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.494693 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.189139 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0647809 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.479658 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.48624 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.528024 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.587586 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.504224 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.49114 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.760358 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.6644 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.944922 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.670538 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.734623 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.94874 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-1.04981 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.14019 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.785419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.395116 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.118534 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.150284 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.68796 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.179026 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0484687 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.716171 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.29598 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.582734 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.676935 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.756126 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.821516 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.488542 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.879181 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-1.10787 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.26866 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.267009 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.4943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-1.32061 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.844049 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.24534 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.562528 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.49617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.698758 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.32162 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.845068 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.24635 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.26468 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.15128 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.557018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.532044 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.15559 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.36112 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.367176 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.372719 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.456772 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.29902 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.350438 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.451982 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.518466 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.766893 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.583386 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.592778 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.858998 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.84813 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.703072 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.340683 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.238337 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.299554 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.504975 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.269203 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.604439 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.255052 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.75809 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.728525 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.811774 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.935816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.139244 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.675032 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.356062 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.108678 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.3365 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.44113 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.213706 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.22296 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.10984 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.730593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0681033 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.522686 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.888089 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0998714 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0145536 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.601179 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.105379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.45711 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.390598 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.625271 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.657675 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.416291 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.801129 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.91879 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.134021 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.875705 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.198939 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.205572 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.93106 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.495368 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.883485 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.333414 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.249272 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.2723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.932538 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.496853 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.884964 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.281492 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.281904 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.27422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.934104 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.452675 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.521464 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.498411 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.886529 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.07455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.670125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.257633 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0555312 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.013689 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.297228 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.449188 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0437251 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0627171 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.147205 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0575033 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.230637 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.112092 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.311652 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.496084 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.446619 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.946811 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.705577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.269973 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.463166 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.207276 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0159857 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0714787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.149284 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.01086 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.04747 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.03826 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.53785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.149274 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.946053 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.184484 # DEPENDENCYPART_GRANDPAR
