# _root_ Investors have complained for some time about program trading , particularly index arbitrage , to little avail .
#goldHeads=2,0,2,3,6,4,3,9,7,9,9,13,9,9,3,17,15,2,
#predictedHeads=2,0,2,3,6,4,6,9,7,9,13,13,9,13,13,17,15,2,
(6,13),(13,11),(13,7),0.109304 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,6),0.108573 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,5),-0.145047 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,11),(13,-1),-0.127812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,10),(13,9),0.118229 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,8),0.118234 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,7),0.114553 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,6),0.118219 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,5),-0.144707 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,10),(13,-1),-0.0334368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,9),(13,8),0.090446 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,7),0.110556 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,6),0.0904304 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,5),-0.144975 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,9),(13,-1),-0.176821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,8),(13,7),0.110557 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,6),0.0909652 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,5),-0.144975 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,-1),-0.177525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,7),(13,6),0.104632 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,7),(13,-1),-0.12067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,6),(13,5),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,-1),-0.174371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,5),(13,-1),-0.14345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,19),-0.051445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,14),(14,-1),-0.191876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,15),(15,16),-0.00605008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,17),0.022417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,18),-0.0194419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,19),-0.217088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,19),-0.00548844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,17),(15,18),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,19),0.0400531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,18),(15,19),-0.0194437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,14),0.109471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,-1),-0.105173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,14),(15,-1),-0.145962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,16),(16,18),-0.0227206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,19),0.061759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,18),(16,19),-0.0225426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,16),(16,14),0.115316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,13),0.12907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,11),0.110549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,9),0.12907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,-1),0.00673334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,14),(16,13),0.107124 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,11),0.108891 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,9),0.107124 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,-1),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,13),(16,11),0.107319 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,9),0.10791 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,-1),-0.117824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,11),(16,9),0.108976 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,11),(16,-1),-0.136997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,9),(16,-1),-0.117824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,17),(17,18),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,19),0.138086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,18),(17,19),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,17),(17,16),0.0829441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,15),0.162946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,14),0.182044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,13),0.159032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,12),0.158128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,11),0.103231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,9),0.156432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,8),0.156669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,7),0.149601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,6),0.154869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,5),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,2),-0.173688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,-1),-0.019158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,16),(17,15),0.106868 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,14),0.0772962 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,13),0.122984 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,12),0.122984 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,11),0.111014 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,9),0.122984 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,8),0.122983 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,7),0.118344 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,6),0.122984 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,5),-0.144709 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,-1),-0.189769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,15),(17,14),0.109065 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,13),0.119354 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,12),0.119354 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,11),0.108594 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,9),0.119354 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,8),0.119354 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,7),0.108991 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,6),0.119348 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,5),-0.144983 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,-1),-0.107587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,14),(17,13),0.118234 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,12),0.118234 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,11),0.106071 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,9),0.118229 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,8),0.118234 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,7),0.114553 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,6),0.118219 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,5),-0.144707 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,2),-0.146635 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,14),(17,-1),-0.0334368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,13),(17,12),0.091037 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,11),0.108596 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,9),0.0910366 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,8),0.091037 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,7),0.110557 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,6),0.0910213 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,5),-0.144975 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,2),-0.14473 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,13),(17,-1),-0.174607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,12),(17,11),0.108596 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,12),(17,9),0.091085 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,12),(17,8),0.0910854 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,12),(17,7),0.110557 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,12),(17,6),0.0910698 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,12),(17,5),-0.144975 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,12),(17,2),-0.14473 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,12),(17,-1),-0.175542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,11),(17,9),0.108573 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,11),(17,8),0.108573 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,11),(17,7),0.109304 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,11),(17,6),0.108573 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,11),(17,5),-0.145047 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,11),(17,2),-0.144704 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,11),(17,-1),-0.127812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,9),(17,8),0.090446 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,9),(17,7),0.110556 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,9),(17,6),0.0904304 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,9),(17,5),-0.144975 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,9),(17,2),-0.14473 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,9),(17,-1),-0.176819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,8),(17,7),0.110557 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,8),(17,6),0.0909652 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,8),(17,5),-0.144975 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,8),(17,2),-0.14473 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,8),(17,-1),-0.177524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,7),(17,6),0.104632 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,7),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,7),(17,2),-0.144823 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,7),(17,-1),-0.12067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,6),(17,5),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,6),(17,2),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,6),(17,-1),-0.17437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,5),(17,2),-0.144713 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,5),(17,-1),-0.14345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,2),(17,-1),-0.199211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,18),(18,19),0.00895973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,18),(18,17),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,16),0.108578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,-1),-0.107622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,17),(18,16),0.109514 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,16),(18,-1),-0.145699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,5),0.0905048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,6),0.123374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,7),-0.146118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,8),-0.162648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,9),-0.162648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,13),-0.162648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,17),-0.162648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,19),-0.0545516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,5),(4,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,19),-0.169864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,6),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,19),-0.135246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,7),(4,8),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,9),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,13),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,17),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,19),-0.152755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,8),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,19),-0.135102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,9),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,9),(4,19),-0.135048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,10),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,19),-0.135878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,11),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,19),-0.155894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,13),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,13),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,13),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,13),(4,19),-0.135041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,15),(4,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,15),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,15),(4,19),-0.145684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,17),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,17),(4,19),-0.135041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,18),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,1),-0.0731553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,-1),0.0333484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,1),(4,-1),-0.0279858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,5),(5,7),-0.147542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,19),-0.130407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,7),(5,19),-0.149084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,5),(5,-1),0.00235738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,7),-0.152099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,8),-0.150282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.150282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,11),-0.144746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,12),-0.150282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,13),-0.150282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,15),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,16),-0.145587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,17),-0.150282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,19),-0.161346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,10),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,12),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,13),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,14),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,17),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,19),-0.129928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,10),-0.144852 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,11),-0.144882 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,12),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,13),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,14),-0.144852 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,17),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,19),-0.132333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,10),-0.144852 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,11),-0.144882 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,12),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,13),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,14),-0.144852 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,17),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,19),-0.135429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,10),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,12),-0.144999 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,13),-0.144999 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,17),-0.144999 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,19),-0.152804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,11),(6,12),-0.144811 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,13),-0.144811 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
