# _root_ Company officials said the new company , Sin Kean Boon-Sanwa ( J.V . ) is capitalized at the equivalent of 54 million yen ( $ 381,000 ) .
#goldHeads=2,3,0,6,6,15,6,10,10,6,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
#predictedHeads=2,3,0,6,6,15,15,10,10,15,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
(12,15),(15,15),(15,12),0.180815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.193582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,9),-0.193582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,8),-0.193582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,7),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,6),-0.194794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,5),-0.151895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,3),-0.189919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,2),-0.193589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0481132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.10544 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.102343 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.147818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.106411 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),-0.144799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,9),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,8),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,7),-0.145018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,5),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.130821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,8),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,7),-0.145018 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,5),-0.144711 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,9),(15,8),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,7),-0.145018 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,5),-0.144711 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,8),(15,7),-0.145018 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,5),-0.144711 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,-1),-0.0244577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,7),(15,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,5),-0.144776 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,-1),-0.210496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,6),(15,5),-0.144711 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,-1),-0.0232557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,5),(15,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,2),-0.144961 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,-1),-0.228481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,3),(15,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,3),(15,-1),-0.150038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,2),(15,-1),-0.0196911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),0.0126665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.020828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0225206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),0.00217053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.00145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),-0.00124122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0236166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,28),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,29),0.0575131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0197182 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0125722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0214116 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0205726 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0205726 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.0125722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,28),-0.0306913 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,29),0.00595153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.024726 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0201187 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0201187 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,29),-0.0159315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.00374724 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),-0.0200003 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.0200003 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,29),-0.0278763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,21),-0.0200707 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,22),-0.0200707 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),-0.0147364 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,28),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,29),0.00205321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,22),-0.0247733 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,23),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,29),-3.87819e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,22),(16,23),-0.0228451 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,29),0.000375763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,29),-0.0280082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,28),(16,29),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.134423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.131651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,10),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,9),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,8),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,7),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,6),-0.194625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,3),-0.189829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,2),-0.19342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.0150805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,12),0.107372 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,10),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,7),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.158333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.144799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,8),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,7),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.124341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,8),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,7),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,8),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,7),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,8),(16,7),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,-1),-0.0828249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,7),(16,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,6),(16,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.0816229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,3),(16,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,-1),-0.158315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,2),(16,-1),-0.0780583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0110615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),0.111532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0382899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),0.0621065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),0.0620409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),0.107517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,27),-0.0214678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,29),-0.315113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0232965 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.014725 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.0216351 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,22),-0.0216351 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.0232965 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,29),0.00704038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0169485 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0144909 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,22),-0.0144909 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.0528527 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,27),-0.0146717 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,29),0.0456956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0203644 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,22),-0.0203644 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0202568 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,27),-0.019608 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,29),-0.0537907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,21),(17,22),-0.0336937 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,23),-0.0242262 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,27),-0.0221279 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,29),0.0275839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,22),(17,23),-0.0251252 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,27),-0.0222037 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,29),0.0245855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,23),(17,27),-0.0146915 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,29),0.0433542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,27),(17,29),-0.0222029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.10014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.119142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,-1),-0.1576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),0.0165787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,21),-0.0974648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.105582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,23),-0.132835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,25),-0.0269039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,26),-0.0974521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,27),0.0569699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,28),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,29),0.134406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,21),-0.019489 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,22),-0.019489 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,23),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,25),-0.019442 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,26),-0.019489 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,27),-0.0288831 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,28),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,29),-0.00748677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,21),(19,22),-0.0135725 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,23),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,25),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,26),-0.0132652 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,27),-0.0128146 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,28),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,29),-0.0972787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,22),(19,23),-0.0270956 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,25),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,26),-0.0139568 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,27),-0.012956 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,28),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,29),-0.100039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,23),(19,25),-0.0196409 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,26),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,27),-0.0229344 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,28),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,29),0.0249755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,25),(19,26),-0.0195629 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,27),-0.0139347 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,29),-0.0296194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,26),(19,27),-0.0128146 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,28),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,29),-0.0958942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,27),(19,28),-0.0197905 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,27),(19,29),0.0564553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,28),(19,29),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,18),0.104199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,17),0.147722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,12),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,11),-0.144786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),-0.00357858 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,18),(19,17),0.105485 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,12),0.129835 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,-1),-0.15734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,12),0.104273 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,-1),-0.116831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,12),(19,11),-0.144914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,-1),-0.17387 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,11),(19,-1),-0.100203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,21),0.0935223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
