# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,7,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(2,5),(5,4),0.0331357 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.151434 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.254331 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.441258 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0273205 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0625524 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.344626 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.159655 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.421643 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.310272 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.160005 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.445183 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.554183 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.639881 # DEPENDENCYPART_GRANDPAR
(2,5),(5,35),-0.586466 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.769988 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.758637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0895367 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0901792 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0625312 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0718117 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.000698656 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0233683 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.300555 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.12943 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.452121 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.205614 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.21305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.191281 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.476939 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.103044 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.0256253 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.457153 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.306309 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0160218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.173928 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.620509 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.43793 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.373329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.773148 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.547879 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0932759 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.48669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.17725 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0627993 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0910635 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.00881445 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.472925 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.121015 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),0.256707 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.417587 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.391932 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.00107357 # DEPENDENCYPART_GRANDPAR
(3,5),(5,35),-1.48803 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.712126 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.548083 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.650786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.479498 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.318978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.171075 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.182717 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0671006 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0892415 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0341412 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.532565 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.670044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.470969 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.346625 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.076176 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.516291 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.104704 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.141571 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.214162 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.163223 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.0248329 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.365496 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0503483 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.286784 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.414926 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.284503 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.337115 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.0317002 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),0.122025 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.248112 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-0.609436 # DEPENDENCYPART_GRANDPAR
(3,7),(7,35),-1.35206 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.459139 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.186625 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.160415 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.191362 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.352368 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.113795 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.151277 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.407457 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.060664 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.776576 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.496749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.87735 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.483613 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.159779 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.35212 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.049301 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.1558 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.206538 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0158477 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.424335 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.063752 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.323821 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.433692 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.343342 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.070495 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),0.0636634 # DEPENDENCYPART_GRANDPAR
(3,10),(10,28),-0.305255 # DEPENDENCYPART_GRANDPAR
(3,10),(10,29),-0.698345 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.271117 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.145639 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.086694 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.538441 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.0104919 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.144701 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.281286 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.796074 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.567223 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.290878 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.111844 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.126176 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.504255 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0656633 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.493728 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.106374 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.260789 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.370876 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.411406 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.412735 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.122327 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),0.0107061 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.582676 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.471779 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.711373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.474793 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.296182 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.0405906 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.0458277 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.592278 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.296747 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.0586739 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.199841 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.379023 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.289109 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.51047 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.295411 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.393059 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.433589 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.0666293 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.290026 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.361399 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),0.0181503 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),0.238826 # DEPENDENCYPART_GRANDPAR
(3,16),(16,29),-0.459998 # DEPENDENCYPART_GRANDPAR
(3,16),(16,31),-0.699973 # DEPENDENCYPART_GRANDPAR
(3,16),(16,32),-0.142915 # DEPENDENCYPART_GRANDPAR
(3,16),(16,34),-0.789184 # DEPENDENCYPART_GRANDPAR
(3,16),(16,35),-1.39335 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.729132 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.524019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,8),-0.302631 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.181887 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.00127444 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),0.0626042 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.0260005 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.0683359 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.142558 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.370823 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.442759 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.461525 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.0826597 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),0.0938633 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.480866 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.527249 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.483005 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.293364 # DEPENDENCYPART_GRANDPAR
(3,18),(18,31),-0.641838 # DEPENDENCYPART_GRANDPAR
(3,18),(18,32),-0.0657903 # DEPENDENCYPART_GRANDPAR
(3,18),(18,34),-0.594638 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-0.776644 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.498093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),0.872478 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),0.482424 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),-0.34504 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.0127488 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.0763113 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),0.000446743 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.329208 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.369738 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.103157 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.16699 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.382518 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),0.062289 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.735812 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.422817 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.467539 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.446952 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.282404 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.680123 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-0.704718 # DEPENDENCYPART_GRANDPAR
(3,22),(22,32),-0.116569 # DEPENDENCYPART_GRANDPAR
(3,22),(22,34),-0.803668 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),0.0978178 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.648969 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.291052 # DEPENDENCYPART_GRANDPAR
(3,23),(23,26),-0.279084 # DEPENDENCYPART_GRANDPAR
(3,23),(23,27),-0.24826 # DEPENDENCYPART_GRANDPAR
(3,23),(23,28),-0.100803 # DEPENDENCYPART_GRANDPAR
(3,23),(23,31),-0.530642 # DEPENDENCYPART_GRANDPAR
(3,23),(23,32),-0.266181 # DEPENDENCYPART_GRANDPAR
(3,28),(28,1),-0.776578 # DEPENDENCYPART_GRANDPAR
(3,28),(28,3),-0.490199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,28),(28,8),-0.349394 # DEPENDENCYPART_GRANDPAR
(3,28),(28,12),-0.0189737 # DEPENDENCYPART_GRANDPAR
(3,28),(28,20),-0.173153 # DEPENDENCYPART_GRANDPAR
(3,28),(28,21),-0.36738 # DEPENDENCYPART_GRANDPAR
(3,28),(28,22),0.0228276 # DEPENDENCYPART_GRANDPAR
(3,28),(28,23),0.35751 # DEPENDENCYPART_GRANDPAR
(3,28),(28,24),-0.357334 # DEPENDENCYPART_GRANDPAR
(3,28),(28,25),-0.362385 # DEPENDENCYPART_GRANDPAR
(3,28),(28,26),-0.390813 # DEPENDENCYPART_GRANDPAR
(3,28),(28,27),-0.317701 # DEPENDENCYPART_GRANDPAR
(3,28),(28,29),-0.659078 # DEPENDENCYPART_GRANDPAR
(3,28),(28,31),-0.650073 # DEPENDENCYPART_GRANDPAR
(3,28),(28,32),-0.11221 # DEPENDENCYPART_GRANDPAR
(3,28),(28,33),-0.841866 # DEPENDENCYPART_GRANDPAR
(3,28),(28,34),-0.749023 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),-0.185779 # DEPENDENCYPART_GRANDPAR
(3,29),(29,30),-0.429431 # DEPENDENCYPART_GRANDPAR
(3,29),(29,31),-0.457492 # DEPENDENCYPART_GRANDPAR
(3,29),(29,32),-0.207217 # DEPENDENCYPART_GRANDPAR
(3,29),(29,33),-0.662836 # DEPENDENCYPART_GRANDPAR
(3,29),(29,34),-0.661416 # DEPENDENCYPART_GRANDPAR
(3,32),(32,33),-0.915062 # DEPENDENCYPART_GRANDPAR
(3,32),(32,34),-0.79791 # DEPENDENCYPART_GRANDPAR
(3,35),(35,34),-0.904293 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.982064 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.931616 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.852983 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.18539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0803434 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.546955 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.780206 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.489186 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.509942 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.233712 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.553487 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.460736 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.848369 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.816628 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.680278 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.593156 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.592079 # DEPENDENCYPART_GRANDPAR
(4,5),(5,35),-2.05351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.963513 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.931319 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.823511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.30167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0315915 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.482222 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.476042 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.485634 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.260645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.563711 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.514753 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.99938 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.831745 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.09009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.046295 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.238277 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.742412 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.354291 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.204943 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.620176 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.534298 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.459369 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.811096 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.786042 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.630819 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.591789 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.821521 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.563309 # DEPENDENCYPART_GRANDPAR
(4,10),(10,28),-1.00774 # DEPENDENCYPART_GRANDPAR
(4,10),(10,29),-0.611904 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.486785 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.652093 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.475728 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.602336 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.853316 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.987169 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.569589 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0497603 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.205426 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.546581 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.304146 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.20614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.449395 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.305925 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0748393 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.232857 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.21066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.600669 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.437432 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.757573 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.691403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.499243 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.644619 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.696906 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.696509 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.578243 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.436731 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.606086 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.843086 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.788377 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.829981 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.966277 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-0.919278 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.08891 # DEPENDENCYPART_GRANDPAR
(5,3),(3,32),-1.16576 # DEPENDENCYPART_GRANDPAR
(5,3),(3,35),-1.42496 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.2131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.556146 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.477676 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.564685 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.727173 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.408983 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.677925 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.408915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.912224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.673858 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0610857 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.143478 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.296728 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0597687 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.00893952 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.748268 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.401403 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.703457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0207068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.350118 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.158818 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0422036 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.269457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.219 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.127531 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0992337 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0969911 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.169967 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.332823 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.309368 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.361417 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.286523 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.0522005 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.367927 # DEPENDENCYPART_GRANDPAR
(5,7),(7,29),-0.249943 # DEPENDENCYPART_GRANDPAR
(5,7),(7,35),-1.02012 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.787666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0774762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.214346 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.222085 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.161937 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0760646 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.24626 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0227447 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0599663 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.836684 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.771437 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.614439 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.726938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.100494 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.158687 # DEPENDENCYPART_GRANDPAR
