# _root_ In composite trading on the New York Stock Exchange , Black & Decker closed at $ 19.75 yesterday , down 25 cents .
#goldHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
#predictedHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
(13,14),(14,14),(14,13),0.129642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,12),-0.169239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,10),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,9),-0.193793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,8),-0.195043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,7),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,6),-0.194011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,5),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,4),-0.173318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,3),-0.193502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,2),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,1),-0.1766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.020293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,10),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,9),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,8),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,7),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,5),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,4),-0.145539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,2),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.0841181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),0.0227048 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,10),0.0717605 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,9),-0.00683218 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,8),0.0368124 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,7),-0.00228239 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,6),0.00763423 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,5),-0.0614817 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,4),-0.0324425 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,3),0.0301601 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,2),0.0706081 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,1),-0.0357434 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.147932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,10),-0.144936 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,8),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,5),-0.145141 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,4),-0.145539 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,2),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.0841398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,10),(14,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,8),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,4),-0.145222 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,2),-0.144776 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,1),-0.145241 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,-1),-0.208606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,9),(14,8),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,5),-0.145141 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,4),-0.145539 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,2),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,-1),-0.086348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,8),(14,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,5),-0.145141 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,4),-0.145539 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,2),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,-1),-0.0828045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,7),(14,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,5),-0.145141 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,4),-0.145539 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,2),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,-1),-0.0852606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,6),(14,5),-0.145141 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,4),-0.145539 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,2),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,-1),-0.0853207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,5),(14,4),-0.144715 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,3),-0.144878 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,1),-0.144715 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,-1),-0.163171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,4),(14,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,4),(14,2),-0.144734 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,4),(14,1),-0.14545 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,4),(14,-1),-0.223294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,3),(14,2),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,3),(14,1),-0.145538 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,3),(14,-1),-0.0819333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,2),(14,1),-0.144877 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,2),(14,-1),-0.226783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,1),(14,-1),-0.226439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,16),0.00446762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),0.0585245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,18),0.094725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),-0.0476227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,20),-0.0566993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,21),0.0601277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,22),0.102319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,24),-0.315113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.0225199 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,18),-0.0268953 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.0217334 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,20),-0.021215 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,21),-0.0225199 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,22),-0.0268953 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,24),0.0216944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,17),(15,18),-0.0242127 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,19),-0.0275529 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,20),0.00556219 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,21),-0.0287025 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,22),-0.0242127 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,24),0.0239883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,18),(15,19),-0.00197176 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,20),-0.0257877 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,21),-0.0144909 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,22),-0.0528527 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,23),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,24),0.0281901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,19),(15,20),-0.0152585 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,21),-0.0195071 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,22),-0.0420621 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,23),-0.0214236 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,24),-0.00861653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,20),(15,21),-0.0197308 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,22),-0.024812 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,24),0.00333552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,21),(15,22),-0.0244969 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,24),0.0258758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,22),(15,23),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,22),(15,24),0.0295712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,23),(15,24),-0.024367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,12),-0.154609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.119142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,12),(15,-1),-0.157658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,17),-0.0673324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,18),-0.0215916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,20),-0.0291155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,24),0.0948367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,18),-0.0195284 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,19),-0.0219804 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,20),-0.0210254 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,23),-0.0194498 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,24),-0.0272621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,18),(16,19),-0.00201711 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,20),-0.019455 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,24),-0.0293037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,19),(16,20),-0.0203406 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,24),-0.0291455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,20),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,24),-0.0445499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,23),(16,24),-0.0194529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.0977733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.263138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,-1),-0.208732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.0285827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.0553235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),0.000420511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),0.158162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0188868 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0195694 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.0194441 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.0461498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.00708597 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,21),-0.0260915 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.0184782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),-0.0195174 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,24),-0.0333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,24),0.0938569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.131562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.0763984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.0441365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.109472 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.125245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,-1),-0.176708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,19),0.133894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,20),-0.0303121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,21),-0.0945779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,22),-0.133938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,23),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,24),0.145555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,19),(18,20),-0.0280651 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,21),-0.0167273 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,22),0.13516 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,23),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,24),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,20),(18,21),-0.019466 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,22),-0.0209 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,23),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,24),-0.0365504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,21),(18,22),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,23),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,24),-0.0878468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,22),(18,23),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,24),0.0272798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,23),(18,24),0.0744309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,17),0.16627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,16),0.0931724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,15),0.147476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,12),-0.150191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,-1),-0.0114966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,17),(18,16),0.105939 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,17),(18,15),0.104318 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,17),(18,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,17),(18,-1),-0.143348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,16),(18,15),0.109449 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,16),(18,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,16),(18,-1),-0.15265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,15),(18,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,15),(18,-1),-0.117211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,12),(18,-1),-0.213643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,23),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),0.113101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.170725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.100633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,19),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,18),0.156863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,17),0.171694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,16),0.0931301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,15),0.147853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),-0.0287426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.116539 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,19),0.119758 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,18),0.112059 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,17),0.104123 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,16),0.104661 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,15),0.104313 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.142096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,19),0.106792 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,18),0.108567 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,17),0.109266 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,16),0.109527 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,15),0.112842 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,-1),-0.129059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,19),(22,18),0.11728 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,17),0.107441 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,16),0.108749 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,15),0.114522 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,-1),-0.03343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,17),0.1026 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,16),0.114414 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,15),0.109934 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,-1),-0.17591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,16),0.104661 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,15),0.104317 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,-1),-0.136952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,16),(22,15),0.109449 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,-1),-0.153929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,-1),-0.116703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,1),(1,2),0.0700629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,3),0.13211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,4),0.0654524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,6),0.110648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,7),0.115698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,8),0.110747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,9),0.119525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,10),0.103127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,12),0.101715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,24),0.0426626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,1),(1,2),(1,3),0.109218 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,4),0.104706 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,6),0.109218 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,7),0.109218 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,8),0.109218 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,9),0.109218 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,10),0.103856 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,12),0.109181 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,24),-0.145114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,3),(1,4),0.108998 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,6),0.104082 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,7),0.104082 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,8),0.104081 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,9),0.104082 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,10),0.116689 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,12),0.109228 # DEPENDENCYPART_GRANDSIBL
