# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,8,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(4,1),(1,4),-1.54368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.59052 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.493307 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.543594 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.55381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.562499 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.733692 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.731241 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.754891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.841721 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.969101 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.687792 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.424262 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.436512 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.53604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.549411 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.715923 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.706206 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.7197 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.695844 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.805609 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.839698 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.898365 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.07173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.103606 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0907415 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.219335 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.343147 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.469816 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.518807 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.143621 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.42922 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.248265 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.32082 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.510319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.321738 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.833822 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.64086 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-1.19876 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.857873 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.892523 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.11123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.100179 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.499135 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.434626 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.552271 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.592272 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.723917 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.329216 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.554302 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.440404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.594251 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.849528 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.868043 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.890341 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.05701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.130863 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.253307 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.445452 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.474568 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.496461 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.646215 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.28674 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.469344 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.894886 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.905658 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.31517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.517059 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.48047 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.246763 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.390422 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.429821 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.195215 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.269951 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.494882 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.353887 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.297358 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.272968 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.347099 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.324204 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.501054 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.0121602 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.366504 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.407082 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.350142 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.378721 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.479665 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.899513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.495249 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.465542 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.52153 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.712304 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.647878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.613146 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.2423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.531245 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.400834 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.304886 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.18162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.134535 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.313382 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.033212 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.719845 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.70896 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.526433 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.742755 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.625993 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.258318 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.14619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0943168 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.263392 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.0182323 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.527582 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.496036 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.35567 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.259955 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.18116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.134111 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.31277 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.0327628 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.71941 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.845032 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.787452 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.690352 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.596621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0376735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.13349 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.200683 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.183736 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.161161 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.144486 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.250229 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.359477 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.100333 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.836067 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.762587 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.742557 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.665499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.609732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.408776 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.136207 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.157071 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.148935 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.117548 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.106149 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.29672 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.907151 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.814397 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.717309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.341584 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.170555 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0417176 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.123818 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.070815 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.150651 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.570678 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.079652 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.371782 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.313624 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.220839 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.143725 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.197422 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0615785 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.037244 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.263196 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.177718 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.481894 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.133931 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0154188 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.487779 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.263433 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.516555 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.39636 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.832809 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.321285 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.229126 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.14892 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0330337 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0379487 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.110324 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.258024 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.184319 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.478068 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.166416 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.00881826 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.480073 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.333228 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.516537 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.38976 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.382757 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.406108 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.569131 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.707087 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.351715 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.00231074 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.550815 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.61219 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.577694 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.185683 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.604157 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),0.158494 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.756285 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.704049 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.731642 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.606137 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.820513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.219463 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.128329 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.0877924 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.157349 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.386815 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0986345 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.182838 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.507992 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.23837 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.187482 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.0769792 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.461789 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.0142848 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.597399 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.250485 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.102119 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.255691 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.38514 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.96146 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.173595 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.113523 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.638818 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.201762 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.698907 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.808318 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),1.02531 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.549261 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.645975 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.586553 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),0.614458 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.752053 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.699778 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.727367 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.601865 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.793286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,9),-0.11813 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0594154 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.39816 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.0802327 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.407388 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),0.0106942 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.565866 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.218954 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.117215 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.18761 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.360125 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.956366 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.150038 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.770108 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.460256 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.248135 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.423724 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.352605 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.0214461 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.247708 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),0.293884 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.450658 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),0.085309 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.678937 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.208851 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.406604 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.388099 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.506047 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.52044 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.422707 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.324486 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.453143 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.542007 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.376958 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.333576 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.75317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.558123 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.05847 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.89368 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.01551 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.703771 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.440502 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.382533 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.557638 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.318096 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.75315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.557911 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.05844 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.893646 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.231966 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.222457 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.252033 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.160788 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.70214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.538611 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.12271 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.887561 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.991054 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.970377 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.668774 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.986568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.929365 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.870619 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.0785 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.986537 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.29201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.16381 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-1.448 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.81006 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.820847 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.890148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.762799 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.786306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.27334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.749037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.526527 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.540586 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.610067 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.302022 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.579063 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.855418 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.858463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.800414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.53653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.307351 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.297218 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.430761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.392169 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.208296 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.378165 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.511007 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.489232 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.31683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0998493 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.651241 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.36833 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.464906 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.00312209 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.460556 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.516801 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.404639 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.397743 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.616515 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.854871 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.541086 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.544238 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.662524 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.900321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.31683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0992231 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.653747 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.24614 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.524929 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0814264 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.466169 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.515471 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.406015 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.43544 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.615185 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.852368 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.615159 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.549422 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.661194 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.649403 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.553047 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.676449 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.539568 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.151209 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.33856 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.619877 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.248795 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.766582 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.605831 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.539596 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.703957 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.766143 # DEPENDENCYPART_GRANDPAR
