# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(5,14),(14,6),0.527325 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.33061 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.179643 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0320083 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.252359 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.544423 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.338153 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.109889 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.785194 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.27059 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.176576 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.0434032 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.5732 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.298044 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.476622 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.05217 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.266578 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.113676 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.0590398 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.0380535 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.4052 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.394069 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.495933 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.729146 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.449371 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.284004 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),0.834348 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.751375 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.721073 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.554228 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.813904 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.337758 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.227856 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.845111 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.353589 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.244654 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.183457 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.732151 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.767859 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.868313 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.0875976 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.318017 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),-0.548096 # DEPENDENCYPART_GRANDPAR
(5,21),(21,4),-0.57525 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.498628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,7),0.200694 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),0.14391 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.113512 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.286349 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),0.266955 # DEPENDENCYPART_GRANDPAR
(5,21),(21,12),0.34005 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.509107 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.229936 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),-0.273397 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.93255 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.440642 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),0.162985 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.324114 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.147943 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.572755 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.5474 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.328335 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.674257 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-1.12192 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.366734 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.150181 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.247077 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.823648 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.347739 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.175099 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.675852 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.490565 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.785672 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.925045 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.931902 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.495933 # DEPENDENCYPART_GRANDPAR
(5,26),(26,25),-1.05826 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.407661 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.502473 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.448104 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.238642 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.45852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.515954 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.07697 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.909797 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.356404 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.424989 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.571409 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.420419 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.44193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.499083 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.861188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.782879 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.917012 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.853052 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.832894 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.29907 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.09823 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.729464 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.0508 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.03874 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-1.86382 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.40926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-1.12241 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.819903 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.02773 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.873788 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.746368 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.05048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.250237 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.049403 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.164081 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.290024 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.268483 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.0451 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.899474 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.13137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.190787 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0939537 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.485911 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.360438 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.512545 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.255654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.58862 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.718248 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.766451 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.292545 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-1.17709 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-1.11062 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.8199 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.873787 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.1069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.166425 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.482393 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.17206 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.28803 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.264766 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.927833 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.05921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.100769 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.421408 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.38621 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.47809 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.281596 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.600054 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.199362 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.838697 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.964715 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.0139 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.871405 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.744487 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.01515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.0694363 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.362559 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.357303 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.638169 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.332897 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.320159 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.636691 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.549302 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.625581 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.772995 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.243369 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.561213 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.604296 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.690857 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-1.19793 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.860325 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-1.15134 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.939506 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.197772 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.597638 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.345713 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.16643 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.667811 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-1.07445 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.315415 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.403197 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.363485 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.197194 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.40717 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.58557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.970406 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.825092 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.265279 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.326792 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.487872 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.342107 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.357455 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.5687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.616935 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.59257 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.810449 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.768347 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.99755 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.18619 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.05671 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.881405 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.999593 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.01022 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.79479 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.38132 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-1.10213 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.23197 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.142536 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.57813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.611375 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.602 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.83431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.771047 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.999774 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.961642 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.821709 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.833117 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.2604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0375176 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.40201 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.297922 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.700978 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.252944 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.534936 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.701175 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.716187 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.471667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-1.16892 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-1.11558 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.728711 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.796022 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.799344 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.23604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.238189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0690849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.206888 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.434575 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.850068 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.806503 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.17037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.177198 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.195882 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.371802 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.224944 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.50092 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.35467 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.747508 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.861588 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.930437 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.79364 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.703042 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.789912 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.14055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.119857 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.168479 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.533693 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.252117 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.265047 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.539097 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.509623 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.542701 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.678847 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.400616 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.522555 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.552657 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.663499 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-1.14526 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.834227 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-1.11257 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.920213 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.671657 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.422259 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.568972 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.268884 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.518936 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.424222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.09535 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.96113 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.605449 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.431362 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.312398 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.54759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.415756 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.963846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.911215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.894647 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.704486 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.56156 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.61258 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.439995 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.657633 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.54759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.415759 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.963847 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.911217 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.894649 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.925469 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.08938 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.13227 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.08499 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.01886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.426296 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.426467 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.458016 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.13929 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.12319 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.0762 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.04796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.234543 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.334639 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.351209 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.731273 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.488816 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.940811 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.948613 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.09917 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.08314 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.873918 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.10818 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.0609 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.21582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0299368 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.690781 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.555941 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.463287 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.837879 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.671877 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.728749 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.765963 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.593282 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-1.04435 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.934765 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.726085 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-1.28674 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-1.55047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-1.30191 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-1.23056 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.316839 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.80329 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.732919 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.694558 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.772074 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.592745 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.605811 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.925473 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.879662 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.13227 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.08499 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.996644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.408258 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.298859 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.24495 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.217474 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.715224 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.702126 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.768324 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.683994 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.615208 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.602726 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-1.00244 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.539563 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.60162 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.215721 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.80655 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.696662 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.57166 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-1.13157 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-1.1126 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-1.11176 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.925473 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.879648 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-1.13227 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),0.385417 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.229327 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.672887 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.673241 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.461655 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.651598 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-1.00812 # DEPENDENCYPART_GRANDPAR
