# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(3,4),(4,1),-0.997097 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.14017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.166249 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.147086 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.913176 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.871901 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.17151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.153214 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.0140533 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.529094 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.646793 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.247076 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.403545 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.456004 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.46513 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0861547 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.596102 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.737772 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.613722 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.39628 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.283949 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.763037 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.963276 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.921856 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.902038 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-1.75623 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.411465 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.290308 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.959624 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.815144 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.380189 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.56982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.968886 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.818209 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.861174 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.746477 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.849614 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.05852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.225941 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.482688 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.144432 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.409797 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.457418 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.248478 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.307545 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.549628 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.952887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.518702 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.456314 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.486601 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.223638 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0496054 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.03866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.544725 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.383137 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.500165 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.303699 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.691682 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.583228 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.827326 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.495421 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.676238 # DEPENDENCYPART_GRANDPAR
(5,2),(2,27),-1.50032 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.27265 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0442619 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.570358 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.506547 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.353295 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.257776 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.570762 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.402858 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.0813838 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.136961 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0792884 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.157914 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.881081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.983515 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.810336 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.539545 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.431492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0781002 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.451447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0193442 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.13726 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0275324 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.00219526 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.799058 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.978199 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.792118 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.514159 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.358723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.00727281 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.172959 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.179953 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.355212 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0493654 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0931049 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0291716 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.318431 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0661056 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.0742268 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.0010242 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.0513294 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.344397 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),0.177266 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.146813 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.323111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-1.23325 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.90664 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.128372 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.160842 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.166013 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0563564 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.236489 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.100605 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.00509728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.129023 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.845213 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.952481 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.377849 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.160713 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.127344 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.194524 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.00885121 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0524032 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.965488 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.92593 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.609108 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),-0.0147853 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.268593 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.114007 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.185899 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0799328 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0702478 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.153465 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.225856 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0858967 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.249537 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),0.118234 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.305607 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.29275 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),0.0900009 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.0923801 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.419953 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.514543 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-1.08843 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.882132 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.205627 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.239851 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.15075 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.260789 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.022518 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.180142 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.157218 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.26577 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.255989 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.261105 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-1.17858 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.96481 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.925888 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.244697 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.109887 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.0802737 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0601268 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.00132072 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.100176 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.296825 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.179999 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.112052 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.324958 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.339981 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),0.0716588 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.099566 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.433169 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.5184 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.248399 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-1.09513 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.225408 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.380077 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.167408 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.37717 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.366772 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),0.478853 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.480917 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.0193013 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.782684 # DEPENDENCYPART_GRANDPAR
(5,17),(17,26),-0.275191 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.267642 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),0.0828845 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.265904 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.46014 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.589019 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),-0.176061 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.239212 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.457553 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.00127775 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.0857048 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.39408 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.503439 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.482953 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.801369 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-0.980767 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.359816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),0.0206303 # DEPENDENCYPART_GRANDPAR
(5,22),(22,7),0.164772 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),0.159973 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),0.0940831 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.183867 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.157088 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),0.0246425 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.00463836 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.415502 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.115277 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),0.069935 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),0.0104938 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.126073 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.455622 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.155302 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.059778 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.713716 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.338124 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.582585 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.2647 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-1.24534 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.447192 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),0.017396 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),0.150646 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.2155 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.476631 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.520143 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-1.0521 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.457891 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.730195 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.665508 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.839962 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.769011 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.842943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.839463 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.980979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.465352 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.331548 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.277959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.455911 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.657203 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.668077 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.829726 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.751651 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.748533 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.667215 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.31455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.281469 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.182513 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.302469 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.385273 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0630391 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.454321 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.651361 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.53961 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.33536 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.262487 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.705504 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.725132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.822695 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.784407 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-1.48649 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.615975 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.19487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.419902 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.369965 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.367212 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.166175 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.618448 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.560555 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.307168 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.569487 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.436463 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.398849 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.713601 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.616019 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.424982 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.391751 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.148897 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.251902 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.2978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.743553 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.752426 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.604551 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.619524 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.662117 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.83206 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-1.00398 # DEPENDENCYPART_GRANDPAR
(8,2),(2,27),-1.30779 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.401389 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.410759 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.294254 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.710069 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.443631 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.473559 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.310948 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.28629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.385003 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.390344 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.563681 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.401097 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.209384 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.175983 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.3777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.737868 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.738804 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.637332 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.55285 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.715137 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.75367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.946928 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.0531 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.733794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-1.08467 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.11734 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-1.52074 # DEPENDENCYPART_GRANDPAR
(8,5),(5,27),-1.34993 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.205738 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.27018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.710357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.74305 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.882164 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.885381 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.00505 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.917181 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.815715 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.725195 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.951207 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.830773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.128258 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0141033 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0557538 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.00230008 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.128859 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.148066 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.305418 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.306947 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0332641 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.267215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.301557 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.599 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.747095 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.862168 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.823353 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.943592 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.725038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.191657 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.065575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.33387 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.259934 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.362463 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.439581 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.924854 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.858056 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.945732 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.879337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.246153 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.322612 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.324601 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.410719 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.839366 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.11483 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.988577 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.851171 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.08318 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.81886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0771575 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.328028 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0176986 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.172293 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.109176 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.205003 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.138512 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.302163 # DEPENDENCYPART_GRANDPAR
