# _root_ It 's that last set of numbers , as much as anything else , that gives the Giants hope in the Series games to come .
#goldHeads=5,5,5,5,0,5,6,9,5,9,9,11,12,9,16,5,18,16,16,19,23,23,20,23,24,5,
#predictedHeads=2,3,5,5,24,5,6,10,10,5,10,11,12,16,16,0,19,19,16,19,23,23,20,19,24,16,
(11,5),(11,12),-0.0693018 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0599233 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0143039 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.160982 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0338153 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.130473 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0980056 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0819084 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0368967 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.978259 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0448152 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.135659 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.304602 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.169323 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0156051 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0354268 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0244793 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.142973 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0414998 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.122506 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0863651 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.145733 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0742169 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.136541 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0147851 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.658662 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.734559 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.116259 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.133838 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.499379 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.228616 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0897645 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.477203 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.140716 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.246308 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.192823 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0514121 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0294754 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.106192 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0117753 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0167162 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0198175 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0627332 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0649037 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0436321 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.407498 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.430191 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0578865 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0879498 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0929964 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.035985 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0511263 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0787795 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.00314157 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.114597 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.061373 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.323777 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00526228 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0349151 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.122877 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00718049 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0496897 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.121995 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0368007 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0106572 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0256929 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0894026 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.129871 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0868339 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0367198 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0682543 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0628426 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.021727 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.099232 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.0391783 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.031111 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0778183 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0032342 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0942532 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0826489 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.136714 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.246706 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.00159313 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0957193 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.517149 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.668242 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.120946 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.600842 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.156895 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0135465 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.128114 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.297048 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.368563 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.226402 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.179886 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.18486 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0500723 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0953027 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0375051 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0826901 # DEPENDENCYPART_SIBL
(12,16),(12,26),0.137148 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0194304 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.14962 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0230173 # DEPENDENCYPART_SIBL
(12,19),(12,26),-1.46954e-05 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.0869388 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.104512 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.0092693 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0750886 # DEPENDENCYPART_SIBL
(12,23),(12,26),0.00298855 # DEPENDENCYPART_SIBL
(12,24),(12,26),0.074086 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0520423 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0147502 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.00838972 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0959303 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0396126 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0146201 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0947044 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.016966 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00857787 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0997109 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00400161 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0295361 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.181537 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0817811 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.062512 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.160558 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00470363 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0936046 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0212236 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.155008 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.204985 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.127202 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0861572 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0010896 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.447238 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.382208 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0965681 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.291085 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.212591 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.21567 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.381455 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0201207 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.141127 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0368615 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0123378 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0460597 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0318828 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0590371 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0734266 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.111488 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0800355 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00331429 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00533055 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.324864 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0511672 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00333175 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0720228 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.156686 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.194354 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.183796 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.049711 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.112781 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.185179 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.09583 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.062487 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.188782 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.136774 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.112781 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.18 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0125634 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0834733 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.107655 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.00528206 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0808273 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0225652 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.213618 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.0590724 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.00898007 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0667969 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0839141 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0786639 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0648449 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.034949 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0266045 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.092231 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0887567 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0594464 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0648449 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0701282 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0658685 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0625512 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0253137 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0335764 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0569184 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.00794109 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0644955 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0419485 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.015109 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.211909 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0240565 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.170116 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.00501839 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.19904 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0376657 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.198952 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0540754 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.170116 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.212549 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0216434 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.118235 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0331758 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0140525 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.107341 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0154342 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.124296 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0146161 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.000604087 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0267575 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0341131 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0212157 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.377732 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0266405 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.748393 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0846787 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0341131 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.477217 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0878743 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0258871 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0488484 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0474269 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.00377776 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0417091 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0537839 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0651336 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.0308434 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.110482 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0417232 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0761206 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.165832 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0568795 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.106268 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.110482 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.00255727 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0921859 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0266048 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0264458 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.029965 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.013839 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0443769 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.0375364 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0625014 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.0455324 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0985963 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.149252 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0647839 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0371481 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0420891 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.052911 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.137661 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0233421 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.112841 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0938331 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.072407 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.126008 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.10444 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.122135 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.104245 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.175958 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.216607 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0748487 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0106254 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.08777 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.28803 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.136831 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0694024 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0739691 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0325072 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0384672 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0583654 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0523202 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.12238 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.00443392 # DEPENDENCYPART_SIBL
(16,9),(16,26),0.0481463 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.140205 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.153656 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0537016 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.033135 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.126793 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0471404 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0290151 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0344976 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0142805 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0176833 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.00713167 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.21079 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0939217 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.0495533 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.00774697 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0949617 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.500526 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00542225 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.133364 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0948779 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0675652 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0272782 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0820975 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0227943 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0740118 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0460495 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.01332 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0830487 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00435309 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.473766 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0918396 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0260655 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0416085 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0261995 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00395622 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0384219 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0482464 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0706681 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.020232 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0986683 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.118111 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.105931 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0899639 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0225283 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0657609 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0743602 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0153773 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0454875 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0848317 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0691424 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.137661 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0233421 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.112841 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0938331 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.072407 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.126008 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.10444 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.122135 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.104245 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.175958 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0750825 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0447659 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.107093 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.14176 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0606681 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.229035 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0842237 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0964025 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.268336 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.204133 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.127482 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.192183 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.209705 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.143464 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.138769 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.11997 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.115823 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0743727 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0405454 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.227435 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.19013 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0683714 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.00573218 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.00440321 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.06372 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.159997 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.274139 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0401884 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.00252944 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.0401541 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.14702 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.129199 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.104246 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0988387 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.00776104 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.187122 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0824999 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0118902 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0155795 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.138508 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.10072 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.111636 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.152344 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.0882529 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.0551392 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.016135 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0608606 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0512938 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.364013 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.380231 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0563465 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0178204 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.231897 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0122895 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.124748 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.023424 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0313353 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0893055 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0245757 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.18312 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.0768461 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.30855 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0263129 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0990602 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.19841 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0812516 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.582646 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.000203644 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0737064 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0122057 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.00746034 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0581611 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.0302909 # DEPENDENCYPART_SIBL
