# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(2,7),(7,12),-0.142437 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0285109 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.429725 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.319432 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.726038 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.152567 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.283508 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.142703 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.00614092 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.429834 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0690234 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.251431 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0320722 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.347372 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.234763 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),0.44427 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.00946356 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.06469 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.384371 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.17815 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.448723 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0317357 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.206344 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.222002 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.024477 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.309512 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.0863273 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.275187 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.213515 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),0.478276 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.0154656 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.587055 # DEPENDENCYPART_GRANDPAR
(2,10),(10,27),0.150834 # DEPENDENCYPART_GRANDPAR
(2,10),(10,33),0.0718218 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.306621 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.113779 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.32511 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.334016 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),0.560367 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.0124197 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0622397 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.446272 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.029752 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.156687 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0644147 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0958508 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.324753 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.112971 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.285712 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.246217 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.60221 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.472285 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.0421089 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.615971 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.075437 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-1.02148 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.74186 # DEPENDENCYPART_GRANDPAR
(2,13),(13,27),0.12419 # DEPENDENCYPART_GRANDPAR
(2,13),(13,28),-1.10908 # DEPENDENCYPART_GRANDPAR
(2,13),(13,33),0.0633566 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.528599 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.388141 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.36163 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.268812 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.641835 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),1.37592 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.308651 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.349191 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.0481919 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.424527 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.0415058 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),0.0455723 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.174168 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.108025 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0568347 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.171347 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.22497 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.26168 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.636658 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),0.518648 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.178039 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.663147 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.146501 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-1.08358 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.789037 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),0.0230917 # DEPENDENCYPART_GRANDPAR
(2,16),(16,29),-0.66965 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.342582 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.337882 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.194622 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.795261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,6),0.286045 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.0512144 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.456336 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.0981581 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.0523591 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.250097 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.211727 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.342144 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.463506 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.237564 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.478849 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),0.0224141 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.697556 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),0.000298344 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.903229 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.823446 # DEPENDENCYPART_GRANDPAR
(2,19),(19,27),0.227533 # DEPENDENCYPART_GRANDPAR
(2,19),(19,28),-1.19067 # DEPENDENCYPART_GRANDPAR
(2,19),(19,29),-0.594869 # DEPENDENCYPART_GRANDPAR
(2,19),(19,30),-0.627441 # DEPENDENCYPART_GRANDPAR
(2,19),(19,32),-0.675367 # DEPENDENCYPART_GRANDPAR
(2,19),(19,33),-0.085313 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.264779 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.0773171 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.187767 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-1.0828 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.748823 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),0.103671 # DEPENDENCYPART_GRANDPAR
(2,22),(22,32),-0.90537 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.216125 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.124325 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.820827 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.150494 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.58079 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),0.133358 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),-0.948012 # DEPENDENCYPART_GRANDPAR
(2,24),(24,29),-0.678384 # DEPENDENCYPART_GRANDPAR
(2,24),(24,30),-0.824903 # DEPENDENCYPART_GRANDPAR
(2,24),(24,32),-0.902253 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.959747 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-1.05368 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),0.103671 # DEPENDENCYPART_GRANDPAR
(2,25),(25,28),-1.11604 # DEPENDENCYPART_GRANDPAR
(2,25),(25,29),-0.686646 # DEPENDENCYPART_GRANDPAR
(2,25),(25,32),-0.90537 # DEPENDENCYPART_GRANDPAR
(2,30),(30,31),-0.83108 # DEPENDENCYPART_GRANDPAR
(2,30),(30,32),-0.977315 # DEPENDENCYPART_GRANDPAR
(2,33),(33,32),-0.989952 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.834423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.1373 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.222788 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.193804 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.973196 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.629955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.34425 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.726669 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.189891 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0115675 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.342689 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.251003 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.11742 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.086866 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.03056 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.164799 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.014769 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.148184 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),0.136212 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.130938 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.886011 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),0.0086412 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-1.1389 # DEPENDENCYPART_GRANDPAR
(3,6),(6,33),-1.5176 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0910867 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0162239 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0458523 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0734143 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.135065 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.179333 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.302396 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.172143 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.400249 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.246725 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0478267 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0386844 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),1.2999 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.15765 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.222359 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0832732 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0097468 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.156417 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),0.175192 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),0.131268 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),1.33023 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.713738 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.633714 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.218765 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.144687 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.304562 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.111777 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.0863854 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0452682 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.130439 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.233616 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.00879942 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.142542 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),0.136397 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.11623 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.891005 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.713055 # DEPENDENCYPART_GRANDPAR
(3,10),(10,33),-1.50979 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.0279331 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.156595 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.222291 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.172472 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.00392253 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),1.33825 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.721274 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.152223 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.295439 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.255314 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.18162 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.172019 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.143039 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.252276 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0208123 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.125797 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.241097 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),0.13304 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.13489 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.919778 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.780097 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.0307413 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-1.17267 # DEPENDENCYPART_GRANDPAR
(3,13),(13,27),-0.731715 # DEPENDENCYPART_GRANDPAR
(3,13),(13,28),-1.43058 # DEPENDENCYPART_GRANDPAR
(3,13),(13,33),-1.51562 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.0151305 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.610115 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.387579 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.0885623 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.41469 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.0724099 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.480301 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-1.14328 # DEPENDENCYPART_GRANDPAR
(3,16),(16,4),1.02417 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.083735 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.180584 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.114561 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.11386 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.216547 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0900782 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0178278 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.451483 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0245516 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.292713 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.0387737 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.258099 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.926734 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.832313 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.184499 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-1.17963 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-0.837907 # DEPENDENCYPART_GRANDPAR
(3,16),(16,29),-0.522264 # DEPENDENCYPART_GRANDPAR
(3,30),(30,31),-0.675128 # DEPENDENCYPART_GRANDPAR
(3,30),(30,32),-1.26008 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.34084 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.363848 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.006287 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.417057 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.37434 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.272022 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.259889 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.277949 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.129153 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.13984 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.31977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0304767 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.145136 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.667472 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.510131 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.421656 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.547917 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.391685 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.124185 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.37004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.457163 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.783961 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.757893 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.929466 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.540413 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.873508 # DEPENDENCYPART_GRANDPAR
(5,10),(10,33),-0.765072 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.170541 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0466442 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.407767 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0820353 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.11535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.629064 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.630455 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.622018 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.290195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.788645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.465113 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.46252 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.844936 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.525689 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.06643 # DEPENDENCYPART_GRANDPAR
(6,3),(3,30),-1.37823 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.266462 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.682834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.331161 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.161735 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.111798 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.615723 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.141851 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.215964 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.419932 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.352522 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.272209 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.0652353 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.00713892 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.163829 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.175634 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.922865 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.109703 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.312104 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.103688 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.124471 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.116874 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.363294 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.0697271 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.922728 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.577245 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.489125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.183633 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.108668 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0305074 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.094614 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0909737 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.157615 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0698738 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.107379 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0549524 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.372397 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0517781 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.22137 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.162249 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.155283 # DEPENDENCYPART_GRANDPAR
(6,10),(10,33),-1.78615 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.156748 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.302068 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.301957 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.140938 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.0128253 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.922728 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.577245 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.10601 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.028188 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.342511 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.3032 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.129698 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0812212 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.130688 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0483298 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.387885 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.297446 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0538679 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),0.198061 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.185689 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.125673 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.131494 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.0872212 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.178592 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.435351 # DEPENDENCYPART_GRANDPAR
(6,13),(13,33),-1.79071 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.167373 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.245687 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.247595 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.521213 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.477035 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.339654 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.618025 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),0.227688 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.841803 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.0666993 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.0205852 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.277858 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.319225 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.0601532 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.108192 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.234696 # DEPENDENCYPART_GRANDPAR
