# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,15,18,21,18,21,12,7,
(11,9),(11,13),0.094939 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0377812 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.141832 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.118689 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.177139 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.119093 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00138496 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0122554 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0576854 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00136609 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00560342 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0683327 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0187525 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.397633 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.130099 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0462689 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.40097 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.243086 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0898989 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.135647 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.00902263 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.137105 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0195842 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0197676 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0253721 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.029698 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0370876 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0197633 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.309294 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0138871 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.00370479 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0650991 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.179569 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0826739 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.204913 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.330101 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.180012 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.192865 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.247103 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.189251 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.011822 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0189346 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0133302 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0200187 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0356731 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0185711 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0571235 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0604937 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.00387105 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0207497 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.094201 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0279737 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.165848 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00262588 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0340182 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0708723 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0290331 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.331691 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0139875 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.00826738 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0152943 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00712044 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0185429 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0824856 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00762932 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.00867641 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0592636 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0303113 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.118078 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.00713236 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0286726 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.234545 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0243941 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0644197 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0955627 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.101189 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0481695 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0582215 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.10186 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.191025 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.00438929 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0399472 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0633154 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.243086 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0898989 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.135647 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00902263 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.137105 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0195842 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0197676 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0253721 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.029698 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0370876 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0197633 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.309294 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0138871 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.00370479 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0650991 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.158827 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.154199 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0897288 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.153444 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0813915 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0222321 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0283408 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0564347 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0888714 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0229537 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.102131 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.106167 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0457127 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0952255 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.171059 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.520248 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.163323 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.128594 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0592252 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0379847 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.102328 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0125555 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0587182 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00997859 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0389091 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0825497 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0999957 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.471943 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.157761 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.12774 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0690674 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0485772 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.163009 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0039839 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0685604 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0199141 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0509042 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0777194 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.106794 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0484374 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.171239 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.123121 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.122203 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00481307 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0873986 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.139872 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.420315 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0284414 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0723955 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.120669 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.119832 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0438418 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0233516 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.105816 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0196745 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0433348 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00422437 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.04197 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0620389 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0678456 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0094061 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00942938 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0788933 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0406653 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00959911 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.101999 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0727028 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.148283 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.176268 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0610262 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00359452 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0615381 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0610779 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.104748 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0227837 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0416678 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00391137 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00929865 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0614694 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0610001 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.104679 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.022715 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0415991 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.00933447 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0345037 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.676618 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0978101 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.548676 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.366765 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0124933 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00131388 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0043916 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0402177 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0684373 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.045969 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.104734 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.022769 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0416531 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00383022 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0237962 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0610332 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.146999 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.113158 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0555015 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0895141 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0852423 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0767504 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0256926 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.041955 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0845211 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0725749 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.525932 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.28044 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.245848 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.526865 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.519685 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.267684 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.245848 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.52686 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.519685 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00390594 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.163442 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0932171 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.262509 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.26003 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.519685 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0175894 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0579708 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.104536 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0414618 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00949743 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.698623 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.114568 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.383503 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.00426354 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.104591 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0415158 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.00366726 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0827938 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.16874 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0895388 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.130243 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.400826 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.238188 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0810158 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.126823 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0126117 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.128353 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.130622 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.13146 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0228543 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.036935 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0187901 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.312924 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0137346 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00354588 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0654026 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0279713 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.160771 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.00644955 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0250017 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0743129 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0200888 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0235523 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0231915 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0223881 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00711903 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0193563 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0790509 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.00762791 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.0086842 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0588089 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.238188 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0810158 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.126823 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0126117 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.128353 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.130622 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.13146 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0228543 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.036935 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0187901 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.312924 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0137346 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.00354588 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0654026 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.150759 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.14619 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0930071 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.145507 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.151301 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.145416 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0434353 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0796269 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.01289 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0894535 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0969224 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0364619 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0864371 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.142125 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.517691 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.134533 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.141083 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.135075 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0552961 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0310676 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0418135 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0028347 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.020397 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0640504 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0810345 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.469375 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.128946 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.135478 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.129579 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.115964 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0225094 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0516423 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.00708741 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0323788 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0592067 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0878197 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0503441 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0677403 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0541118 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0100564 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0852761 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.136937 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.412467 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0263189 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0702666 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.119002 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.141644 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.13575 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0587708 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0382 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0264167 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00860236 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0234445 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0435262 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0488709 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.123792 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0631562 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0399532 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0231319 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0117151 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0111312 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0407305 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.078686 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.054855 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0371769 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0284399 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00757936 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0139077 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0445492 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.049894 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0593899 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.70678 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.122725 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.573562 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.39166 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0124206 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00368502 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00438212 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0402177 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0684411 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0459463 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.103426 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0214707 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.040351 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.00250243 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00203184 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0827938 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.16874 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.113154 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0554788 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0895388 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.128909 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.129542 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.131588 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.468934 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.163413 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.000908394 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0296844 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0827288 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.135713 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.137759 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.477419 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.159998 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0147814 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0207501 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.04378 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.136109 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.476868 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.16055 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0137584 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0112134 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.044803 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.475916 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.16055 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0156582 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00931358 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.041676 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0353969 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.415288 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0264353 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.121515 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.269492 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.053074 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.108568 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00203112 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.170238 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0569768 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0242065 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0711659 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.078513 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00245318 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0161794 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.169187 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0266668 # DEPENDENCYPART_SIBL
