# _root_ Now , according to a Kidder World story about Mr. Megargel , all the firm has to do is `` position ourselves more in the deal flow . ''
#goldHeads=19,19,19,3,8,8,8,4,8,11,9,19,19,15,16,13,18,16,0,19,19,21,21,23,27,27,24,19,19,
#predictedHeads=19,19,19,3,8,8,8,4,8,11,9,19,15,15,19,15,18,16,0,19,19,21,24,21,27,27,24,19,19,
(16,9),(9,9),(9,16),-0.120806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,9),(9,30),-0.0688004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,10),(9,11),0.115387 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,12),0.129521 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,15),0.115387 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,10),(9,16),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,10),(9,30),-0.163497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,11),(9,12),0.129521 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,15),0.115387 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,16),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,11),(9,30),-0.162286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,12),(9,15),0.109845 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,12),(9,16),-0.124901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,12),(9,30),-0.148108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,15),(9,16),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,15),(9,30),-0.161137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,16),(9,30),-0.0632947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,9),(9,8),0.004857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,3),0.0234101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,-1),-0.134876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,8),(9,3),-0.0529891 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,-1),0.0391597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,3),(9,-1),-0.0551413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,12),0.0372536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,15),0.0439135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,16),-0.097869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,11),(11,18),-0.0937229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,19),-0.087663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,20),-0.125823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,21),-0.0932373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,27),-9.81132e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,29),-0.124984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,30),-0.201593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,12),(11,15),0.203672 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,16),-0.141817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,12),(11,18),-0.141905 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,19),-0.142573 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,20),-0.124912 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,21),-0.141595 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,27),-0.142686 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,28),-0.125335 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,29),-0.124908 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,30),-0.128541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,15),(11,16),-0.126022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,15),(11,18),-0.126024 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,19),-0.126027 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,20),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,21),-0.126021 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,27),-0.107638 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,29),-0.125052 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,30),-0.0915208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,16),(11,18),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,19),-0.122577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,20),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,21),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,27),-0.127528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,28),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,29),-0.127245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,30),-0.107821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,18),(11,19),-0.122577 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,18),(11,20),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,18),(11,21),-0.122561 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,18),(11,27),-0.127525 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,18),(11,28),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,18),(11,29),-0.127245 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,18),(11,30),-0.0951442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,19),(11,20),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,19),(11,21),-0.122564 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,19),(11,27),-0.127758 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,19),(11,28),-0.124896 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,19),(11,29),-0.127245 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,19),(11,30),-0.0892969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,20),(11,21),-0.125238 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,20),(11,27),-0.129931 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,20),(11,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,20),(11,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,20),(11,30),-0.151346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,21),(11,27),-0.127525 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,21),(11,28),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,21),(11,29),-0.127245 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,21),(11,30),-0.0832623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,27),(11,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,27),(11,29),-0.125052 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,27),(11,30),-0.0940291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,28),(11,29),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,28),(11,30),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,29),(11,30),-0.165588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,10),0.0431179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,9),-0.0925667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,8),-0.0104607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,7),-0.00985025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,6),-0.00837089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,5),-0.146464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,-1),0.0504879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,10),(11,9),-0.0651763 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,8),-0.0674423 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,7),-0.0699143 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,6),-0.0675652 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,5),-0.0781245 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,-1),-0.00572227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,9),(11,8),-0.0725386 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,7),-0.0725384 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,6),-0.0725421 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,5),-0.0491073 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,-1),-0.0111403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,8),(11,7),-0.0449076 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,8),(11,6),-0.0425585 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,8),(11,5),-0.0715381 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,8),(11,-1),-0.0498359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,7),(11,6),-0.0448788 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,5),-0.0703083 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,-1),-0.0520625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,6),(11,5),-0.0715359 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,6),(11,-1),-0.04804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,5),(11,-1),0.00218298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,30),-0.0768395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,-1),0.0096874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,15),0.114412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,18),-0.131497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,30),-0.277457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,30),-0.128768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,18),(13,30),-0.111849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),-0.054123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),-0.0441809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,-1),-0.049063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,21),-0.130784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,30),-0.285017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,21),(14,30),-0.120839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.028864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),-0.0859037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,-1),-0.028864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.0978711 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,18),-0.093725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,19),-0.0876651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,20),-0.125823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,21),-0.0932394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,23),-0.127525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,24),-0.0386155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,30),-0.206471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,18),-0.122562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,19),-0.122577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,20),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,21),-0.122562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,23),-0.125222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,24),-0.128572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,30),-0.109105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,18),(15,19),-0.122577 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,20),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,21),-0.122562 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,23),-0.125129 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,24),-0.128425 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,30),-0.0964287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,19),(15,20),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,21),-0.122564 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,23),-0.125129 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,24),-0.12855 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,30),-0.0905815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,20),(15,21),-0.125238 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,23),-0.124906 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,24),-0.125123 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,30),-0.152924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,21),(15,23),-0.125129 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,21),(15,24),-0.128425 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,21),(15,30),-0.0845468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,23),(15,24),-0.125213 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,23),(15,30),-0.00142477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,24),(15,30),-0.0123996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,14),-0.1285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,13),-0.109424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,10),0.0399872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,5),-0.143133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,-1),0.0273755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,14),(15,13),-0.0309976 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,10),-0.0591184 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,5),-0.0350253 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,-1),0.0724626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,13),(15,10),-0.0513176 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,5),-0.0394851 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,-1),0.0431343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,10),(15,5),-0.0780934 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,10),(15,-1),-0.00652731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,5),(15,-1),0.00853857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,18),-0.0651687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,19),-0.069382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,20),-0.0534255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,24),-0.0644657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,27),0.0487288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,30),-0.152043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,18),(17,19),-0.0420033 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,20),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,24),-0.0440457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,27),-0.0486756 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,30),-0.0834812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,19),(17,20),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,24),-0.0440457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,27),-0.0486751 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,30),-0.0876954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,20),(17,24),-0.0420776 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,27),-0.0375412 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,30),-0.0341437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,24),(17,27),-0.0396582 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,24),(17,30),-0.0536211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,27),(17,30),0.00436325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,-1),0.134692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,19),-0.0620218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.0706685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.0529953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),-0.0668542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),-0.0676433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.104252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,27),0.0900461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,28),-0.0712667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,29),-0.0319708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,30),0.0575355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0858811 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0107144 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,22),-0.0485905 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,23),-0.0456913 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,24),-0.0292667 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,27),-0.0713657 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,28),-0.0262694 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,29),-0.0525827 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,30),-0.0349839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0498844 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0370923 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0194562 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,24),-0.0348564 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,27),-0.0102884 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,28),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,29),-0.0498656 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,30),-0.0824614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0485876 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0439216 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.0276172 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,27),-0.0714627 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,28),-0.0261501 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,29),-0.0523587 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,30),-0.019197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0320765 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,24),-0.0553099 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,27),-0.0311334 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,28),-0.0431816 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,29),-0.0589317 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,30),-0.145264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,24),-0.0475153 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,27),-0.069714 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,28),-0.0457116 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,29),-0.0266103 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,30),-0.046914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,24),(18,27),-0.0199794 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,28),-0.0509541 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,29),-0.0310425 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,30),-0.0191548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,27),(18,28),-0.0373964 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,27),(18,29),-0.0322094 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,27),(18,30),-0.0812526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,28),(18,29),-0.0401212 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,28),(18,30),-0.056472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,29),(18,30),-0.0929956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.1855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,16),0.0995436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,15),-0.174571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.121031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.12136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,12),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,11),-0.174571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,9),0.0292231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,8),-0.174571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,2),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.223115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,16),0.14287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,17),(18,15),-0.10674 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,14),-0.127621 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.127628 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,11),-0.10674 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,9),-0.0699448 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,8),-0.10674 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.259214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,16),(18,15),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,14),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,13),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,12),-0.127367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,11),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,9),-0.135765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,8),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,2),-0.127367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.110138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
