# _root_ Far better for policy makers to concentrate on the war against drugs , Panama and the deficit , all of them parades that seem never to end .
#goldHeads=3,1,0,5,6,3,6,7,10,8,10,11,10,10,14,17,15,10,22,19,20,10,24,22,26,24,26,3,
#predictedHeads=2,0,2,5,6,3,6,7,10,8,10,11,12,12,14,17,15,12,12,19,22,20,24,22,24,24,26,2,
(3,5),(5,10),-0.292718 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0819911 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.691703 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.204368 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.852778 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.0114728 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.118538 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.0878352 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.09466 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.951791 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.200518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.93798 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),2.25163 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),1.40207 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0813484 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.231643 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.660026 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.167226 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.393875 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.05974 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.974197 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.821909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),1.07271 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0418979 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0366027 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.327963 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0686105 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.807937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.273419 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-1.01342 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.102136 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.715664 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.18759 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.206957 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-0.655864 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.808544 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-1.85086 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.388459 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.309228 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.154575 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.71121 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.197143 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.91246 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.288056 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.70968 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.111313 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.123423 # DEPENDENCYPART_GRANDPAR
(3,8),(8,28),-1.99769 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-1.02981 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-1.23299 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.837647 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-1.01707 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.262443 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.204286 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.494673 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-1.30981 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-1.92315 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.431481 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.671143 # DEPENDENCYPART_GRANDPAR
(3,26),(26,1),-1.09466 # DEPENDENCYPART_GRANDPAR
(3,26),(26,2),-0.951791 # DEPENDENCYPART_GRANDPAR
(3,26),(26,3),-0.200518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,26),(26,6),0.909312 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-1.20577 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-0.229933 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),0.28438 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.318974 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.562375 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.63918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.354521 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.892972 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.15663 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.00752 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.13825 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.0083 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-1.57944 # DEPENDENCYPART_GRANDPAR
(4,1),(1,28),-1.8794 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.667129 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.770522 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.60433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.324198 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.892322 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.842144 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.13685 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.972667 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.12068 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.54959 # DEPENDENCYPART_GRANDPAR
(4,2),(2,28),-1.87236 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.651829 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.489799 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.71486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.416552 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.938711 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.870464 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.12574 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.902914 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.04622 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-1.03892 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-1.89852 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.22555 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.06341 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.27187 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.03956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.362254 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.382991 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.505537 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.394807 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.518534 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.392938 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.175411 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.4693 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.2774 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.220889 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.597592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.19407 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.02946 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.33417 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.25929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0379813 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.235333 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.597057 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.42019 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.389445 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.279864 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.531036 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.729999 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.298167 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.552901 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.200825 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.288426 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.303327 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.506603 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.326915 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.333904 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.177611 # DEPENDENCYPART_GRANDPAR
(4,8),(8,28),-1.55441 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.226789 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0550423 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0488265 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.34334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.793223 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.954286 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.896893 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.00079 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.763579 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-1.32406 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-1.39909 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0650014 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0163865 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.00455964 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.31584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.794645 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.891354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.940889 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.865662 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.989575 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.30065 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-1.39559 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0347692 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.128135 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0507099 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.4106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.843945 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.922274 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.94042 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.787523 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.807694 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-1.16031 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-1.42461 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0935907 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0904888 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0285909 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.40756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.850024 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.01919 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.478064 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.381559 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.670303 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.590652 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.04986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.218575 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.452263 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.389657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.187681 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.286263 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.253486 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.421967 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.383224 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.691843 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.800061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.274091 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.265144 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.357748 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.329169 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.100215 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.242844 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.290407 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.250816 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.535022 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.261024 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.492113 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.371553 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.439035 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.9453 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.548115 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.288769 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.349424 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0389733 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.261526 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.113967 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.253244 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.452121 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.279706 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.302085 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-1.04115 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.851479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,8),-0.300451 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.505288 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.362875 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0928099 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.208727 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.277227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.0453875 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.55913 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.226907 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.544365 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.539084 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.939003 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.373083 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0980465 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.247484 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0624818 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.27021 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.418523 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.393942 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.383065 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.374321 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0814892 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.278678 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.104817 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.5603 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.0996692 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.453424 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.635644 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.541204 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.363816 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.330666 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.425673 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.31819 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.395561 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.327124 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.206254 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.126246 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.0198531 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.581223 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.527349 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.0787464 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.504699 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.612342 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.602612 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.407066 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.416107 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.737494 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.301566 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.253419 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.508535 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.964685 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.338771 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-1.37565 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.619832 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.699316 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.451749 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.394099 # DEPENDENCYPART_GRANDPAR
(5,24),(24,3),-0.711673 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.799955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),-0.243647 # DEPENDENCYPART_GRANDPAR
(5,24),(24,8),-0.233316 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),-0.400804 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),-0.292846 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),-0.156495 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),-0.265407 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.26986 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.584985 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.283587 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.21059 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.625083 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.814002 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.716354 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),0.108624 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.275031 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.325678 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.714544 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-1.0267 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0429115 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.05697 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0684111 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0489433 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.886774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.15867 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.665938 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.417404 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.756154 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-1.03522 # DEPENDENCYPART_GRANDPAR
(6,1),(1,28),-1.75762 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0101018 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0526386 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.113215 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0144093 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.921036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.160304 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.22492 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.664631 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.485839 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.09142 # DEPENDENCYPART_GRANDPAR
(6,2),(2,28),-1.78558 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.00400427 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.257024 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0778032 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0151948 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.971035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.122387 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.226526 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.574923 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.834038 # DEPENDENCYPART_GRANDPAR
(6,3),(3,26),-0.295351 # DEPENDENCYPART_GRANDPAR
(6,3),(3,28),-1.81521 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.113667 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.185082 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.174221 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.101405 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.936301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.250407 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.00225671 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.190631 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.21303 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.148427 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.91582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0785635 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.22054 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.79308 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.510705 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.797471 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.723104 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.1175 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.879779 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.737712 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.04651 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.134149 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.322231 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.121191 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.104163 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.614993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.473462 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0433376 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.128 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0430278 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0139303 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.232142 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.325151 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.493762 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.0285385 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.745578 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.414371 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),0.296658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-1.31643 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.715358 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.16264 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.292574 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.242376 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.206733 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.448226 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.405463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.714602 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.221341 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.879813 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-1.59892 # DEPENDENCYPART_GRANDPAR
