# _root_ `` The market was pretty dull '' for most of the day , said Robert H. Chandross , vice president at Lloyds Bank PLC .
#goldHeads=14,3,4,14,6,4,4,4,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
#predictedHeads=4,3,4,14,6,4,6,6,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
(6,20),(20,17),(20,10),0.109102 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,17),(20,-1),-0.152367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,16),(20,15),0.109391 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,16),(20,12),0.109391 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,16),(20,11),0.10621 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,16),(20,10),0.109102 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,16),(20,-1),-0.152367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,15),(20,12),0.109391 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,15),(20,11),0.10621 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,15),(20,10),0.109102 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,15),(20,-1),-0.152367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,12),(20,11),0.10621 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,12),(20,10),0.109102 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,12),(20,-1),-0.152367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,11),(20,10),0.118091 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,11),(20,-1),-0.14947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,10),(20,-1),-0.144727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,4),0.100449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,5),0.139255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,6),0.168746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,7),0.116814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,8),-0.152433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,9),-0.145638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,10),-0.155693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,17),-0.15016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,26),-0.217854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,4),(3,5),0.0973148 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,6),0.124741 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,7),0.107025 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,13),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,17),-0.144728 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,26),-0.114211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,5),(3,6),0.109525 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,7),0.109511 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,17),-0.144811 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,26),-0.170746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,6),(3,7),0.107955 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,9),-0.145522 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,17),-0.145984 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,26),-0.100074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,7),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,17),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,26),-0.151466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,8),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,10),-0.145166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,13),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,17),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,26),-0.110835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,9),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,17),-0.145986 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,26),-0.0972572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,10),(3,13),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,17),-0.144709 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,26),-0.101375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,13),(3,17),-0.145002 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,13),(3,26),-0.152812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,17),(3,26),-0.105598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,2),-0.00746167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,1),-0.0203687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,-1),0.185575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,2),(3,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,2),(3,-1),-0.00271117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,1),(3,-1),-0.0275015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,6),0.0931245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,7),0.108013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,10),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,12),-0.15094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,14),-0.146833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,26),-0.182195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,7),0.108014 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,14),-0.144926 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,26),-0.166279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,26),-0.146736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,12),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,26),-0.157753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,10),(5,12),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,26),-0.158352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,12),(5,13),-0.144743 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,26),-0.0800065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,13),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,13),(5,26),-0.153947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,14),(5,26),-0.149722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,3),-0.0192698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,-1),0.0170307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,3),(5,-1),0.0260053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,7),0.109392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,8),-0.146458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,10),-0.147165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,12),-0.146291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,14),-0.148849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,20),-0.146291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,26),-0.221749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,7),(6,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,26),-0.144798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,8),(6,10),-0.144752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,14),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,26),-0.154559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,10),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,26),-0.15578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,12),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,26),-0.157541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,13),(6,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,26),-0.14557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,14),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,14),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,14),(6,26),-0.149673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,18),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,18),(6,26),-0.14557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,20),(6,26),-0.157542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,5),-0.0379297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,3),-0.0316393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,2),-0.0104549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,-1),-0.00594661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,5),(6,3),-0.0194471 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,2),-0.0198986 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,-1),-0.027561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,3),(6,2),-0.01945 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,3),(6,-1),0.000101301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,2),(6,-1),-0.0112273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),-0.0118859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,13),-0.0025219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.01183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,26),-0.0119913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,13),-0.0159706 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,14),-0.000624305 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,26),-0.0394086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,13),(9,14),-0.023834 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,26),-0.0238788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,14),(9,26),-0.013257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,-1),-0.226039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,10),(10,11),-0.0314184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,12),-0.110547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,13),-0.0199484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,14),-0.0295594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,15),-0.110541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,16),-0.110541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,17),-0.110541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,20),-0.110541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,26),0.10506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,11),(10,12),-0.019448 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,13),-0.0194435 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,15),-0.019448 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,16),-0.019448 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,17),-0.019448 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,20),-0.019448 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,26),-0.0314041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,12),(10,13),-0.0179952 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,14),-0.0200723 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,15),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,16),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,17),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,20),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,26),-0.0688968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,13),(10,14),-0.0202054 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,15),-0.0200778 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,16),-0.0200778 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,17),-0.0200778 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,20),-0.0200778 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,26),-0.0139568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,14),(10,15),-0.02036 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,16),-0.02036 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,17),-0.02036 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,20),-0.02036 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,26),-0.0315161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,15),(10,16),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,17),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,20),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,26),-0.0688904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,16),(10,17),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,20),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,26),-0.0688904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,17),(10,20),-0.0171735 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,26),-0.0688904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,20),(10,26),-0.0688904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.112727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,8),0.105557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,-1),-0.0137707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,8),0.109472 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,-1),-0.158932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,8),(10,-1),-0.154334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,13),-0.0724573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,14),-0.00523298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,15),-0.116962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,16),-0.117702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,17),-0.116962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,18),-0.0724573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,20),-0.117049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.0555561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,24),-0.116974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,26),0.166821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,14),0.0411995 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,15),-0.0806006 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,16),-0.0806006 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,17),-0.0806032 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,18),-0.0457777 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,20),-0.0814804 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),0.0213362 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,24),-0.0781449 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,26),-0.0171455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,14),(12,15),-0.0219552 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,16),-0.0219552 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,17),-0.0219552 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,18),0.0409749 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,20),-0.0219552 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,21),-0.0265311 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,24),-0.0219552 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,26),-0.0155321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,15),(12,16),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,17),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,18),-0.0539423 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,20),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,21),-0.0114876 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,26),-0.0809315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,16),(12,17),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,18),-0.0546505 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,20),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,21),-0.0114876 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,26),-0.0811945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,17),(12,18),-0.0539423 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,20),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,21),-0.0114876 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,26),-0.0809341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,18),(12,20),-0.0814804 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,21),0.0213362 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,24),-0.0781449 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,26),-0.0171455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,20),(12,21),-0.0114901 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,26),-0.0791082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,21),(12,24),-0.0248422 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,26),-0.0513557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,24),(12,26),-0.0801237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,11),0.0521612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,10),0.14979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,9),0.170856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,8),0.143233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,6),-0.145638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,4),-0.150765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,-1),-0.21402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
