# _root_ Some lawyers say the slump , while more obvious in recent weeks , began earlier this year .
#goldHeads=2,3,0,5,14,14,9,9,14,9,12,10,14,3,17,17,14,3,
#predictedHeads=2,3,0,5,14,5,14,9,5,9,12,10,5,3,17,17,14,3,
(14,3),(3,6),(3,15),-0.145044 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,17),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,19),-0.0925167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,7),(3,8),0.145635 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,9),0.123756 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,10),0.0958031 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,11),0.123756 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,12),0.109519 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,13),0.0636122 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,14),-0.14637 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,15),-0.145178 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,17),-0.145338 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,19),-0.072917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,8),(3,9),0.122955 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,10),0.0941393 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,11),0.122955 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,12),0.113967 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,13),0.11349 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,14),-0.145004 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,15),-0.144791 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,17),-0.145881 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,19),-0.176354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,9),(3,10),0.108328 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,11),0.106593 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,12),0.112637 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,13),0.110599 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,14),-0.145601 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,17),-0.145006 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,19),-0.128651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,10),(3,11),0.121701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,12),0.112192 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,13),0.0761692 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,14),-0.146593 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,15),-0.145178 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,17),-0.145891 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,19),-0.141093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,11),(3,12),0.112637 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,13),0.110599 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,14),-0.145601 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,17),-0.145006 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,19),-0.128653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,12),(3,13),0.109396 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,14),-0.144015 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,15),-0.145272 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,17),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,19),-0.173006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,13),(3,14),-0.160267 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,15),-0.145044 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,17),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,19),-0.0925167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,14),(3,15),-0.144838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,17),-0.145275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,18),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,19),-0.145985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,15),(3,17),-0.145881 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,15),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,15),(3,19),-0.180578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,17),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,17),(3,19),-0.180496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,18),(3,19),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,3),(3,2),0.0353476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,1),-0.0380512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,-1),0.0638052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,2),(3,1),-0.0217091 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,2),(3,-1),-0.0323803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,1),(3,-1),-0.0457463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,4),(4,6),0.0829754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,7),0.138084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,19),-0.32544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,6),(4,7),0.101123 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,19),-0.160967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,7),(4,19),-0.10457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,4),(4,-1),-0.0562219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,5),(5,6),0.0503583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,7),0.159326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,8),0.142622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,9),0.125859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,10),0.180809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,11),0.114939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,12),0.023941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,13),0.0503583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,14),-0.125791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,15),-0.145925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,17),-0.0541853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,19),-0.180455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,6),(5,7),0.076511 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,8),0.0746573 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,9),0.134704 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,10),0.076007 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,11),0.134704 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,12),0.189471 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,13),0.0803817 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,14),-0.159637 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,15),-0.144981 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,17),-0.161241 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,18),-0.144938 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,19),-0.137366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,7),(5,8),0.115367 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,9),0.0880135 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,10),0.0818032 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,11),0.0880133 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,12),0.116389 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,13),0.0854048 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,14),-0.144003 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,15),-0.144771 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,17),-0.145644 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,18),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,19),-0.053497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,8),(5,9),0.0934988 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,10),0.112871 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,11),0.0934988 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,12),0.114463 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,13),0.0625 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,14),-0.145353 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,17),-0.144852 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,19),-0.0901765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,9),(5,10),0.114609 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,11),0.0977777 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,12),0.0713237 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,13),0.143408 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,14),-0.144769 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,15),-0.14478 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,17),-0.14492 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,19),-0.0859728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,10),(5,11),0.0835007 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,12),0.122854 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,13),0.0850328 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,14),-0.145027 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,15),-0.144771 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,17),-0.146084 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,18),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,19),-0.0520069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,11),(5,12),0.069444 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,13),0.143408 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,14),-0.144769 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,15),-0.14478 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,17),-0.14492 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,19),-0.0869147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,12),(5,13),0.142752 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,17),-0.139048 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,18),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,19),-0.111763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,13),(5,14),-0.159637 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,15),-0.144981 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,17),-0.161241 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,18),-0.144938 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,19),-0.137366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,14),(5,15),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,14),(5,17),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,14),(5,18),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,14),(5,19),-0.134319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,15),(5,17),-0.144852 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,15),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,15),(5,19),-0.108521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,17),(5,18),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,17),(5,19),-0.10432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,18),(5,19),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,4),-0.0894265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,3),-0.0271615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,2),0.0468163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,1),-0.069458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,-1),0.0622716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,4),(5,3),-0.02047 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,4),(5,2),-0.042012 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,4),(5,1),-0.00822701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,4),(5,-1),0.0489505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,3),(5,2),-0.0298543 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,3),(5,1),-0.00426456 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,3),(5,-1),-0.0213926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,2),(5,1),0.00581329 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,2),(5,-1),-0.00781291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,1),(5,-1),0.0362735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,6),(6,7),0.103262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,19),-0.1165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,7),(6,19),-0.15098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,6),(6,-1),0.025904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,7),(7,8),0.177952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,9),0.063104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,10),0.0705648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,11),0.0629817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,12),0.0889633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,13),0.0994961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,14),-0.138586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,15),-0.146177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,19),0.0972023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,8),(7,9),0.108425 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,10),0.110899 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,11),0.108425 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,12),0.10417 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,13),0.10675 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,19),-0.118383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,9),(7,10),0.104293 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,11),0.109539 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,12),0.109253 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,13),0.103634 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,14),-0.144705 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,19),-0.152708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,10),(7,11),0.108915 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,12),0.115687 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,13),0.105366 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,19),-0.160469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,11),(7,12),0.10925 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,11),(7,13),0.103634 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,11),(7,14),-0.144705 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,11),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,11),(7,19),-0.152818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,12),(7,13),0.110944 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,12),(7,14),-0.14474 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,12),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,12),(7,19),-0.18449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,13),(7,14),-0.145615 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,13),(7,15),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,13),(7,19),-0.156357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,14),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,14),(7,19),-0.108566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,15),(7,19),-0.116025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,6),-0.0426074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,5),0.0213683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,-1),-0.00780321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,6),(7,5),-0.0242343 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,6),(7,-1),0.0299845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,5),(7,-1),0.0813718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,9),0.110937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,10),0.160921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,19),-0.12685 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,10),0.103256 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,19),-0.135847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,19),-0.0972493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,5),0.00305843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.0190214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,5),(8,-1),0.0529449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,10),0.12646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,11),0.10129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,12),0.155703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,13),0.0781882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,14),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,17),-0.147599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,19),-0.245996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,10),(9,11),0.106717 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,12),0.106546 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,13),0.114446 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,14),-0.144782 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,19),-0.126825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,12),0.109391 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,13),0.111152 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,19),-0.12599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,12),(9,13),0.104764 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,19),-0.0471175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,13),(9,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,17),-0.144713 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,19),-0.165016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,14),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,19),-0.107046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,17),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,17),(9,19),-0.0480551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,18),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,8),0.00581958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,7),-0.0918478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,6),-0.0408041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,5),-0.0236577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,-1),-0.0671203 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,8),(9,7),-0.014753 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,6),-0.0205768 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,5),-0.0232088 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,-1),-0.0134394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,7),(9,6),-0.0142383 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,5),-0.0244375 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,-1),-0.0216722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,6),(9,5),-0.0251711 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,-1),-0.0179024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,5),(9,-1),-0.0783605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
