# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(11,16),(11,19),-0.0637595 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0903138 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0330335 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0534712 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0463174 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0268466 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0216625 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.129234 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.16603 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.184076 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0807075 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.041374 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0697946 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.370382 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.20029 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.135556 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0622465 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0164679 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.291318 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0950786 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.29902 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.142817 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0564018 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.28494 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.388698 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.038463 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.052936 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0798367 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0658886 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0562931 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.303862 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.375248 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0943991 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.148761 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.176537 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.920404 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.297415 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.188707 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.119469 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.120998 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0967783 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0951353 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0819422 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0175702 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0138177 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.536819 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.296081 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.123304 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0470081 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0790578 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0188631 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.049881 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0726199 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00848191 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.104532 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.140461 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0584675 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.683915 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00248029 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0619395 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.00440846 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0759587 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.53057 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.250441 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0643726 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.011112 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0303388 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0434392 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0263893 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00426909 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.037469 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0394836 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0658558 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0717677 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.021002 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0466644 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.107106 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.143504 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00775762 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0525565 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00356077 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0813479 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.307712 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.107471 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.209748 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0214356 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0818015 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0502496 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.012374 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0293591 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.374245 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.716531 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.283563 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.358762 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0431323 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.092788 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0396875 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00557978 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.243769 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0614517 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.381899 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.346218 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.666344 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0961464 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00371895 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.325337 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.228026 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.573205 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.106116 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.202634 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.196694 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.542957 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00386651 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.456849 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0818201 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.202388 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.242993 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00213963 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0268863 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0704146 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0613702 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.107222 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0170422 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.179686 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0979712 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0383775 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.267121 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0773092 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.025304 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0856235 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0522807 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0170422 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.179686 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.222397 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0749713 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0569579 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.00359686 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0494524 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.243492 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0054527 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0366263 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.024845 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0423388 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.173867 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0213831 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.196643 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.218261 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0129087 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0054527 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0366263 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0736269 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.222626 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.032884 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0703674 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.606307 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.583246 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.232125 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.208044 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.512958 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.394441 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0960664 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0887847 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.476149 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.344129 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.583246 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.232125 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.351738 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.509889 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.611524 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.00219316 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.200323 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.261882 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.039437 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.167194 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.246126 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0323539 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.159801 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.479477 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.109244 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.200323 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.261882 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.156097 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.492475 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.221624 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0836154 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.11881 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0533983 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.234713 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.213146 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0477442 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.0521011 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.310727 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.189464 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.372043 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.11881 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.208301 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.342842 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.398068 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.100541 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0244653 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.110483 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0104312 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.191586 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.456836 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0417504 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.116824 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0185315 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.324472 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.568542 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0388945 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.106992 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.01006 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0722777 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0582379 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.00675734 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0366084 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0294023 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0568658 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0102628 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0743268 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.312413 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0843572 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0396005 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.415924 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.330186 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0158071 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.122736 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.33049 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.255815 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.235964 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.105823 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.239149 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.406194 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.331754 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.030135 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.208381 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.128667 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.139276 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.178686 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.069621 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0957881 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.102487 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.147426 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0859585 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0585087 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.070688 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.00950559 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0301478 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0204298 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0565116 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.211106 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0527368 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0537153 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0311659 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0660458 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0748686 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0501808 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.577255 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.226153 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.133546 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0796133 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0189686 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0414045 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.20699 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.114361 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.188351 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.462374 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.194116 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0158657 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.119715 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0187507 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.196091 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.367112 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.103336 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0617729 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.11881 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.208301 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.342842 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.398068 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.100541 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.568542 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0388945 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.106992 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.01006 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0365784 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.104672 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.163678 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.21828 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.16066 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0603628 # DEPENDENCYPART_SIBL
(0,9),(9,1),0.993569 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.0979926 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.187615 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0783291 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0116475 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.759805 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.532557 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.157229 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0315809 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.249673 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.458937 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.75127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.172236 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0815495 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.129163 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.693517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.254122 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),1.15919 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.909077 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),-0.0192969 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.29679 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.107002 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.101741 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.912078 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.446298 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.000611783 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.895336 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.294197 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.117867 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.585916 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-1.12192 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.429643 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.526552 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.785381 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.989178 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.580689 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),1.19087 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.592703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,5),-0.0165888 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.370247 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.478177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.734675 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0433256 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.219791 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0545418 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0823439 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.262897 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.148232 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.0601147 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.188075 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.191145 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.103816 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.479923 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.731141 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.205158 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.55034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),0.604399 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.298465 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.190481 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.166503 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.233033 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.245329 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.469794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.695301 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.534851 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.472325 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.194818 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.143971 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.246844 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.223266 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.270613 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.291298 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.113919 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.0364609 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.387219 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.654811 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.672887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,4),-0.70955 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.000440096 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.262453 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.439543 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0776049 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.451591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.553307 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.88049 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.512893 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.26944 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.116293 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0767094 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.107012 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.0494103 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.117411 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.273782 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.0752426 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.570751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.39293 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.598704 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.612061 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.000763662 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.401913 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.231833 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.508538 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.163242 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.213409 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.248856 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.509612 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.0783928 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.135001 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.634863 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.611366 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.439664 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-1.25134 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.450403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,7),-0.19386 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.499898 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.173921 # DEPENDENCYPART_GRANDPAR
