# _root_ The high point of foreigners ' copper stocks this year was 136,000 tons at the end of April , according to Mr. Demler .
#goldHeads=3,3,11,3,8,5,8,4,10,11,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
#predictedHeads=3,3,11,3,8,5,8,4,10,3,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
(12,13),(13,13),(13,8),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,7),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,4),-0.125885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.287265 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.0790027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.124914 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,7),-0.124914 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,4),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.12757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,8),-0.124927 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,7),-0.124927 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.119242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,-1),-0.0855524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,8),(13,7),-0.124927 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,7),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,7),(13,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,4),(13,-1),-0.133477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.0498431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),0.0216436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0455232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),0.020367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0714879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),0.0217482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,25),-0.128231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0426921 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0426921 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),-0.0426921 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,25),-0.0477353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0366378 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.042882 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0423038 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0431041 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.042882 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,25),0.00265869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0435371 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,23),-0.0435371 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,25),-0.0323633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,20),-0.0423038 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0431041 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.042882 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,25),0.00136463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),-0.0422188 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,25),-0.0751333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,25),-0.0431574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,25),0.00274575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.132588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.104064 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,10),-0.125876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.195835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.11907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.11252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.138869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,10),(14,-1),-0.113068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0831944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0331666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0367844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.0699924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.0505698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,24),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),0.00851806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0422499 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0457505 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.042503 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.0422499 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,25),-0.0795996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0385575 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.0424119 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0389449 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,24),-0.042048 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,25),-0.0343145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0463128 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.0285593 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,25),-0.0450103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,24),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,25),-0.0728276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,25),-0.0486801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,24),-0.042048 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,25),-0.0341128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,24),(16,25),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.156932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.113072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.0898891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.174457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,-1),-0.286782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.119149 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.119037 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.119139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,15),(16,-1),-0.0761403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.119136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,-1),-0.132364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.117805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,-1),-0.0790027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,17),(17,18),0.0481761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0816236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),0.0495572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,25),-0.121272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0477558 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0424343 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.0431041 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.0432121 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,25),0.0285911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0420052 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.0457146 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,25),-0.0445505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0424346 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,25),-0.0869409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,21),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,25),-0.0431574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,23),(17,25),0.0299723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.140132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,15),0.115982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.140132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.181905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.119161 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.119158 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.104938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.127958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,-1),-0.104938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),-0.0367844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.0699924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,23),-0.0329769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,24),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,25),0.000532145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),-0.0463128 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,23),-0.0285593 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,25),-0.0450103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,20),(18,23),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,24),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,25),-0.0728276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,23),(18,24),-0.042048 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,25),-0.0341248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,24),(18,25),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,15),0.156932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),-0.290847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,15),(18,-1),-0.0761403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),-0.0425743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,25),-0.0077893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,25),-0.0427911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,17),0.119164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),-0.091436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,17),(19,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,21),-0.0551511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,22),-0.0307332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),-0.0307319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,24),-0.0420176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,25),-0.0291922 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,22),-0.0426815 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,23),-0.0426815 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,25),-0.0740221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,22),(20,23),-0.0419175 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,24),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,25),-0.0469412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,23),(20,24),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,25),-0.0469399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,24),(20,25),-0.0442068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,19),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,18),0.118525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,17),0.126314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,16),0.118525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,14),0.122832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,13),0.118523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,11),-0.126176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,10),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,8),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),-0.191627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,19),(20,18),0.117898 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,17),0.117928 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,16),0.117898 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,14),0.118316 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,13),0.117898 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,11),-0.125035 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,10),-0.125188 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,8),-0.125188 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,-1),-0.130982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,18),(20,17),0.110231 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,16),0.118507 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,14),0.111534 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,13),0.118507 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,-1),-0.121301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,17),(20,16),0.119154 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,14),0.118089 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,13),0.119154 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,-1),-0.137591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,16),(20,14),0.111534 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,13),0.118507 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,-1),-0.121301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,14),(20,13),0.119159 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,14),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,14),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,14),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,14),(20,-1),-0.137964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,13),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,13),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,13),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,13),(20,-1),-0.121303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,11),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,11),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,11),(20,-1),-0.126504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,10),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,10),(20,-1),-0.121302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,8),(20,-1),-0.121301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,5),0.0597805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,7),0.0597783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,8),0.0597805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,10),0.0614787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,13),-0.145803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,25),0.0148046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,5),(4,7),0.118897 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,8),0.118897 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,10),0.118897 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,13),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,5),(4,25),-0.143305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,8),0.118897 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,10),0.118897 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,13),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,25),-0.143307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,10),0.118897 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,13),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,25),-0.143305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,10),(4,13),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,10),(4,25),-0.141664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,13),(4,25),-0.143305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,2),-0.0459802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,-1),-0.418331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,2),(4,-1),-0.0158183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,7),(7,8),0.151993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,10),0.151659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,11),0.125764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,7),(7,14),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,25),0.0223545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,8),(7,10),0.11103 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,11),0.114133 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,8),(7,14),-0.125035 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,25),-0.143218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,10),(7,11),0.114132 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,10),(7,14),-0.125046 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,25),-0.144815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
