# _root_ The internal investigation also criticized MiniScribe 's auditors , Coopers & Lybrand , for allegedly ignoring numerous red flags .
#goldHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
#predictedHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
(15,3),(3,5),(3,14),0.115821 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,19),-0.124896 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,21),-0.121005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,6),(3,8),0.127966 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,9),0.129267 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,11),0.116992 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,13),0.129267 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,14),0.117591 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,21),-0.0778382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,8),(3,9),0.129267 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,11),0.116992 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,13),0.129267 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,14),0.117591 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,21),-0.0778382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,9),(3,11),0.117147 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,14),0.116734 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,19),-0.127171 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,21),-0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,11),(3,13),0.329006 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,14),0.350909 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,19),0.0835162 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,20),0.133061 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,21),-0.128253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,13),(3,14),0.116734 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,19),-0.127171 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,21),-0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,14),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,21),-0.114398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,19),(3,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,19),(3,21),-0.0778382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,20),(3,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,2),-0.0424636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,1),-0.0419257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,-1),-0.0787662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,2),(3,1),-0.0658954 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,2),(3,-1),-0.00263588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,1),(3,-1),-0.090703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,9),0.096315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,10),0.130993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,11),0.145463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,12),0.130993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,13),0.096315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,14),0.126765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,15),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,8),(8,16),-0.126274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,19),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,21),-0.170469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,9),(8,10),0.130519 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,11),0.117147 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,12),0.130519 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,14),0.116734 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,15),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,9),(8,16),-0.126146 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,17),-0.125025 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,18),-0.125025 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,19),-0.127171 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,9),(8,21),-0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,10),(8,11),0.116992 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,12),0.127966 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,13),0.129267 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,14),0.117591 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,10),(8,16),-0.124891 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,10),(8,21),-0.0778382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,11),(8,12),0.287243 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,13),0.329006 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,14),0.350909 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,15),0.135162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,11),(8,16),0.267739 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,17),0.159952 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,18),0.148026 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,19),0.0835162 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,20),0.133061 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,21),-0.128253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,12),(8,13),0.129267 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,12),(8,14),0.117591 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,12),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,12),(8,16),-0.124891 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,12),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,12),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,12),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,12),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,12),(8,21),-0.0778382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,13),(8,14),0.116734 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,13),(8,15),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,13),(8,16),-0.126146 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,13),(8,17),-0.125025 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,13),(8,18),-0.125025 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,13),(8,19),-0.127171 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,13),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,13),(8,21),-0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,14),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,14),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,14),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,14),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,14),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,14),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,14),(8,21),-0.114398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,15),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,19),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,15),(8,21),-0.144689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,16),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,19),-0.124896 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,16),(8,21),-0.121007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,17),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,17),(8,21),-0.108243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,18),(8,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,18),(8,21),-0.111935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,19),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,19),(8,21),-0.0778382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,20),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,7),-0.0419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,6),-0.0583005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,5),-0.0254573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,4),-0.0449581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,3),-0.0583005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,2),-0.0424636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,1),-0.0419257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,-1),-0.0787662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,7),(8,6),-0.0420901 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,3),-0.0420901 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,1),-0.0420037 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,-1),-0.0425458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,6),(8,5),-0.0430488 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,4),-0.0429102 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,3),-0.0359837 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,2),-0.0301546 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,1),-0.0250297 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,-1),-0.0769726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,5),(8,4),-0.0420763 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,3),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,2),-0.0421612 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,1),-0.045745 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,-1),-0.00186715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,4),(8,3),-0.0420218 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,4),(8,2),-0.0421087 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,4),(8,1),-0.0431126 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,4),(8,-1),-0.0343627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,3),(8,2),-0.0301546 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,3),(8,1),-0.0250297 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,3),(8,-1),-0.0769726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,2),(8,1),-0.0658954 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,2),(8,-1),-0.00263588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,1),(8,-1),-0.090703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,12),0.116903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,13),0.151608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,14),0.107581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,15),-0.124897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,11),(11,16),-0.126244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,17),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,18),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,19),-0.131763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,21),-0.0886208 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,12),(11,13),0.111565 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,14),0.117249 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,12),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,19),-0.12499 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,21),-0.118929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,14),0.124637 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,15),-0.124996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,16),-0.126519 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,19),-0.126041 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,21),-0.12792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,21),-0.130157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,15),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,21),-0.127204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,16),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,21),-0.131638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,17),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,21),-0.125953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,18),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,18),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,18),(11,21),-0.125953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,19),(11,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,21),-0.118929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,20),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),-0.00756202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,9),-0.0582476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,8),-0.00756202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,6),-0.00756202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,5),-0.0537856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,4),-0.0466614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,3),-0.00756202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,2),-0.0247776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,1),-0.0428766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),-0.015042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,9),-0.0163727 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,8),-0.0354524 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,6),-0.0354524 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,5),-0.0391608 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,4),-0.0423593 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,3),-0.0354524 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,2),-0.0387578 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,1),-0.0444715 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),-0.05234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,9),(11,8),-0.0366259 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,6),-0.0366259 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,5),-0.0464978 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,4),-0.0441426 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,3),-0.0366259 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,2),-0.0420331 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,9),(11,-1),-0.0162476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,8),(11,6),-0.0354524 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,5),-0.0391608 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,4),-0.0423593 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,3),-0.0354524 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,2),-0.0387578 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,1),-0.0444715 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,8),(11,-1),-0.05234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,6),(11,5),-0.0391608 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,4),-0.0423593 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,3),-0.0354524 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,2),-0.0387578 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,1),-0.0444715 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,6),(11,-1),-0.05234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,5),(11,4),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,3),-0.0432393 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,2),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,1),-0.0420083 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,5),(11,-1),-0.0470751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,4),(11,3),-0.0447035 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,4),(11,2),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,4),(11,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,4),(11,-1),-0.0610434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,3),(11,2),-0.0387578 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,3),(11,1),-0.0444715 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,3),(11,-1),-0.05234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,2),(11,1),-0.0373095 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,2),(11,-1),-0.0250122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,1),(11,-1),-0.0374101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,15),-0.124886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,16),-0.124983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,19),-0.126173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,21),-0.00943532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,21),-0.158872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,21),-0.118492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,17),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
