# _root_ By October , when the committee rejected a much more modest covert proposal , even the administration was agreeing little should be done .
#goldHeads=18,1,2,7,6,7,2,13,11,11,13,13,7,2,17,17,18,0,18,21,19,21,22,18,
#predictedHeads=18,1,2,7,6,7,2,13,13,9,13,13,7,18,17,17,18,0,18,21,19,21,22,18,
(17,11),(11,11),(11,21),-0.127808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,25),0.00905221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,12),(11,13),0.118821 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,14),0.117645 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,15),0.119127 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,12),(11,18),-0.125144 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,19),-0.125144 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,21),-0.125634 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,25),-0.116553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,14),0.117974 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,15),0.117451 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,21),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,25),-0.122227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,15),0.116731 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,17),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,25),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,17),-0.124894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,25),-0.119005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,17),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,21),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,17),(11,25),-0.122229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,18),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,18),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,18),(11,25),-0.144891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,19),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,19),(11,25),-0.144888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,21),(11,25),-0.133025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,10),-0.0825225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,9),-0.0758093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,8),-0.0407389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,6),-0.043398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,-1),0.0331964 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,10),(11,9),-0.0456113 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,8),-0.0464339 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,6),-0.0441155 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,-1),-0.0440012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,9),(11,8),-0.0459548 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,6),-0.0440063 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,9),(11,-1),-0.0366351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,8),(11,6),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,8),(11,-1),-0.0873491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,6),(11,-1),0.00335243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,18),-0.135911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,20),-0.126027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,25),0.00839786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,18),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,18),(12,25),-0.144891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,20),(12,25),-0.117017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,11),-0.0752022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,10),-0.0787126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,9),-0.0719994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,8),-0.0401268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,-1),0.0365239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,11),(12,10),-0.0386589 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,11),(12,9),-0.0377578 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,11),(12,8),-0.0433297 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,11),(12,-1),-0.0267761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,10),(12,9),-0.0456113 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,10),(12,8),-0.0464339 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,10),(12,-1),-0.0401912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,9),(12,8),-0.0459548 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,9),(12,-1),-0.0328251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,8),(12,-1),-0.086737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,14),0.165791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,15),0.0999756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,17),-0.141387 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,13),(13,18),-0.154371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,19),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,20),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,21),-0.130604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,24),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,25),0.0235106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,14),(13,15),0.112223 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,17),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,14),(13,18),-0.127235 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,19),-0.127045 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,20),-0.12731 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,21),-0.125081 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,25),-0.00337491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,25),-0.123299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,17),(13,18),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,19),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,20),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,24),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,25),-0.145552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,18),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,25),-0.175171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,25),-0.174549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,20),(13,21),-0.124982 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,20),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,20),(13,25),-0.159274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,21),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,21),(13,25),-0.135032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,24),(13,25),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,12),-0.0649431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,11),-0.064977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,10),-0.0749011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,9),-0.0775435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,8),-0.0669058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,7),0.046603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,6),-0.181341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,5),-0.0408897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,3),0.138951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,-1),0.0927231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,12),(13,11),-0.0574248 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,10),-0.0481744 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,9),-0.0479439 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,8),-0.0687623 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,7),-0.0395049 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,6),-0.0607258 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,5),-0.0628089 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,3),-0.0325485 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,-1),-0.0496767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,11),(13,10),-0.0481744 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,9),-0.0479439 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,8),-0.0687623 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,7),-0.0395049 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,6),-0.0607258 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,5),-0.0628089 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,3),-0.0325485 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,-1),-0.0496767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,10),(13,9),-0.0428406 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,8),-0.0424894 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,7),-0.0450538 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,6),-0.043893 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,5),-0.0425682 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,3),-0.0459901 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,-1),-0.0854013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,9),(13,8),-0.0424984 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,7),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,6),-0.0438941 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,5),-0.0425772 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,3),-0.0458315 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,-1),-0.0879143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,8),(13,7),-0.042046 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,8),(13,6),-0.0357307 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,8),(13,5),-0.0403592 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,8),(13,3),-0.0447155 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,8),(13,-1),-0.0850145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,7),(13,6),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,7),(13,5),-0.0319263 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,7),(13,3),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,7),(13,-1),-0.0129177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,6),(13,5),-0.011858 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,6),(13,3),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,6),(13,-1),0.00184587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,5),(13,3),-0.0458383 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,5),(13,-1),-0.00841237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,3),(13,-1),-0.0437716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,25),-0.0905938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,-1),-0.00572757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,16),0.104065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,17),-0.128567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,18),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,20),-0.12493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,21),-0.124995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,22),-0.125255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,25),-0.176984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,16),(15,17),-0.12489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,16),(15,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,25),-0.134297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,17),(15,18),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,22),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,25),-0.134473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,18),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,25),-0.0896289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,20),(15,21),-0.12493 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,22),-0.124987 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,25),-0.0942859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,21),(15,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,21),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,21),(15,25),-0.126047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,22),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,22),(15,25),-0.0895728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,24),(15,25),-0.12504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,14),-0.0472326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,13),0.00566081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,12),-0.0234067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,11),-0.0234067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,6),0.00566081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,-1),-0.00162836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,14),(15,13),-0.0383847 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,12),-0.0437696 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,11),-0.0437696 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,6),-0.0383847 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,-1),-0.00936678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,13),(15,12),-0.0360016 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,11),-0.0360016 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,6),-0.04301 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,-1),-0.0943966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,12),(15,11),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,6),-0.0395313 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,-1),-0.0113608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,11),(15,6),-0.0395313 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,11),(15,-1),-0.0113608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,6),(15,-1),-0.0943966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,19),-0.126126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,25),0.171869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,19),(16,25),-0.116516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,15),-0.0309326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,-1),0.235991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,15),(16,-1),-0.0308938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,19),-0.0352447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,20),-0.00841438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,21),-0.0442166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,22),-0.0422001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,23),-0.0391223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,24),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,25),0.0681298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,20),-0.044134 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,21),-0.0376389 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,22),-0.0443888 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,23),-0.0438848 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,24),-0.0419685 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,25),-0.0748364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,20),(18,21),-0.0436298 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,22),-0.0570345 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,23),-0.0570304 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,24),-0.0429337 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,25),0.0420002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,21),(18,22),-0.0429599 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,21),(18,23),-0.0429599 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,21),(18,24),-0.042001 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,21),(18,25),-0.0451869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,22),(18,23),-0.0439386 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,24),-0.0419685 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,25),-0.0880433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,23),(18,24),-0.0419685 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,25),-0.0769305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,24),(18,25),-0.0875764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,17),0.165298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,16),-0.12684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,15),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,14),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,13),-0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,12),-0.130857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,11),-0.130857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,10),-0.136654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,9),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,8),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,7),-0.169975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,6),-0.175616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,4),-0.140686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,3),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,2),-0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,1),-0.155344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,-1),0.0221842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,17),(18,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,15),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,14),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,13),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,12),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,11),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,10),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,9),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
