# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,2,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(3,9),(9,29),-0.862223 # DEPENDENCYPART_GRANDPAR
(3,9),(9,30),-0.54769 # DEPENDENCYPART_GRANDPAR
(3,9),(9,34),-2.89056 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.94778 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.625534 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.42171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.816846 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.910799 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.825584 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.854994 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.670081 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.44752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.905359 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.614431 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.863843 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.11025 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.828476 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.11128 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.742021 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.25145 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.80446 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.0922 # DEPENDENCYPART_GRANDPAR
(4,2),(2,34),-1.6768 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.54946 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.218056 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0982654 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.529327 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.055192 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.426205 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.119499 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.206685 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.202193 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.117256 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.62646 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.354562 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0171813 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.572549 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.383124 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.424939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.223639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.419767 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.364867 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.331852 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.061813 # DEPENDENCYPART_GRANDPAR
(4,7),(7,34),-1.24288 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.266 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.252294 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.319735 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.43149 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.51377 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.24844 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.994651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.386729 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.212256 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.269887 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.406738 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.460293 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.477133 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.145195 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.334796 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.7982 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.320904 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.241857 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.235545 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.109252 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.461549 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.427187 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.565444 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.367286 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.490629 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-0.995165 # DEPENDENCYPART_GRANDPAR
(4,9),(9,30),-0.964123 # DEPENDENCYPART_GRANDPAR
(4,9),(9,34),-1.36795 # DEPENDENCYPART_GRANDPAR
(4,34),(34,33),-1.03869 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.175953 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.132383 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.313418 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.146689 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.59438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.36073 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.319747 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.898142 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.978845 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.978881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.701306 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.843054 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.956389 # DEPENDENCYPART_GRANDPAR
(6,2),(2,34),-2.08717 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.772671 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.652238 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.1904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.679375 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.420337 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.298664 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.317419 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.148715 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.242856 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.293122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.153079 # DEPENDENCYPART_GRANDPAR
(6,7),(7,34),-1.53252 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.637643 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.0291499 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.457884 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.727735 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.670709 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.557018 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.721944 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.606537 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.07641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0618749 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.161051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.501667 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.315209 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.5155 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0659778 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.64785 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.284199 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.341276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.659126 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.427391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.413029 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.881419 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.946952 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.690215 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.532567 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-0.779405 # DEPENDENCYPART_GRANDPAR
(6,9),(9,30),-0.528846 # DEPENDENCYPART_GRANDPAR
(6,9),(9,34),-1.79584 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.974199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),-0.00959697 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.495147 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.54324 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.222559 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.258258 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.392487 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.358441 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.32668 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.821902 # DEPENDENCYPART_GRANDPAR
(6,11),(11,29),-0.876811 # DEPENDENCYPART_GRANDPAR
(6,11),(11,34),-1.55854 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.717601 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.01106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0916465 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.157638 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.544086 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.387774 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.290078 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.641939 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.333885 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.364667 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.651243 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.454444 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.757069 # DEPENDENCYPART_GRANDPAR
(6,12),(12,34),-1.7222 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.651167 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.150853 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.431184 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.526544 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.621048 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0443568 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.443352 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.630109 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.106631 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.426481 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.946795 # DEPENDENCYPART_GRANDPAR
(6,13),(13,34),-1.70594 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.453731 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.397348 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.478831 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.271694 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.481121 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.413869 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.66859 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.373097 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.334693 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.764317 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.694181 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-0.728136 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.656317 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.545372 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.707552 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.601271 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-1.07586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),-0.0896642 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.111555 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),-0.497668 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.510048 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.569657 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.383183 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.722202 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.517022 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.525484 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.699027 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.709382 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.620987 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.648279 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.948398 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.618736 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.553403 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.785643 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.68693 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.908698 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.983449 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-0.851171 # DEPENDENCYPART_GRANDPAR
(6,21),(21,30),-0.535958 # DEPENDENCYPART_GRANDPAR
(6,21),(21,33),-0.423058 # DEPENDENCYPART_GRANDPAR
(6,21),(21,34),-1.74039 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.327803 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.010605 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.435812 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.460241 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.759505 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.81876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-1.04183 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.528233 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.3203 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-1.1046 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.26127 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.962604 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.42084 # DEPENDENCYPART_GRANDPAR
(7,2),(2,34),-2.76129 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.72785 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.791418 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.67955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.89071 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.373291 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.11343 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.930224 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.12673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.23244 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.836892 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.36916 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.25705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0456162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.1373 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.25926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.649173 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.21518 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.40186 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.19385 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.38457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.51264 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.773403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.251169 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.343642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.440084 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-1.01468 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.485095 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.222312 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-1.27993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.437331 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.731631 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.476743 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.991492 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-1.20107 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.872241 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-0.795214 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-0.769305 # DEPENDENCYPART_GRANDPAR
(7,9),(9,34),-2.46524 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.41638 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.6902 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.842125 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.387732 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.588948 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.555512 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.271782 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.471257 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.673606 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.420515 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-0.935415 # DEPENDENCYPART_GRANDPAR
(7,11),(11,34),-2.20052 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.39812 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.28224 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.2065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.486516 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.936343 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.312366 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.520899 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-1.0356 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.690099 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.256328 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-1.2621 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.621694 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.308525 # DEPENDENCYPART_GRANDPAR
(7,12),(12,34),-2.37999 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.44323 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.445826 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.297686 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.450398 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-1.03434 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.429925 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.28549 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-1.31471 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.3087 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.599861 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.510982 # DEPENDENCYPART_GRANDPAR
(7,13),(13,34),-2.36845 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.626799 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.071459 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.292411 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.377664 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.459774 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.296271 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-1.2167 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.466573 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.670862 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.320762 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.15956 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.23644 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.13019 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.17153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.392266 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.355367 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0964415 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.126478 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.39592 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.763929 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.332766 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-1.15147 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.890992 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.342502 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.534529 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.258366 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.797979 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-1.04339 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.796633 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-1.16755 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.732095 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-0.653567 # DEPENDENCYPART_GRANDPAR
(7,16),(16,33),-0.594211 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-1.44284 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),-0.602287 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0398961 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.2588 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.474584 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.346775 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.133546 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-1.29044 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.975131 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.563182 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.278861 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.945594 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-1.11166 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-1.22114 # DEPENDENCYPART_GRANDPAR
(7,19),(19,29),-1.02902 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-0.971342 # DEPENDENCYPART_GRANDPAR
(7,19),(19,33),-0.726994 # DEPENDENCYPART_GRANDPAR
(7,19),(19,34),-2.29777 # DEPENDENCYPART_GRANDPAR
(7,34),(34,33),-0.813387 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.575073 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.737024 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.422488 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.54774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.453748 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.621663 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.733615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.721907 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.675765 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.677975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.714605 # DEPENDENCYPART_GRANDPAR
(8,7),(7,34),-1.12648 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.13786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.07137 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.990192 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.05623 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.14616 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.09542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.886375 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.11442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.341395 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0639845 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.230533 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.277845 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.567976 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0795302 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.129199 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.461619 # DEPENDENCYPART_GRANDPAR
