# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,19,21,16,
(13,4),(13,20),0.0118104 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.00548336 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0379084 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.198774 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.15455 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.115987 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.163303 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0329493 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.106704 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.155881 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.263446 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0263428 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00858885 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0437221 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0253156 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.00787656 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0759588 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00854207 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0246091 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0302377 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0169745 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.129859 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.148229 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.175758 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0898164 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.123854 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.163122 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.132808 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0118299 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0655601 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0687629 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00694853 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0511962 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0118104 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.00548336 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0379084 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.198774 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.162504 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0308354 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.104582 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.153759 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.260395 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00394222 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.036586 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0710742 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0523867 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0358737 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0426357 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0365392 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0526062 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0541336 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.056009 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0454822 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.118056 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.167215 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.285042 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.01241 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0014942 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0418325 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0239685 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.000781913 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0637361 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.00144742 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0175144 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0373532 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0101728 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.172068 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.198675 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.10519 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0490643 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0596346 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0525858 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0264 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0643205 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0181742 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0596541 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.059996 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0173618 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.248699 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.099693 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.142643 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0866157 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.012541 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00846116 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00148236 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0283319 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0519666 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0126381 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0162603 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0633529 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0516983 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0129199 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0911403 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0172489 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00340957 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0136279 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0331598 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0496248 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0173461 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0210297 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0332714 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0542488 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.051178 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.091931 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00414518 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.107424 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0993127 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0394124 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0919537 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0914841 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.00593478 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0352556 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.052125 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.180281 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00650458 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0369691 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.178455 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0572216 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0465862 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.060927 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0218679 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0500949 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0314415 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0183146 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.108338 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0091105 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.029996 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.00256465 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0406414 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0916573 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.056321 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0829618 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0508201 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0513889 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.112165 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0242072 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0519671 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0642951 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0422978 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0371383 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0196133 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0616312 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0931447 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0171576 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0380432 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.00782212 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0420917 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0288249 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0192146 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.000370302 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.102199 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0300237 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.00229481 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0409549 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.000379368 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.00655888 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.00559952 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.506149 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.211588 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.437745 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.154656 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.434914 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.455282 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.785267 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0179098 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.187881 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.171732 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.187241 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.187292 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.537994 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.25474 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.224789 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.249931 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.244254 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.459937 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.109888 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.422425 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.442792 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.773057 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.192771 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.201647 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.337515 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.455307 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.785531 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.787315 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.166823 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.170403 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.555974 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0133172 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.109884 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.036288 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.19733 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.550566 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0272327 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0903959 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.000125423 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.288518 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0189495 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0886921 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0293368 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0980143 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.012231 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0221346 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0083064 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0335807 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0312661 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0201212 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0257142 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.274195 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0158172 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.274195 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.022786 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.00701288 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0240032 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0232885 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0262764 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0372628 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.00181862 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0229079 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.00289871 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.04119 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.097304 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.050942 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0205605 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0340335 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0419273 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.472415 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0205007 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.493496 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0205007 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.477691 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.468498 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.237395 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.224059 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.16418 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.217783 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.128102 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.228687 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0447465 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0205255 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0382839 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.00369449 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0630723 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0198691 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0181996 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0145323 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.476737 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0145323 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.461236 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.452043 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.227537 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.214201 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.157 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.210603 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0895508 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.218829 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0712437 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0510069 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0193277 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0341759 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0935538 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0165158 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.043297 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0125342 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.000959273 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.00843934 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0181886 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00402221 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.000313107 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.119433 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0635364 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0968931 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.000579844 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0386253 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0281698 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0101146 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0103704 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.00614405 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0682723 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0636823 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.020015 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.478507 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.469315 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.238515 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.225179 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.165755 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.219359 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.129941 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.229807 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0367501 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0132499 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0516443 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.00358112 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0557967 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0285308 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0363345 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.00843934 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0181886 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.00402221 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.000313107 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.119433 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0635364 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0968931 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.000579844 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0386253 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0281698 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0101146 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0103704 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.00614405 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0682723 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0636823 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.466949 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.23753 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.224194 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.165836 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.21944 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.128264 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.228822 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0360016 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0125012 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0572491 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.00432977 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.055048 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.031587 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.01871 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.233214 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.21989 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.158447 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.21245 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.122867 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.224507 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0434344 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0173522 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.037602 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.000521261 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0598991 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0118692 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0305748 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.188069 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.391279 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.200281 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0514532 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.215371 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0673148 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0687551 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.103135 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0694831 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.044491 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0304663 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0591333 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.338298 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.169567 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0515836 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.200828 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0529266 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0709306 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0978012 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0715386 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0466079 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.00309865 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0567099 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.777629 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.165733 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.436602 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.114077 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00880153 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0234844 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0154361 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0147827 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00915906 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0247892 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0455843 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.346017 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0989905 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0234722 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0827563 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0168225 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0470421 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0224838 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0238149 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.119943 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0491066 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0106221 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.099287 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0254418 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00575918 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.088784 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0254047 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0665735 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0678621 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0904128 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0685901 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.043598 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00402542 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0560299 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.218035 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0517159 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.204444 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.187352 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0508585 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0538043 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.24558 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.171093 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.185898 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.189823 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0550921 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00523964 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0084576 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.14078 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0225282 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.193175 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.194897 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.083666 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.159636 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.00485513 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0182282 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0383293 # DEPENDENCYPART_SIBL
