# _root_ Commodities : Dow Jones futures index 129.38 , off 0.11 ; spot index 130.09 , off 0.71 .
#goldHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
#predictedHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
(12,14),(14,15),(14,16),-0.0186539 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0503241 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.04084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0637387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,19),0.0946011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.195126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.193607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,10),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0468457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.12178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.0576054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.0587423 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,10),(14,-1),-0.153115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0532769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.00677047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,19),-0.0493627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,-1),-0.0916405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,17),-0.0467351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0298197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.055448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0440021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.155936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.108342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,6),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,5),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,1),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.211205 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,12),0.102528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,15),(16,6),-0.124966 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,5),-0.124966 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,1),-0.12497 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.11502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.13582 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,6),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.136717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,5),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,-1),-0.135802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,1),(16,-1),-0.135807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),0.14603 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.114334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,14),0.105005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.195126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,12),0.193607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,17),(17,-1),-0.0468457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,14),0.11912 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.11779 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,12),0.118172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,16),(17,-1),-0.132401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.118941 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,12),0.118942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,-1),-0.153115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,12),0.12178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,-1),-0.0576054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,12),(17,-1),-0.0587423 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,1),(1,2),0.120657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.155643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.153226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,5),0.154106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,6),0.155293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,7),0.19921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,8),0.165791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,9),0.104172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,10),0.19921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,11),0.124461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,12),0.156785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,1),(1,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,18),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,19),0.0436995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.111012 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,4),0.111045 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,5),0.11088 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,6),0.111045 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,7),0.11478 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,8),0.119126 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,9),0.117343 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,10),0.11478 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,12),0.111045 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,13),-0.126023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,2),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,19),-0.0962025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,4),0.110282 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,5),0.111025 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,6),0.1112 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,7),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,8),0.122617 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,9),0.111072 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,10),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,11),0.116561 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,12),0.111201 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,19),-0.141159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,5),0.108709 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,6),0.108883 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,7),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,8),0.122618 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,9),0.111072 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,10),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,12),0.108885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,19),-0.140268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,6),0.109788 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,7),0.104164 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,8),0.122618 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,9),0.111072 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,10),0.104164 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,12),0.109789 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,19),-0.13954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,7),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,8),0.122612 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,9),0.111072 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,10),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,12),0.111177 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,19),-0.139596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,7),(1,8),0.141672 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,9),0.126634 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,10),0.107879 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,11),0.108501 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,12),0.119402 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,13),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,7),(1,15),-0.125133 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,19),-0.123595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,9),0.112218 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,10),0.117985 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,11),0.116759 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,12),0.112769 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,13),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,15),-0.125325 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,19),-0.00337638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,9),(1,10),0.122619 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,11),0.121083 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,12),0.117231 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,9),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,19),-0.121727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,10),(1,11),0.108501 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,12),0.119402 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,13),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,10),(1,15),-0.125133 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,19),-0.123595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,11),(1,12),0.111809 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,13),-0.12582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,11),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,19),-0.0926522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,12),(1,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,12),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,12),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,12),(1,19),-0.138012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,13),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,18),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,19),-0.139596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,15),(1,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,19),-0.00337638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,18),(1,19),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),0.124599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,4),0.151529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.152408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.153595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.1992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.165791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,9),0.104172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.1992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,11),0.124657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,18),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,19),0.0568774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.108709 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.108883 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.122618 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,9),0.111072 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,4),(3,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,19),-0.14177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.109788 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.104164 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,8),0.122618 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,9),0.111072 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,10),0.104164 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,19),-0.141042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.122612 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,9),0.111072 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,10),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,19),-0.141098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,8),0.141662 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,9),0.126634 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,10),0.107879 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,11),0.108501 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,13),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,15),-0.125133 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,19),-0.123601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,9),0.112211 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,10),0.117982 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,11),0.116759 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,13),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,15),-0.125325 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,19),-0.00337638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,9),(3,10),0.122616 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,11),0.121083 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,9),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,19),-0.121731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,11),0.108501 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,13),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,15),-0.125133 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,19),-0.123601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,11),(3,13),-0.12582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,11),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,19),-0.0926522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,13),(3,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,13),(3,18),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,13),(3,19),-0.141098 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,15),(3,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,15),(3,19),-0.00337638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,18),(3,19),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,2),0.00702848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,1),-0.182889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,-1),0.136481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,2),(3,1),-0.0100306 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,2),(3,-1),0.010102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,1),(3,-1),0.00135752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,5),0.1524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,6),0.153587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,7),0.199203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,8),0.165791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,11),0.124657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,18),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,19),0.0460837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,5),(4,6),0.109788 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,7),0.104164 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,8),0.122617 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,5),(4,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,19),-0.141048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,6),(4,7),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,8),0.122611 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,11),0.116568 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,6),(4,18),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,19),-0.141104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,8),0.141667 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,11),0.108501 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,13),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,19),-0.1236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,11),0.116759 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,13),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,19),-0.00337638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,11),(4,13),-0.12582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
