# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,12,13,14,15,9,17,20,17,22,20,7,
(11,17),(11,20),-0.0504957 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.197873 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0620476 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.25416 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.25416 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0620476 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0742877 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0564977 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.131171 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.354651 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.232573 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0138041 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0660509 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0125273 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0645032 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0144557 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.000709418 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.057859 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0421681 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0738203 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.152445 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00894398 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.00894398 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.152445 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0329916 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0873515 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0715126 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.36841 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0086276 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0094928 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0385156 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0312799 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.04594 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.155952 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0114003 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0691273 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0373278 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0318571 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0676925 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0676925 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.534538 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00816076 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.114838 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0514682 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0185714 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.120178 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0561604 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0276081 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0691811 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0386598 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00201935 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0415109 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0428523 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0423996 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0221487 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.00340401 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.107402 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0434301 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0930592 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0883949 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.372674 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.128086 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0611316 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.067844 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0122491 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0565479 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.161791 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0190552 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.121165 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.102336 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0420933 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.107402 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0434301 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0930592 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0883949 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.372674 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.128086 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0611316 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.067844 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0122491 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0565479 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.161791 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0190552 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.121165 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.102336 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0420933 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.00816076 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.114838 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0514682 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0185714 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.120178 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0561604 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0276081 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0691811 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0386598 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00201935 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0415109 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0428523 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0423996 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0221487 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.141965 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0415715 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00320535 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.150311 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0814753 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0684651 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0470078 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0742117 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.18179 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0627409 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0380032 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0400895 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.064162 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0618594 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.202091 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0593396 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0527108 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0186565 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0329968 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0267652 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.028042 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0435033 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.106026 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0248492 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0123558 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0351458 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0844021 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0720995 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00720773 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0164867 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.012654 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0169207 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00905023 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0150516 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.016913 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.00294743 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.250567 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0993476 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.130776 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0911978 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.125091 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.151337 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.286219 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.26581 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.261524 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.135571 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0323908 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0452079 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00253507 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0526323 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.183708 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0176694 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0661305 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0428895 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0385494 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.104799 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.197263 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.075282 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0983624 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0526451 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.00777885 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0488771 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0814724 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.017577 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0904161 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0670644 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0551319 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0374621 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.10233 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0984833 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0150618 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.161265 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0750418 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0538022 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.103503 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0186667 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0738014 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0597246 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0416994 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.106923 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.103083 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.016559 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0617625 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.084158 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.00547926 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.223723 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00366573 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.132518 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0382044 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0917513 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0429207 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0621296 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0470407 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0629166 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0585091 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0917716 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0318936 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0771069 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0456626 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.320572 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0465713 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.2046 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.434011 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.175874 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0588304 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.097738 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.019303 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.21473 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0388287 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0596532 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.203406 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.432457 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.17468 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.00885323 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.276614 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0324417 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.113346 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0500146 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0970147 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.18332 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.134745 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0130734 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.043047 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0134635 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0211337 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0438101 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0528483 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.00132899 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.131808 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00472077 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0501803 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0548747 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.000930794 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.017072 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0584533 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0057535 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0315465 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.052556 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0468444 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0648557 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.018226 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0779988 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0307423 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.197268 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0582375 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0559372 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0722526 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0988986 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0764881 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.048739 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.100605 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0218364 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0611411 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.051752 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.032292 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.163816 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0277514 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.107709 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00869116 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0533253 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0855586 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0267218 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0862158 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0739612 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0454809 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.403892 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.300575 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.659885 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.290546 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.516266 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.144562 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.184055 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.462091 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0796268 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.181555 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0291472 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0970741 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0907385 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0617015 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.351865 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0210326 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0835374 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.178546 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.268976 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.148592 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0463655 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0270471 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.160789 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0187277 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.00390602 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0117348 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.116929 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.090923 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0277522 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0689761 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0240798 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0398629 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0211682 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0719915 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.13087 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0122464 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0835085 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.084908 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0252781 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.11172 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0775175 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.171494 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.160259 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0951687 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0709616 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.128192 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00189514 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0834925 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0800615 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0109436 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.109581 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0704542 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0648598 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.475649 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.200898 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.235364 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.06872 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.128383 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.11145 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0319379 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.192989 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.126867 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0716506 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0716506 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.126867 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.1578 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.263815 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.134757 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.195093 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.194611 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.131444 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0606464 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0894196 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0533464 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.14778 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0666048 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.274241 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.0298939 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0194255 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.10811 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.00452642 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.474384 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.474384 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.00452642 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.211438 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.508852 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.230595 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.737064 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.731406 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.0122664 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.30508 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.33289 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.309929 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0543762 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.13177 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.536936 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.030628 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0105311 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.168857 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0712713 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0712713 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.142338 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.00878268 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0393421 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.013235 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.00623169 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0191687 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.262302 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.105071 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0291514 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0632817 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0696649 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.310388 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0312426 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0308899 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.00954537 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.179962 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.316746 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0134713 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.135419 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.399581 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.129246 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.268969 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.264536 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0164619 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.187081 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.25284 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.201035 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0493849 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.108116 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.416714 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.2548 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.175362 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.12497 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0134713 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.135419 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.399581 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.129246 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.268969 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.264536 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0164619 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.187081 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.25284 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.201035 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0493849 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.108116 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.416714 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.2548 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.175362 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.12497 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.00878268 # DEPENDENCYPART_SIBL
