# _root_ Instead , New York City police seized the stolen goods , and Mr. Krisher avoided jail .
#goldHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
#predictedHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
(12,3),(3,4),(3,7),0.0882505 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,9),0.0882505 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,10),0.18393 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,18),-0.160882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,5),(3,7),0.0867272 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,9),0.0867272 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,10),0.180228 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,18),-0.160272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,7),(3,9),0.106966 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,7),(3,10),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,7),(3,18),-0.171094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,9),(3,10),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,18),-0.166463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,10),(3,18),-0.1599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,3),(3,2),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,1),-0.0191713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,-1),0.183226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,2),(3,1),-0.0190488 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,2),(3,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,1),(3,-1),-0.0517704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,5),0.0427675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,6),0.0413478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,7),0.0954555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,10),0.0398833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,18),-0.0262828 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,5),(4,6),0.180226 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,7),0.0867272 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,10),0.180226 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,18),-0.160062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,6),(4,7),0.0882505 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,10),0.177974 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,18),-0.15969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,7),(4,10),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,18),-0.169894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,10),(4,18),-0.15969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,3),-0.0246244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,2),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,1),-0.0192251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,-1),0.170244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,3),(4,2),0.0154801 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,1),-0.0282325 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,-1),0.00298664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,2),(4,1),-0.0190488 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,2),(4,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,1),(4,-1),-0.0519632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,6),0.0410903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,7),0.0954299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,9),0.100062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,10),0.0396257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,11),0.23337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,12),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,14),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,18),-0.0191182 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,6),(5,7),0.0882505 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,9),0.0882505 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,10),0.177971 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,11),0.0988771 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,12),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,14),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,18),-0.157574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,9),0.106966 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,10),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,11),0.120585 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,14),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,17),-0.144761 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,18),-0.16991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,9),(5,10),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,11),0.120585 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,14),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,17),-0.144761 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,18),-0.165278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,10),(5,11),0.0988771 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,12),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,14),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,18),-0.157574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,11),(5,12),-0.149799 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,14),-0.15785 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,18),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,12),(5,14),0.149901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,17),-0.00125725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,18),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,14),(5,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,18),-0.157574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,17),(5,18),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,4),-0.0361703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,3),-0.0282636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,2),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,1),-0.0191694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,-1),0.17753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,4),(5,3),-0.0225345 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,2),0.0157416 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,1),-0.0279454 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,-1),0.00082956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,3),(5,2),0.0154801 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,1),-0.0280891 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,-1),-0.0016445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,2),(5,1),-0.0190488 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,2),(5,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,1),(5,-1),-0.0517704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,7),0.0954555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,8),0.0533488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,9),0.100087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,10),0.0419432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,11),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,12),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,14),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,15),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,16),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,18),-0.0191781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,8),0.107317 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,9),0.106966 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,10),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,11),0.120585 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,14),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,16),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,17),-0.144761 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,18),-0.169888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,9),0.108353 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,10),0.117023 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,11),0.106706 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,14),-0.144775 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,16),-0.144775 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,18),-0.129565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,10),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,11),0.120585 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,14),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,16),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,17),-0.144761 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,18),-0.165256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,11),0.0988774 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,12),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,14),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,15),-0.144804 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,18),-0.157623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,11),(6,12),-0.149799 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,14),-0.157847 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,15),-0.147591 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,16),-0.157847 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,18),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,12),(6,14),0.149901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,15),0.0738146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,16),0.0949372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,17),-0.00125725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,18),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,14),(6,15),-0.144804 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,18),-0.157623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,15),(6,16),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,15),(6,17),-0.144761 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,15),(6,18),-0.169888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,16),(6,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,16),(6,18),-0.157623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,17),(6,18),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,5),-0.0408274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,4),-0.0365061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,3),-0.0285994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,2),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,1),-0.0191693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),0.180241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,5),(6,4),-0.0122379 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,3),-0.0246749 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,2),0.0157416 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,1),-0.0279454 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,-1),-0.00530752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,4),(6,3),-0.0223073 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,2),0.0157416 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,1),-0.0279454 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,-1),0.000472059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,3),(6,2),0.0154801 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,3),(6,1),-0.028089 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,3),(6,-1),-0.00200201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,2),(6,1),-0.0190488 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,2),(6,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,1),(6,-1),-0.0517704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,8),0.105878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.172246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.239543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,11),0.0877426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.166252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,13),-0.0962887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,14),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,15),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,16),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,18),-0.21118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.105277 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.104682 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,11),0.105584 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,12),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,13),-0.14505 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,14),-0.14505 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,16),-0.14505 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,18),-0.180897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.0919821 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,11),0.105447 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.144775 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,13),-0.144969 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,14),-0.144969 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,15),-0.145246 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,16),-0.144969 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,18),-0.0553144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,11),0.063259 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,12),-0.147235 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,13),-0.147576 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,14),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,15),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,16),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,18),-0.0703679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,12),-0.148938 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,13),-0.147045 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,14),-0.147035 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,15),-0.153537 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,16),-0.147035 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,18),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,13),0.286077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,14),0.15385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,15),0.0730041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,16),0.0988868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,17),-0.00125725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,18),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,13),(7,14),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,15),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,16),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,18),-0.0732438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,14),(7,15),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,16),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,18),-0.0690583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,15),(7,16),-0.144969 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,18),-0.0551304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,16),(7,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,16),(7,18),-0.0690583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,17),(7,18),-0.149644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,6),-0.0249052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,5),-0.0240495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,4),-0.0225683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,3),-0.0225689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,2),-0.0443473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,1),0.0256444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),0.20084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,6),(7,5),-0.00612935 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,4),-0.0061302 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,3),-0.00613103 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,2),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,1),-0.0140735 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,-1),-0.0133505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,5),(7,4),-0.0061302 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,3),-0.00613103 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,2),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,1),-0.0140735 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,-1),-0.0133541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,4),(7,3),-0.00613189 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,2),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,1),-0.0140735 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,-1),-0.0133505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,3),(7,2),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,3),(7,1),-0.0140735 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,3),(7,-1),-0.0133564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,2),(7,1),-0.0123595 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,2),(7,-1),-0.0292307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,1),(7,-1),-0.00532502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.116127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,11),0.108557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,18),-0.118935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,18),-0.139591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,11),(8,18),-0.146093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,-1),-0.0706532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,9),(9,10),0.239679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,11),0.0877426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,12),-0.166252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,14),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,15),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,16),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
