# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(11,13),(11,16),-0.0453365 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.059782 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0780601 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0418535 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.021051 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0344676 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0841356 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0200709 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.114215 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.041163 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.334336 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.05973 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0814245 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.787355 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.638374 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.625272 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.680566 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.297514 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.847977 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.210989 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.190798 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.309237 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.132442 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0927301 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0169666 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0908261 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0213367 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.121006 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0247631 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0234967 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.00855492 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0975155 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.0246284 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.0405559 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.104846 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.00448415 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.30432 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.330877 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.376838 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0170329 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.015598 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.00694557 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.297349 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.323906 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.369867 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0588932 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00154719 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.292537 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.318987 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.365055 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.106123 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0844548 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.173597 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.190017 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0124363 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0299263 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.178953 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0279677 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0439469 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00846273 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0295767 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.041166 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.103723 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.106556 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.00277434 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.458806 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.309454 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.336011 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.381972 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.110378 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.113441 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00357826 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.474674 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.311668 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.338225 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.384186 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.11673 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00523575 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.458337 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.302482 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.329039 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.375001 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.107916 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.31659 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.29767 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.324121 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.370189 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.12488 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0972201 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.130343 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.157277 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0487939 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.175306 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.191725 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.119757 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.180662 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.115965 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.149172 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.014982 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.112337 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0124167 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.144539 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.013201 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0463695 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.112337 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0230479 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0224685 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0999676 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0140846 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0140846 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0519549 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0666182 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.00411442 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0687854 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0312425 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.126839 # DEPENDENCYPART_SIBL
(14,1),(14,22),9.38728e-05 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0833063 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.115352 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.57531 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.315641 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.571587 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.644086 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.115352 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.345392 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.345515 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.262696 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.567066 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.567066 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.000846828 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0243132 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0109698 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.193928 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0830658 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0633333 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.11121 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0550556 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0889069 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0313611 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.104042 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0164533 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.324472 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0321382 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0497898 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.157716 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.110483 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.110483 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.045536 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0219462 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.1267 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.128303 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0410418 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.130563 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.121774 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.01006 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.315386 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.566832 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.639881 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.105885 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.345313 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.345436 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.262617 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.562861 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.562861 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0228797 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00228039 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0330026 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.171896 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.118972 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0432276 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.133243 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.00149618 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00853106 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0473987 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.097503 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0289207 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0318823 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0327724 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.00751419 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.00751419 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.000826812 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0145626 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0784408 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0878415 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0506474 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.095103 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0776222 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.0695017 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.633947 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.112805 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.345082 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.345205 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.262386 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.556927 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.556927 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0121127 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0130474 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0222356 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.182663 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.100584 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0539917 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.122476 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.0233352 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.203904 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.367597 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.367774 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.284901 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.570595 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.570595 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.21961 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.196436 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.2343 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0260944 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.344566 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.20236 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.331345 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.480704 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0321382 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0497898 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.157716 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.110483 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.110483 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.045536 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0219462 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.1267 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.128303 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0410418 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.130563 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.121774 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.01006 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.604266 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.546748 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.518668 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.518668 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0329075 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0212086 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.109144 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0168252 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0649135 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00576331 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.108068 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0475355 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.537528 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.504703 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.504703 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0585168 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0366954 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.12505 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00177857 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.11284 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0254697 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.122323 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0224256 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.507488 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.507488 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0268267 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0128946 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0970264 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0225349 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0853865 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0102486 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0991219 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0623831 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.56201 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0096834 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0154767 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0198063 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.185092 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0947225 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0591411 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.120047 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.030135 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0096834 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0154767 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0198063 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.185092 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0961588 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0564239 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.120047 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.030135 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.827619 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0535578 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.380485 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0598609 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.477029 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0243718 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0440253 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.149101 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.19605 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.101948 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.12254 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.00141322 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0043514 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0082993 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0359929 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.352808 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0515479 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0118817 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.16321 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.48985 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.13382 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.159137 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.379931 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.097241 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.135666 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.11826 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0494913 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0780362 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.113457 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.02714 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0140509 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00787403 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0593334 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.109897 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0593151 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.156967 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.109897 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0396665 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0592751 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0592751 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.13132 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.105666 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.00570904 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00509007 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.136566 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0454533 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0262565 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.00579509 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0380327 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0970729 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.284051 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.233852 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0970729 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.174993 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.277434 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.277434 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.156382 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.144621 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.064939 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.370316 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.116174 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0455675 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.00467826 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0712567 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.016649 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0324725 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0154255 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0530843 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.00765715 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0444553 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0444553 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0890115 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0422519 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0992819 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0211779 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.214223 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0778303 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.06938 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0835143 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0457769 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.233883 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0884639 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.1752 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.273516 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.273516 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.156382 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.144621 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.065372 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.370316 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.116174 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0521217 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.00366309 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0712567 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0019441 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0553158 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.00178976 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0143262 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0143262 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.025491 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0587387 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0434095 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.00470838 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.143048 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0542493 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0133848 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0278503 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0723442 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.00765715 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0444553 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0444553 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0890115 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0422519 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0992819 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0211779 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.214223 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0778303 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.06938 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0835143 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0457769 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.191336 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.191336 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0936477 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.062221 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0697684 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.24325 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.124121 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0301906 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.00595251 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.067987 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0162755 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.272665 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.156382 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.144621 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.064939 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.370316 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.116174 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0449813 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0009458 # DEPENDENCYPART_SIBL
