# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(3,7),(7,15),-0.252698 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.00946318 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-1.0497 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.356069 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.607113 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.688257 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.063 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.304761 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.236832 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0117136 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.233492 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.549528 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.285238 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.296569 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.242138 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.383797 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.511073 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.561121 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.182107 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0426299 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.211386 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.276616 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.431564 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.217077 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.21977 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-1.14369 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.430894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.0627957 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.530303 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.518839 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.46996 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.382207 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.130233 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0343091 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.343998 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0999933 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.268279 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.0260103 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.02106 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0996497 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.222809 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.121334 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.949288 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.0171868 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.291804 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-1.07921 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.437331 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.341108 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-1.10239 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-1.02636 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.678507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.22667 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.275162 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.258538 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.220043 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.193351 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.221229 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.282424 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.00235476 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.41482 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.243958 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-1.18094 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.281616 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-1.59702 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.240521 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.88642 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.65314 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.461266 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.344088 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.258128 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.798221 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.566922 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-0.687178 # DEPENDENCYPART_GRANDPAR
(3,16),(16,29),-0.686522 # DEPENDENCYPART_GRANDPAR
(3,16),(16,30),-1.47937 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.898734 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.065227 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0840808 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-1.17719 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.0549 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.609939 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.467051 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.415407 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.643825 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.614608 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.77626 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-0.734207 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.738198 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-1.14192 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),0.396078 # DEPENDENCYPART_GRANDPAR
(3,22),(22,9),0.0505154 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.937712 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.0613383 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-1.21617 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),0.0102339 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.394567 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.526728 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.214756 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.36893 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.630662 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.291588 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.601337 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.772094 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.293162 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.720937 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.404481 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.415636 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.433248 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.92356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.9506 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.24251 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.0155 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.39477 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.7247 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.434959 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.420636 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.406625 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.92354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.950588 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.2425 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.01544 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.39476 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.72468 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.61156 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.43664 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.414229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.377177 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.393179 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.92354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.950588 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.2425 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.01544 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.39743 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.53782 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.39476 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.72468 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.61156 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.43664 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.83505 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-2.06338 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.89825 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.22705 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.19823 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.18885 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.032 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.11161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.709235 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.177061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.946884 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.873353 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.905409 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.90067 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.18941 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.16058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.15121 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.937792 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.16013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.180713 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.368394 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.806516 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.89969 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.653587 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.917298 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.856351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.701463 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-1.65949 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-1.17527 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-1.04746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-1.35743 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.529386 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.845077 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.888644 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.672376 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.891274 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-1.15562 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.904193 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-1.02324 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-1.10857 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-1.2183 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-1.2546 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-1.39223 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.119434 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0302268 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.283032 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.294682 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.58599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.47848 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.987377 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.729585 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-1.25694 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.203642 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0252273 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.256409 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.299681 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.58598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.478469 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.987316 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.729574 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-1.25693 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.940271 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.801527 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.182913 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.16344 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.242963 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.282695 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.58598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.478468 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.987316 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.97834 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.08459 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.729573 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.25693 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.940271 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.801527 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.12076 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.58175 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.17823 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.185064 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.165591 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0111382 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.045043 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.58598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.478468 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.987317 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.25693 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.928972 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.917722 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.747533 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.775333 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.08247 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.745421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.391962 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.416875 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.47591 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.00762148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.443863 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.204282 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0763434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-1.20073 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.474478 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.692361 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-1.09214 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.15163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.439761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.44919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0190362 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.395625 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.557069 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.206677 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.379598 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.36844 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.472061 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.714543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.804137 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.399491 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0630164 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.927059 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.915809 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.74562 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.772605 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.08055 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.645777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.540564 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.149501 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0637323 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.178168 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.515433 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.110172 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.221563 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0609269 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-1.17322 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.808456 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.79725 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.627016 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.619929 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.961949 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.956534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.25147 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.413677 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.337843 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.476396 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0193398 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.616149 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.2598 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-1.10258 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.232072 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-1.67657 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.388033 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-1.02879 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.938108 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.475256 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.453562 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.452668 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.875013 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.831683 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-1.08029 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.719227 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-1.57466 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.184116 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0393238 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.394209 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.257301 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.114483 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.37149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.488106 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.101989 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.898193 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.785632 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0278785 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.378792 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.268746 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.125929 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.37149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.488081 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.101989 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.898193 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.688694 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.914027 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.768329 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.450022 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.36439 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.250711 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.107894 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.37149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.488081 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.748407 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.577617 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.101988 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.898193 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.688693 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.914027 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-1.45475 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.42326 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.997278 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.753977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.43567 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.170483 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.25558 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.106387 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.37149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.488082 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.898193 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.694629 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.376322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.111134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.319791 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.39986 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.37194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.488168 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.754756 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.102439 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.898207 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.914037 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.777448 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.429244 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0215463 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),1.28544 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.217376 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.825874 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.486972 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.682288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.321818 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),0.131152 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.545421 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.207621 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0109157 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.621288 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.956063 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.6562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.491363 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0890676 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.5012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.21951 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.959366 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.10421 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.26123 # DEPENDENCYPART_GRANDPAR
