# _root_ Murata said , however , it will invest about 1.4 billion yen ( $ 9.9 million ) in the new company .
#goldHeads=2,0,2,2,2,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
#predictedHeads=2,0,2,2,7,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
(9,12),(12,18),(12,20),-0.0195004 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,21),-0.020347 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,22),-0.0204594 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,23),-0.0234612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,20),(12,21),-0.0108997 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,23),0.0056102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,21),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,21),(12,23),-0.0416113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,22),(12,23),-0.0300947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.0629953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.0640661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.115967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,8),-0.146023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.177859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.109124 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.105243 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.190158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.105243 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.189878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.148573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.122525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,5),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,-1),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,-1),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0403141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.0403542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.0269343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.0202977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),-0.0197742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,23),-0.0378032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.0105733 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.00509568 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0195084 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.0203626 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.027386 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,23),-0.0382942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.00223284 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.0185536 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),-0.0208171 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,21),-0.0273965 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,23),-0.0363378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,23),-0.00223305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,20),-0.0195818 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,21),-0.0197716 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,23),-0.0259976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,20),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,23),-0.0219139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,21),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,21),(14,23),-0.0312695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,22),(14,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.126536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,12),0.109477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,11),0.0991364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,9),0.106168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.177257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,11),0.109334 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.127499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,-1),-0.145436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,9),0.10781 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,-1),-0.163725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,9),(14,-1),-0.154024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,15),(15,16),-0.0195369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),-0.0214135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),-0.0328901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,21),-0.0319181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,23),0.149066 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.0194645 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,18),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,21),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,23),-0.0114986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,23),-0.0216825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,21),-0.0195293 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,23),-0.0341876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,21),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,21),(15,23),-0.0324395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,22),(15,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.0717053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,13),0.107652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,12),0.109008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,11),0.106811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),-0.00133537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,13),0.108274 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,11),0.109538 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.179902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,13),(15,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,-1),-0.148338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,-1),-0.138686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,11),(15,-1),-0.153361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,17),-0.0217117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),-0.0328945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,21),-0.0321781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,23),0.167266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,23),-0.0219905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,21),-0.0195293 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,23),-0.0341876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,21),(16,23),-0.0327082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.105772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.0712815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,13),0.107602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),0.0177966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.109406 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,13),0.109116 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,-1),-0.153776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,13),0.108138 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,-1),-0.180248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,13),(16,-1),-0.14863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,19),-0.0275591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,20),0.00219584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,21),-0.045997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,22),-0.0194975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,23),0.0304486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,19),(18,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,21),-0.0197996 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,23),-0.0256658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,20),(18,21),-0.0107393 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,20),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,20),(18,23),-0.00719807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,21),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,21),(18,23),-0.0703421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,22),(18,23),-0.0195066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,16),0.100012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,-1),-0.034211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,16),(18,-1),-0.154915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,18),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,23),-0.163445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,23),-0.145752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,23),-0.145752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,12),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,23),-0.136386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,14),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,15),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,23),-0.145752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,16),(9,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,16),(9,23),-0.145752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,18),(9,23),-0.145575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.020509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,5),-0.0194674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,3),-0.0194674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,1),-0.0186726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),-0.0631588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,1),-0.0195087 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,-1),-0.0209718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,5),(9,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,1),-0.0194819 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,-1),-0.0207925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,3),(9,1),-0.0194819 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,3),(9,-1),-0.0207925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,1),(9,-1),-0.026049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,12),-0.0280109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.0412219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.0253265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.0137139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,23),0.0318652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,23),-0.0316402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0195439 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,23),-0.0372605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,17),-0.0194651 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,23),-0.0271124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,23),-0.0140601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.102338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.167388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,-1),-0.151082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,13),-0.0214037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),-0.0227689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),-0.0140966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,16),-0.0141052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.0229505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,18),-0.0466521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,20),-0.0255905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,21),-0.0150116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,22),-0.0195483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,23),0.00243829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0194745 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,15),-0.0194446 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,16),-0.0194446 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,23),-0.0213683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,17),-0.0201024 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,23),-0.0228928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,16),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,17),-0.0196132 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,18),-0.0169485 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,21),-0.0195627 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,22),-0.0194609 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,23),-0.0185865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,16),(12,17),-0.0196205 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,18),-0.0169485 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,21),-0.0195627 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,22),-0.0194609 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,23),-0.0185879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,23),-0.0204427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,18),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,21),-0.0199276 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,23),-0.0475469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,20),(12,21),-0.0195734 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,20),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,20),(12,23),-0.0253262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,21),(12,22),-0.0194811 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,21),(12,23),-0.0129243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,22),(12,23),-0.0196196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.165312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.165767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,9),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,8),-0.145766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
