# _root_ `` With the decline in stock prices and continued low or stable interest rates , stocks are representing a better value all the time , '' Renaissance President Frank W. Terrizzi said yesterday .
#goldHeads=32,17,4,8,4,7,5,2,14,11,14,11,14,8,17,17,32,17,21,21,18,24,24,18,32,32,31,31,31,31,32,0,32,32,
#predictedHeads=32,8,4,2,4,7,5,17,8,11,14,11,14,9,17,17,32,17,21,21,18,24,24,21,32,32,31,31,31,31,32,0,32,32,
(21,32),(32,18),(32,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,14),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,13),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,7),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,18),(32,-1),-0.158014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,17),(32,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,14),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,13),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,7),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,17),(32,-1),-0.162198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,16),(32,15),-0.144939 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,16),(32,-1),-0.0948777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,15),(32,14),-0.144819 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,13),-0.144819 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,11),-0.145472 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,9),-0.14511 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,8),-0.145857 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,5),-0.145241 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,2),-0.145417 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,15),(32,-1),-0.211168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,14),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,14),(32,-1),-0.094206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,13),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,13),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,13),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,13),(32,7),-0.144944 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,13),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,13),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,13),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,13),(32,-1),-0.0941147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,11),(32,9),-0.0770641 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,11),(32,8),-0.0751044 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,11),(32,7),-0.0713752 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,11),(32,5),-0.0976584 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,11),(32,2),-0.0993987 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,11),(32,1),-0.0935035 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,11),(32,-1),-0.15232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,9),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,9),(32,7),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,9),(32,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,9),(32,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,9),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,9),(32,-1),-0.158051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,8),(32,7),-0.0713752 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,8),(32,5),-0.0976584 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,8),(32,2),-0.0993987 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,8),(32,1),-0.0935035 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,8),(32,-1),-0.142395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,7),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,7),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,7),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,7),(32,-1),-0.0893855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,5),(32,2),-0.145076 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,5),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,5),(32,-1),-0.217708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,2),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,2),(32,-1),-0.219778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,1),(32,-1),-0.120376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,34),(34,34),(34,35),0.00394144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,34),(34,34),(34,33),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,34),(34,34),(34,-1),-0.11264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,34),(34,33),(34,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,35),-0.163237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,-1),-0.0379887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,18),(18,19),0.0881968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,20),0.0444723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,21),0.140856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,24),-0.194021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,25),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,32),-0.189829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,33),-0.193739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,34),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,35),-0.0180422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,19),(18,20),0.109525 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,21),0.108688 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,24),-0.14479 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,25),-0.144726 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,32),-0.144756 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,33),-0.14479 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,19),(18,35),-0.164006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,20),(18,21),0.108638 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,24),-0.144961 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,32),-0.144705 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,33),-0.144961 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,20),(18,35),-0.225611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,21),(18,24),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,25),-0.144936 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,32),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,33),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,34),-0.144704 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,21),(18,35),-0.07299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,24),(18,25),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,32),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,33),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,34),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,24),(18,35),-0.0738918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,25),(18,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,25),(18,32),-0.145031 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,25),(18,33),-0.144819 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,25),(18,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,25),(18,35),-0.205321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,26),(18,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,26),(18,33),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,26),(18,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,26),(18,35),-0.169178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,32),(18,33),-0.144706 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,32),(18,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,32),(18,35),-0.158437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,33),(18,34),-0.144704 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,33),(18,35),-0.074642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,34),(18,35),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,18),(18,17),-0.0570552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,16),0.00370745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,15),-0.0418244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,9),-0.0512191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,18),(18,18),(18,-1),0.0607857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,18),(18,17),(18,16),-0.0218839 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,15),-0.0142307 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,9),-0.0224256 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,17),(18,-1),-0.0363171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,16),(18,15),-0.0353679 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,9),-0.0345071 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,16),(18,-1),-0.00427442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,15),(18,9),-0.0160581 # DEPENDENCYPART_GRANDSIBL
(24,18),(18,15),(18,-1),-0.0202175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,18),(18,9),(18,-1),-0.0377223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,19),(19,20),0.0985281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,19),(19,19),(19,35),0.0943866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,19),(19,20),(19,35),-0.155707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,19),(19,19),(19,-1),0.213202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,20),(20,20),(20,21),0.12907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,24),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,35),-0.00237494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,20),(20,21),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,35),-0.117823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,24),(20,35),-0.117862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,20),(20,20),(20,19),-0.0214817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,-1),0.046591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,20),(20,19),(20,-1),-0.0291147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,21),(21,23),0.103397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,24),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,25),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,27),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,28),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,29),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,30),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,31),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,32),-0.173314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,34),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,35),-0.0249433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,23),(21,24),-0.144709 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,27),-0.144709 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,28),-0.144709 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,29),-0.144709 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,30),-0.144709 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,31),-0.144709 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,32),-0.144713 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,23),(21,35),-0.164918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,24),(21,25),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,27),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,28),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,29),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,30),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,31),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,32),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,34),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,24),(21,35),-0.174523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,25),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,27),-0.14942 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,28),-0.149423 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,29),-0.14942 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,30),-0.14942 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,31),-0.14942 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,32),-0.146635 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,25),(21,35),-0.0334368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,26),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,34),-0.145645 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,26),(21,35),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,27),(21,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,27),(21,29),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,27),(21,30),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,27),(21,31),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,27),(21,32),-0.14473 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,27),(21,34),-0.144801 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,27),(21,35),-0.175655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,28),(21,29),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,28),(21,30),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,28),(21,31),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,28),(21,32),-0.14473 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,28),(21,34),-0.144801 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,28),(21,35),-0.174588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,29),(21,30),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,29),(21,31),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,29),(21,32),-0.14473 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,29),(21,34),-0.144801 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,29),(21,35),-0.175989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,30),(21,31),-0.145195 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,30),(21,32),-0.14473 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,30),(21,34),-0.144801 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,30),(21,35),-0.175627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,31),(21,32),-0.14473 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,31),(21,34),-0.144801 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,31),(21,35),-0.175619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,32),(21,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,32),(21,35),-0.199795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,34),(21,35),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,21),(21,20),-0.0371533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,19),-0.0505597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,18),0.0472406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,16),-0.129624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,21),(21,21),(21,-1),0.127756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,21),(21,20),(21,19),-0.0389988 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,18),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,16),-0.0388239 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,20),(21,-1),-0.029459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,19),(21,18),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,19),(21,16),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,19),(21,-1),-0.0689884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,18),(21,16),-0.0233191 # DEPENDENCYPART_GRANDSIBL
(24,21),(21,18),(21,-1),0.00354237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,21),(21,16),(21,-1),0.0253595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,35),-0.119938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,22),(22,-1),0.0133756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,35),0.115859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,22),-0.0492407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,-1),0.235191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,22),(23,-1),-0.0492407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,35),-0.051445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,-1),-0.191876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,26),(26,35),-0.032057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,26),(26,-1),-0.155968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,27),(27,28),-0.128944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,29),-0.123746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,30),-0.129793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,35),0.141327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,28),(27,29),-0.00333372 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,30),-0.00376343 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,35),0.0228339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,29),(27,30),-0.00182757 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,29),(27,35),0.0312424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,30),(27,35),0.0249394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,27),(27,26),0.0903857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,24),0.154869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,23),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,19),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,-1),-0.0191642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,26),(27,24),0.107045 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,26),(27,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
