# _root_ In the diversifed businesses segment , which includes herbicides , profit grew to $ 64 million from $ 27 million .
#goldHeads=12,5,5,5,1,5,8,5,8,5,12,0,12,13,14,14,12,17,18,18,12,
#predictedHeads=12,5,5,5,1,5,8,5,8,12,12,0,12,13,14,14,12,17,18,18,12,
(9,5),(5,10),(5,13),-0.12491 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,15),-0.124905 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,16),-0.124905 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,17),-0.125395 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,22),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,11),(5,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,15),-0.125238 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,16),-0.125238 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,17),-0.125035 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,22),-0.144259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,12),(5,13),-0.124906 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,12),(5,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,12),(5,16),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,12),(5,17),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,12),(5,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,12),(5,22),-0.173809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,13),(5,15),-0.124896 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,16),-0.124896 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,17),-0.126059 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,22),-0.091038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,15),(5,16),-0.125415 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,17),-0.12519 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,22),-0.124144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,16),(5,17),-0.12519 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,16),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,16),(5,22),-0.11544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,17),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,17),(5,22),-0.103027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,21),(5,22),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,4),-0.182999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,3),0.0468842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,2),-0.0399498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,1),-0.0434167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,-1),0.0962787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,4),(5,3),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,2),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,1),-0.031491 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,-1),0.00282742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,3),(5,2),-0.0319263 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,1),-0.0531006 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,-1),-0.0126388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,2),(5,1),-0.0444761 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,2),(5,-1),-0.00997678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,1),(5,-1),-0.129557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,22),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,1),-0.0588733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,1),(6,-1),-0.0625933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,22),-0.229532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,-1),-0.160406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,9),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,10),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,11),-0.175298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,12),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,13),-0.150708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,17),-0.156528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,22),0.044389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,10),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,11),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,12),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,13),-0.126828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,14),-0.125468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,17),-0.126304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,21),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,22),-0.0310308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,11),-0.125259 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,12),-0.127089 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,13),-0.125205 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,17),-0.125601 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,22),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,11),(8,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,13),-0.126828 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,14),-0.125468 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,17),-0.126304 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,22),-0.0341116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,12),(8,13),-0.124888 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,22),-0.146226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,13),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,22),-0.0800952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,14),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,22),-0.131572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,17),(8,21),-0.124968 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,17),(8,22),-0.186744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,21),(8,22),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.0681639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,6),-0.075485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,5),-0.024133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,3),-0.0410785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,2),-0.0388569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,1),0.00061946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),0.0625456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,1),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),-0.0785699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,6),(8,5),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,3),-0.0767336 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,2),-0.0437822 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,1),-0.062085 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,-1),-0.0940439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,3),-0.0549648 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,2),-0.0426119 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,1),0.000212183 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),-0.0457396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,3),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,3),(8,1),-0.0350729 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,3),(8,-1),-0.0866924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,2),(8,1),-0.0547151 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,2),(8,-1),-0.0355693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,1),(8,-1),0.0108027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,22),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,12),0.0467553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,13),-0.0891043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.04682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,17),-0.0598815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,18),-0.04682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,21),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,22),0.0959566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,13),-0.0422727 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,14),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,17),-0.0511361 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,18),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,21),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,22),-0.0127485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,13),(11,14),-0.0420304 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,17),-0.0408606 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,18),-0.0420304 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,21),-0.0423938 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,22),-0.0970356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,17),-0.0428362 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,22),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,17),(11,18),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,17),(11,21),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,17),(11,22),-0.084214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,18),(11,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,18),(11,22),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,21),(11,22),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,9),0.15566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,8),-0.154946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,6),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,5),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,2),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,1),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),0.0260614 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,9),0.112775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,10),(11,8),-0.127045 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,6),-0.125325 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,5),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,2),-0.124894 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,1),-0.125395 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,9),(11,8),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,6),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,5),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,2),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,1),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,-1),-0.143183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,8),(11,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,6),-0.125503 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,5),-0.124957 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,2),-0.125059 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,-1),-0.174446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,7),(11,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,-1),-0.147909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,6),(11,5),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,2),-0.124894 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,1),-0.125395 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,5),(11,2),-0.12581 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,-1),-0.143185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,2),(11,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,2),(11,-1),-0.162625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,1),(11,-1),-0.0779144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,13),-0.0588036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),-0.00358832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.00689378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),0.00371039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),-0.0438222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.00358832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,21),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,22),0.067755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.0429419 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,15),-0.0434003 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0434003 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,17),-0.0540316 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0429419 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,21),-0.0432707 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,22),-0.0462536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,15),-0.0473755 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),-0.0476132 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,17),-0.0311449 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,18),-0.042567 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,22),-0.0280184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0467713 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.0523475 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,22),-0.00117012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.0531026 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,18),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,22),0.00883871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,18),-0.0463382 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,21),-0.0531827 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,22),-0.027201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,22),-0.0280184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,21),(12,22),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.166464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.167029 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,8),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,7),-0.125223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,6),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,5),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.175304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.12684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,1),-0.160534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),0.0456938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.0567445 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.0946112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,11),(12,8),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,6),-0.125057 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,1),-0.1268 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.0336194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.117642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,8),-0.127089 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,7),-0.124917 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,5),-0.125259 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,4),-0.125259 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.127089 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,1),-0.125601 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,6),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,4),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,3),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,1),-0.1268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.0305386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,7),-0.124979 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,6),-0.124926 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,4),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,3),-0.124903 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.146226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,7),(12,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.0180427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,6),(12,5),-0.125259 # DEPENDENCYPART_GRANDSIBL
