# _root_ Like others , Mr. Gabelli says that if futures cause investors to lose confidence in stocks , they will move away from stocks -- as many have already done .
#goldHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
#predictedHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
(21,25),(25,22),(25,-1),-0.138412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,27),-0.0331863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,28),-0.0253314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,29),-0.0332498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,31),0.013613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,27),(26,28),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,29),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,31),-0.0346649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,28),(26,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,31),-0.0243839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,29),(26,31),-0.0347284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,25),0.113663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,23),0.106146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,22),0.114622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,21),0.0883088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,-1),-0.182877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,25),(26,23),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,22),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,21),0.109484 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,-1),-0.14154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,23),(26,22),0.109224 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,23),(26,-1),-0.148248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,22),(26,21),0.109512 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,22),(26,-1),-0.140345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,21),(26,-1),-0.157606 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,27),(27,28),-0.000940719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,29),-0.0355314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,31),0.071193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,28),(27,29),-0.0222371 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,31),-0.0189567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,29),(27,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,29),(27,31),-0.023553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,30),(27,31),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,26),0.105312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,25),0.0999264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,24),0.106698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,23),0.143455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,22),0.107112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,21),0.0978176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,20),-0.145748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,16),-0.14832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,15),-0.147615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,14),-0.14832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,13),-0.145748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,11),-0.14832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,10),-0.145748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,9),-0.14832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,8),-0.147192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,7),-0.147194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,6),-0.145748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,2),-0.14832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,1),-0.147192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,-1),-0.251165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,26),(27,25),0.109422 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,23),0.109204 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,22),0.109425 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,15),-0.144711 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,-1),-0.150484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,25),(27,24),0.109415 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,23),0.108839 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,22),0.108796 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,21),0.105341 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,25),(27,-1),-0.0345316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,24),(27,23),0.109524 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,22),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,21),0.10953 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,15),-0.144787 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,8),-0.144787 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,7),-0.144787 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,1),-0.144787 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,24),(27,-1),-0.147728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,23),(27,22),0.13778 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,21),0.114045 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,15),-0.145219 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,8),-0.14522 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,7),-0.145225 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,1),-0.145219 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,23),(27,-1),-0.164769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,22),(27,21),0.106329 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,22),(27,-1),-0.0500737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,21),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,17),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,16),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,15),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,14),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,11),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,9),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,8),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,7),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,3),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,2),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,1),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,21),(27,-1),-0.167659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,20),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,20),(27,-1),-0.15273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,19),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,19),(27,-1),-0.145026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,17),(27,16),-0.144988 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,15),-0.146112 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,14),-0.144988 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,13),-0.145704 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,11),-0.144988 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,10),-0.145704 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,9),-0.144988 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,8),-0.145675 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,7),-0.145675 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,6),-0.145704 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,2),-0.144988 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,1),-0.145675 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,17),(27,-1),-0.138904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,16),(27,15),-0.145219 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,8),-0.14522 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,7),-0.145225 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,1),-0.145219 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,16),(27,-1),-0.164769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,15),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,15),(27,-1),-0.0471774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,14),(27,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,8),-0.14522 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,7),-0.145225 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,1),-0.145219 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,14),(27,-1),-0.164767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,13),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,13),(27,-1),-0.15273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,11),(27,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,8),-0.14522 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,7),-0.145225 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,1),-0.145219 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,11),(27,-1),-0.164771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,10),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,10),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,10),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,10),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,10),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,10),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,10),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,10),(27,-1),-0.15273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,9),(27,8),-0.14522 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,9),(27,7),-0.145225 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,9),(27,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,9),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,9),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,9),(27,1),-0.145219 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,9),(27,-1),-0.164767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,8),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,8),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,8),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,8),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,8),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,8),(27,-1),-0.0542898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,7),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,7),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,7),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,7),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,7),(27,-1),-0.0355094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,6),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,6),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,6),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,6),(27,-1),-0.15273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,3),(27,2),-0.144988 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,3),(27,1),-0.145675 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,3),(27,-1),-0.138904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,2),(27,1),-0.145219 # DEPENDENCYPART_GRANDSIBL
