# _root_ This program , combined with cash grants to needy students , would reduce program costs and much more effectively target the intended beneficiaries .
#goldHeads=2,12,2,2,4,7,5,7,10,8,2,0,16,15,13,12,20,17,17,16,23,23,20,12,
#predictedHeads=2,12,2,2,4,7,5,7,10,8,2,0,12,15,16,13,16,17,20,16,23,23,20,12,
(13,23),(23,20),(23,-1),-0.0713902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,19),(23,18),0.1169 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,17),0.112602 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,-1),-0.0582381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,18),(23,17),0.10968 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,18),(23,-1),-0.0189201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,17),(23,-1),-0.0248308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,25),-0.0448077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,24),(24,-1),-0.0109705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,14),-0.175478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,15),-0.175488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,16),-0.162738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,17),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,18),-0.136654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,19),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,20),-0.16998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,23),-0.175478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,25),0.0450251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,15),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,16),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,17),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,18),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,19),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,20),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,23),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,25),-0.0276074 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,16),-0.125032 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,17),-0.125333 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,18),-0.125333 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,19),-0.125333 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,20),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,23),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,25),-0.0289574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,16),(13,17),0.0332969 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,18),-0.00183242 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,19),0.00109641 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,20),-0.043441 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,23),-0.102177 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,24),-0.0276729 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,25),-0.129465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,17),(13,18),-0.124922 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,19),-0.124922 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,20),-0.124909 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,23),-0.125077 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,25),-0.215294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,18),(13,19),-0.124922 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,20),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,23),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,25),-0.221954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,19),(13,20),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,23),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,25),-0.213813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,20),(13,23),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,25),-0.146359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,23),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,23),(13,25),-0.0280862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,24),(13,25),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0253565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,8),-0.0598059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,5),-0.0302408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,3),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,2),-0.0226792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.0559274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0443726 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,8),-0.0423092 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,5),-0.03709 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,3),-0.0443726 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,2),-0.0374931 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.0283641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,8),-0.0217459 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,5),-0.0622483 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,3),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,2),-0.0359791 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,-1),-0.0936719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,8),(13,5),-0.0583285 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,8),(13,3),-0.0532386 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,8),(13,2),-0.0635719 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,8),(13,-1),-0.0472598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,5),(13,3),-0.0167104 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,5),(13,2),-0.0461227 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,5),(13,-1),-0.0127077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,3),(13,2),-0.0359791 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,3),(13,-1),-0.0936719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,2),(13,-1),-0.044209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,18),-0.00881078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),-0.0120519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,20),-0.055464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,22),-0.0229319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,23),0.00838068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,24),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,25),-0.0437421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,19),-0.0358143 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,20),-0.0457049 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,22),-0.0450388 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,23),-0.044129 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,25),-0.0297094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,19),(17,20),-0.045205 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,22),-0.0442811 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,23),-0.044089 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,25),-0.0338188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,20),(17,22),-0.0421422 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,23),-0.0436478 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,24),-0.042058 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,25),-0.028811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,22),(17,23),-0.0368858 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,25),-0.0115428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,23),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,25),-0.0893209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,24),(17,25),-0.0440021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,15),0.10802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,-1),-0.241651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,15),(17,-1),-0.134456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),-0.0169218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),-0.0603648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,24),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,25),-0.0444245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0471744 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,25),-0.0405783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,20),(18,24),-0.042058 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,25),-0.033587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,24),(18,25),-0.0440021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.0995114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,15),0.113628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),-0.26832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,15),0.117369 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),-0.175425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,-1),-0.127617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,21),-0.0388584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,22),-0.00958356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,23),-0.0200554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,24),-0.0491112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,25),0.0608925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,21),(20,22),-0.0405312 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,23),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,24),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,25),-0.0355712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,22),(20,23),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,24),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,25),0.032358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,23),(20,24),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,23),(20,25),-0.0415191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,24),(20,25),-0.0873321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,19),0.235887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,18),0.234659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,17),0.236159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,16),0.141415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,15),0.163991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,14),0.165518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,20),(20,13),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,12),-0.13805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,11),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,10),-0.175477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,7),-0.175477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,5),-0.155676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,3),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,2),-0.175477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,-1),0.0475281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,19),(20,18),0.112598 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,17),0.112902 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,16),0.115921 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,15),0.12621 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,14),0.126111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,19),(20,13),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,10),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,7),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,5),-0.12496 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,2),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,-1),-0.213978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,18),(20,17),0.112901 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,16),0.115922 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,15),0.126153 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,14),0.126054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,18),(20,13),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,10),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,7),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,5),-0.12496 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,2),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,-1),-0.222119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,17),(20,16),0.115922 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,15),0.12621 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,14),0.126111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,17),(20,13),-0.124909 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,10),-0.125077 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,7),-0.125077 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,5),-0.12496 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,2),-0.125077 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,17),(20,-1),-0.215459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,16),(20,15),0.137232 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,14),0.0773923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,16),(20,13),0.0797929 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,12),0.0979326 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,11),0.120665 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,10),0.0737209 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,7),0.144352 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,5),0.0448205 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,3),0.0157787 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,2),0.0889258 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,16),(20,-1),-0.129461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,15),(20,14),0.0944325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,15),(20,13),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,12),-0.124905 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,11),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,10),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,5),-0.126379 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,15),(20,-1),-0.0288532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,14),(20,13),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,12),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,11),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,10),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,7),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,5),-0.126379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,14),(20,-1),-0.0275032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,13),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,13),(20,11),-0.124946 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,13),(20,10),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,13),(20,7),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,13),(20,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,13),(20,3),-0.124946 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,13),(20,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,13),(20,-1),-0.146342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,12),(20,11),-0.12505 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,12),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,12),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,12),(20,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,12),(20,3),-0.12505 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,12),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,12),(20,-1),-0.14294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,11),(20,10),-0.125259 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,11),(20,7),-0.125259 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,11),(20,5),-0.125658 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,11),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,11),(20,2),-0.125275 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,11),(20,-1),-0.189255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,10),(20,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,10),(20,5),-0.126379 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,10),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,10),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,10),(20,-1),-0.0279881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,7),(20,5),-0.126379 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,7),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,7),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,7),(20,-1),-0.027982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,5),(20,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,5),(20,2),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,5),(20,-1),-0.172522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,3),(20,2),-0.125275 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,3),(20,-1),-0.189255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,2),(20,-1),-0.0275032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,23),(23,24),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,25),0.100286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,24),(23,25),0.0957849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,23),(23,22),0.0919249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,21),0.113006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,20),0.124257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,19),0.105216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,18),0.112755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,17),0.104903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,-1),0.0182064 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,22),(23,21),0.174845 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,20),0.130153 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,19),0.124414 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,18),0.130749 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,17),0.124388 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,-1),-0.157371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,21),(23,20),0.118431 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,19),0.119766 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,18),0.118822 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,17),0.119766 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,-1),-0.163253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,20),(23,19),0.130934 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,18),0.130923 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,17),0.130934 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,-1),-0.17567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
