# _root_ He added : `` Every paper company management has to be saying to itself , ` Before someone comes after me , I 'm going to go after somebody . ' ''
#goldHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,2,2,
#predictedHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,12,2,
(18,24),(24,28),(24,29),-0.0128966 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,28),(24,30),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,28),(24,31),-0.0139568 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,28),(24,32),-0.00847299 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,28),(24,33),-0.00715124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,29),(24,30),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,29),(24,31),-0.0158753 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,29),(24,32),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,29),(24,33),-0.024944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,30),(24,31),-0.025686 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,30),(24,32),-0.0295565 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,30),(24,33),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,31),(24,32),-0.0194458 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,31),(24,33),-0.0212897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,32),(24,33),-0.0205402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,23),0.107129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,22),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,21),0.10694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,20),0.164111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,19),0.135186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,18),0.132072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,17),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,16),-0.147303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,15),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,13),-0.165357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,12),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,11),-0.190959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,9),-0.189766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,8),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,6),-0.193448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,5),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,-1),-0.0079345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,23),(24,22),0.0996516 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,21),0.109509 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,20),0.0926134 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,19),0.109172 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,18),0.104661 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,17),-0.144745 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,15),-0.144747 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,13),-0.144742 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,5),-0.144756 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,-1),-0.0222545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,22),(24,21),0.109667 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,20),0.136497 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,19),0.123247 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,18),0.119952 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,17),-0.145222 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,12),-0.145031 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,11),-0.145032 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,9),-0.145031 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,8),-0.144819 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,21),(24,20),0.0913948 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,19),0.109198 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,18),0.104663 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,17),-0.144745 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,15),-0.144747 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,13),-0.144742 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,5),-0.144756 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,-1),-0.0216234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,20),(24,19),0.108923 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,18),0.101447 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,17),-0.145076 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,13),-0.144703 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,12),-0.144847 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,11),-0.144847 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,9),-0.144847 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,5),-0.145129 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,-1),-0.226217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,19),(24,18),0.107563 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,13),-0.14473 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,-1),-0.157439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,18),(24,17),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,15),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,13),-0.145705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,12),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,11),-0.146239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,9),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,8),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,5),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,-1),-0.0838574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,17),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,13),-0.144703 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,12),-0.144847 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,11),-0.144847 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,9),-0.144847 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,5),-0.145129 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,17),(24,-1),-0.222379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,16),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,12),-0.144707 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,11),-0.144707 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,9),-0.144707 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,8),-0.14519 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,6),-0.14519 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,-1),-0.128453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,15),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,12),-0.145031 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,11),-0.145032 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,9),-0.145031 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,8),-0.144819 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,15),(24,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,13),(24,12),-0.144903 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,13),(24,11),-0.145004 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,13),(24,9),-0.144903 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,13),(24,8),-0.144744 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,13),(24,6),-0.144744 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,13),(24,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,13),(24,-1),-0.0953939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,12),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,12),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,12),(24,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,12),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,12),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,12),(24,-1),-0.157551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,11),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,11),(24,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,11),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,11),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,11),(24,-1),-0.153733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,9),(24,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,9),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,9),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,9),(24,-1),-0.151209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,8),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,8),(24,5),-0.145141 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,8),(24,-1),-0.0841755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,6),(24,5),-0.145141 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,6),(24,-1),-0.0834733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,5),(24,-1),-0.16228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,2),(2,3),0.110474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,4),0.0837329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,6),0.171782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,7),0.171469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,8),0.167962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,9),0.138028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,10),0.191445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,11),0.125761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,12),0.137327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,13),0.191445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,15),0.110828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,16),0.0862588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,17),-0.0282326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,19),-0.135646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,20),-0.0160893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,22),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,24),-0.135646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,25),-0.135647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,28),-0.0160893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,31),-0.145273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,32),-0.145087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,33),-0.244867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,2),(2,3),(2,4),0.0978358 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,6),0.106192 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,7),0.106192 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,8),0.106192 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,9),0.133371 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,10),0.109197 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,11),0.133361 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,12),0.133372 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,13),0.109197 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,15),0.109023 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,16),0.101866 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,17),0.104687 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,19),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,20),-0.144728 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,24),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,25),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,28),-0.144728 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,33),-0.157147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,4),(2,6),0.0986201 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,7),0.0957762 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,8),0.101326 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,9),0.0876719 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,10),0.140249 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,11),0.088645 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,12),0.0882758 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,13),0.140249 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,15),0.089522 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,16),0.108549 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,17),0.139578 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,19),-0.148225 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,20),-0.14938 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,22),-0.144716 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,24),-0.148225 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,25),-0.148229 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,28),-0.14938 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,31),-0.144758 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,32),-0.144786 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,33),-0.105885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,6),(2,7),0.0968604 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,8),0.0977663 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,9),0.104103 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,10),0.110383 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,11),0.103807 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,12),0.104192 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,13),0.110383 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,15),0.10402 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,16),0.111603 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,17),0.261653 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,19),-0.143853 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,20),-0.196196 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,22),-0.147788 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,24),-0.143839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,25),-0.143839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,28),-0.196196 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,31),-0.144778 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,32),-0.144855 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,33),-0.15999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,7),(2,8),0.0998972 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,9),0.102967 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,10),0.110383 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,11),0.10267 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,12),0.103055 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,13),0.110383 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,15),0.106894 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,16),0.111598 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,17),0.266159 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,19),-0.143853 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,20),-0.197456 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,22),-0.147788 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,24),-0.143839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,25),-0.143839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,28),-0.197456 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,31),-0.144778 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,32),-0.144855 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,7),(2,33),-0.158798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,8),(2,9),0.104103 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,10),0.110194 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,11),0.103807 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,12),0.104192 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,13),0.110194 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,15),0.103521 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,16),0.111603 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,17),0.260199 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,19),-0.143853 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,20),-0.196196 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,22),-0.147788 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,24),-0.143839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,25),-0.143839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,28),-0.196196 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,31),-0.144778 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,32),-0.144855 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,33),-0.157306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,9),(2,10),0.09626 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,11),0.100259 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,12),0.100335 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,13),0.09626 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,15),0.19312 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,16),0.115752 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,17),0.120829 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,19),-0.145082 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,20),-0.151979 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,22),-0.146214 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,24),-0.145082 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,25),-0.145085 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,28),-0.151979 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,31),-0.144752 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,32),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,9),(2,33),-0.145995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,10),(2,11),0.125954 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,12),0.128081 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,13),0.0968438 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,15),0.073301 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,16),0.100843 # DEPENDENCYPART_GRANDSIBL
