# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=16,3,16,3,16,13,6,9,12,9,12,7,0,13,16,0,18,16,16,
(13,3),(13,10),-0.0441711 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.034496 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0710393 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.127066 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.119747 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00376056 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0918482 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0762142 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0669063 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0555185 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00646217 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0517242 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.041843 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0163364 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.03634 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0417431 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.047545 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.204312 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0236588 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.07038 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0156076 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0688767 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00657611 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0782154 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.068456 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0441751 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.00109937 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.276321 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.222299 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.178557 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00275256 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.167809 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0113887 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.203327 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.273314 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.286923 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.233698 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.233001 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.357103 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0108898 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.193474 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0422583 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.131708 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0571299 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0672603 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0703474 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0694467 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0661892 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00466332 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.184259 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.141443 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00593548 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.151323 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0420869 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.217437 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.209691 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.165358 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.252503 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0126347 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.105911 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0115972 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0663396 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00659011 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.21034 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.16384 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.253556 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0427832 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.107782 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00478943 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0712724 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0204911 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0176648 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0168355 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0172563 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0959305 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00941799 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0965902 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0281372 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0891008 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00881271 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.116367 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00909891 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0806596 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0201823 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0482697 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.123803 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.108253 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.1655 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.129266 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.177869 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.110373 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0130729 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.388354 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0979224 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0803882 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.243555 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.145425 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0493715 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.253152 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.136512 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0873657 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.197918 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0677101 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0870736 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0612171 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0473522 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.00346963 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.00270695 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0136582 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.115081 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0677101 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.132651 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.129516 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0257716 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.36316 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0535351 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0528859 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0837249 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0558648 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0985706 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.060509 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0400811 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0256171 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0589284 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.167431 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0837249 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0612198 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0275893 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0185775 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.00672322 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0160668 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.47257 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0359621 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.130172 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0187574 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0338744 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0078787 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0385694 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.118804 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.47257 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.108052 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0782553 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0161373 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0193953 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.187899 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0275316 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0186001 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0505251 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.121575 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0565574 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0091786 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.081326 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.187899 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.123282 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0149574 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0592565 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0851619 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0339155 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0687595 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0235666 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0372201 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0417215 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.169482 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.14259 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0111261 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.000962466 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0256263 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0488296 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0768934 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.104962 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.222002 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.123627 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.149389 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.270958 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.22529 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00328137 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.358933 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0449543 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0684471 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0439055 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0135038 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0168921 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0492735 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0660535 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.167438 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0736377 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0289386 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0826376 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.000845555 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.00190074 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.191674 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.173237 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.312765 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.257196 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0242779 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.448394 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0705795 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0151317 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.00748506 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0423471 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0907749 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.140922 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0996269 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.11468 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0826486 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0266056 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0216735 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.189648 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.197683 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0316362 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.212195 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0630184 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00827418 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0303398 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.313546 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0542442 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.636968 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0034326 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0104719 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.134448 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0997083 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0208675 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0943288 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00165623 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0405358 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.000962466 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0256263 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0488296 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0768934 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0454232 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00781189 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00677019 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.182726 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.148346 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.052433 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0699809 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0791979 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.165902 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0748446 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.340506 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0447474 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0534236 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.286124 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.029627 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0952514 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0531639 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.218759 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0940398 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.168151 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0096503 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.147206 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0169405 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0644661 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.228554 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.103455 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00832917 # DEPENDENCYPART_SIBL
(0,13),(13,1),1.01122 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.342237 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.350763 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.00445981 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),1.25227 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.445591 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.193042 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.700465 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.193613 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.450431 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0550422 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.544835 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.638291 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.749573 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.427787 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.114341 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),1.69741 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.851038 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.308616 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.395273 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0185256 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.945487 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.369548 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.209451 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.203923 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.459553 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.131034 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.343326 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.0532514 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.652462 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.752586 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.571243 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.198751 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.42538 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.50327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.411138 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.836842 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.866236 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.10292 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.971717 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-2.36441 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.55513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.214249 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.834234 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-1.10303 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.944837 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.08971 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-1.27849 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-1.0688 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-1.62441 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-1.157 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-1.37618 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.912619 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-2.45284 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.51809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.201834 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.376634 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.703207 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-1.01914 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.865726 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-1.15448 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.807791 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.674812 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-2.25858 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.897312 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.52082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),-0.0878358 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),-0.282874 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.884871 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.642379 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.800498 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.886236 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-1.39097 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-1.22011 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-1.09745 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.889324 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-1.29715 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.908899 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.7276 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.668147 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-1.54891 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-2.12336 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.61734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),-0.0710098 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),-0.123293 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.851239 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.775396 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.858881 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.774566 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-1.047 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-1.09966 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.910656 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-1.37273 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.942351 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-1.04854 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.913785 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-1.07425 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-1.45628 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-2.35937 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.35073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.674383 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.598976 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.697834 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.836313 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.985086 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.738666 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.01285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0241816 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.2607 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.293089 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.521472 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.350957 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.369235 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.416379 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.353195 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.541803 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.4475 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.967947 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.705802 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.957604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.177969 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.287599 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.609494 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.693577 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.606588 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.433891 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.575735 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-1.07655 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.209363 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.695646 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.972637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0836853 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.211691 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.194523 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.521929 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.614087 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.550722 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.403033 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.437896 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.501886 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.402564 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.561355 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.497341 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.621859 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-1.01586 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.740921 # DEPENDENCYPART_GRANDPAR
