# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(11,13),(11,19),-0.189108 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.188778 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.188852 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.107355 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0293814 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.170417 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0297932 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.04362 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.175798 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.175468 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.175542 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0955254 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0298332 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.057481 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0307989 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.189788 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.189458 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.189531 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.101316 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0367646 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.205389 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.153418 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.155009 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.153161 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.111192 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0201916 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.244505 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.245082 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.244249 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.350763 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.120248 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.185523 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.185596 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.111251 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0150356 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.196627 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.128489 # DEPENDENCYPART_SIBL
(11,20),(11,24),0.00412553 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.110466 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0126783 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0450923 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0503893 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0632609 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.123843 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0243393 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00477162 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.047002 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0284572 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0754868 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0348581 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.136251 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0415775 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.015251 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.141961 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0590766 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0600691 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0347675 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.00154854 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.000634674 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.114326 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0933014 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.420847 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.125649 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.420847 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.00620612 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0908044 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.080409 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.113428 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.230811 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.120239 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0656389 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.015535 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0344476 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.0625358 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.132728 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.111703 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.356006 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.144051 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.356006 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0154474 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0803854 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0988074 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.131826 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.249777 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.245831 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.165689 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.101104 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0821911 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0618005 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0936525 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.444707 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.12618 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.444707 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.00282425 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0941862 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0809406 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.11396 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.231342 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0998574 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0517824 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0312867 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0501993 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0713943 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.409901 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.129948 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.409901 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00655641 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0904541 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0847084 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.117727 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.23511 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.121042 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0664753 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0161999 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0351125 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0601294 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0590864 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0820565 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0487939 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.053394 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0232473 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0466911 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0883061 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.121547 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.089462 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.136359 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.138453 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.13685 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.463636 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.00866744 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.105677 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.111634 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.144653 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.262035 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.110367 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0662918 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0180449 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0369575 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0619112 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0487939 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.053394 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0232473 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0466911 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0883061 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.121547 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.089462 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.136359 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.138453 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.13685 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0118107 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0119443 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0333046 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0828896 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0249982 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0136187 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0481991 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0493659 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0375976 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.106465 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.127477 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.177208 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.051575 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0437718 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0458604 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0432216 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0120167 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.201256 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.326054 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.110137 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0493445 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00434024 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0145723 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0709846 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.309653 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.116486 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0531534 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0146839 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0335965 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0878435 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0970083 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00236217 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.14218 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.161091 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.124201 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.102262 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0994822 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0913271 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0150075 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0334985 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0411466 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.137949 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0695118 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0460899 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0587387 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0171282 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.454992 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0198201 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0130271 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0225236 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.00936725 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0559832 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0263766 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0761019 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0765871 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0761019 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0236486 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.37468 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.103306 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.106497 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.071952 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.101896 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.033859 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0710125 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.130603 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.108739 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.130352 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0149625 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.130519 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.131755 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.125277 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.129986 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0268846 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.00699378 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.101498 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.102052 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.101498 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0145568 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0933657 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0545589 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0996595 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00671795 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.06042 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.13795 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.116086 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.137699 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0242485 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0448575 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.090659 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0342364 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.071014 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.13629 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.114426 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.136039 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0261691 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.130134 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.043052 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0733399 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.106756 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0848925 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.106505 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00440862 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0463318 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0743675 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.142361 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.120497 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.14211 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0118762 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.242556 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.579844 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.57986 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.579844 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.758505 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.24889 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.249042 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.24889 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.335845 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.537619 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.53851 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.60576 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.538904 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.612322 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.60576 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.017657 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0212746 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0307779 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.019339 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0923969 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.103845 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.110903 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.103845 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.113781 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.121998 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0231677 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0166823 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0206084 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0823751 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0990665 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.104801 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0990665 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.126564 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.122757 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00681114 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0397685 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0385411 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0032561 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0134277 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.00300516 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0746845 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.0570519 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0796528 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0398871 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0272581 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0439412 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.027509 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.103972 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0356677 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0442486 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0116812 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00500257 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0114303 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0662581 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0369832 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.119305 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.120037 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.119305 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.119312 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.102833 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.199579 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.199889 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.239041 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0874895 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.200917 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.240069 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0978001 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.239041 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0874899 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0851765 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0500715 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.05008 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.161084 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0433794 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0428168 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0552163 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.00854929 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.114942 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0049644 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.252149 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.202189 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0522322 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0285569 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0421753 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.299289 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.295494 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.136142 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.106891 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.105673 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.19945 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0966203 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.00582704 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.115929 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0946176 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.290924 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0525497 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.107423 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.106205 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.199981 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0971519 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.00247381 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.11646 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.0951493 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.306676 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0614082 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.124831 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.226023 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0977093 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.00467093 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.123316 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.102005 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.243784 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.0396031 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.244273 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.115052 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.000593074 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.141453 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.120141 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.264688 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0574254 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0269984 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0339193 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0654122 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0431261 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.403213 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.102525 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0157046 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0887577 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0674465 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.263474 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0390463 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.201543 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.192804 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0403516 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0384957 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0946176 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.290924 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0525497 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.287188 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0485975 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0546494 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.197785 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.187914 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.195402 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.163616 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.187192 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.182899 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.0787885 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0205773 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.0298112 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.0267948 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.135906 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0190514 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.025685 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0688185 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0655012 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.0365942 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.321909 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0270425 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0339386 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.0418157 # DEPENDENCYPART_SIBL
